market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Milwaukee Bucks,Atlanta Hawks,Milwaukee Bucks,2026-03-14,0.49517494280512186,-110.0,0.5238095238095238,-9.396017607771768,10.5,1.1039823922282328,10.5,,High
TOTAL,Under,Atlanta Hawks,Milwaukee Bucks,2026-03-14,0.049992634333849595,100.43457436816068,0.49891591964726995,-0.9574229005104087,227.5,,,226.5425770994896,Low
ATS,Washington Wizards,Boston Celtics,Washington Wizards,2026-03-14,0.8325256622225924,-110.0,0.5238095238095238,-20.99354266802932,20.5,-0.4935426680293187,20.5,,High
TOTAL,Under,Boston Celtics,Washington Wizards,2026-03-14,0.4707351747303673,101.3267443810519,0.4967049971797568,-9.830256078904597,233.0,,,223.1697439210954,High
ATS,Sacramento Kings,Los Angeles Clippers,Sacramento Kings,2026-03-14,0.20296582160333687,-110.0,0.5238095238095238,-3.9862117023478767,13.5,9.513788297652123,13.5,,High
TOTAL,Under,Los Angeles Clippers,Sacramento Kings,2026-03-14,0.26732343569692985,100.34698126301178,0.49913404918600623,-5.418441782610273,232.5,,,227.08155821738973,High
ATS,Los Angeles Lakers,Los Angeles Lakers,Denver Nuggets,2026-03-14,0.15318546564970736,-110.0,0.5238095238095238,3.1661153496429155,3.0,0.1661153496429155,-3.0,,High
TOTAL,Under,Los Angeles Lakers,Denver Nuggets,2026-03-14,0.8094638034805135,101.5525023180528,0.4961486404281825,-20.3025230977064,244.5,,,224.1974769022936,High
ATS,Brooklyn Nets,Philadelphia 76ers,Brooklyn Nets,2026-03-14,0.683451028991304,-110.0,0.5238095238095238,-14.208861772357581,21.5,7.291138227642419,21.5,,High
TOTAL,Over,Philadelphia 76ers,Brooklyn Nets,2026-03-14,1.0230985017456045,107.01058400667895,0.48306708799378884,32.01258500933599,190.5,,,222.512585009336,High
ML,San Antonio Spurs,San Antonio Spurs,Charlotte Hornets,2026-03-14,0.05324212635360215,-198.3418110435224,0.6648139942228483,,,,,,High
ATS,San Antonio Spurs,San Antonio Spurs,Charlotte Hornets,2026-03-14,0.4678889575296158,-115.0,0.5348837209302325,9.476457651190117,-6.0,15.476457651190117,6.0,,High
TOTAL,Under,San Antonio Spurs,Charlotte Hornets,2026-03-14,0.7037033524634138,100.62483033021982,0.49844278913733814,-16.528041040934596,231.5,,,214.9719589590654,High
