date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-03-22,Denver Nuggets,Portland Trail Blazers,124.0,62.5,61.5,-5.0,-110,-110,-2.5,-110,-110,-2.5,-110,-110
2026-03-22,Sacramento Kings,Brooklyn Nets,112.0,56.5,55.5,-3.5,-105,-115,-1.5,-115,-105,-1.5,-115,-105
2026-03-22,New York Knicks,Washington Wizards,116.5,58.5,58.0,-12.0,-110,-110,-6.0,-110,-110,-6.0,-110,-110
