date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2025-11-11,Brooklyn Nets,Toronto Raptors,BKN,TOR,,,,,,0.0,,
2025-11-11,New York Knicks,Memphis Grizzlies,NYK,MEM,,,,,,0.0,,
2025-11-11,Philadelphia 76ers,Boston Celtics,PHI,BOS,,,,,,0.0,,
2025-11-11,Oklahoma City Thunder,Golden State Warriors,OKC,GSW,,,,,,0.0,,
2025-11-11,Utah Jazz,Indiana Pacers,UTA,IND,,,,,,0.0,,
2025-11-11,Sacramento Kings,Denver Nuggets,SAC,DEN,,,,,,0.0,,
