date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2025-12-20,Denver Nuggets,Houston Rockets,DEN,HOU,101,115,,,-14,216,,
2025-12-20,Philadelphia 76ers,Dallas Mavericks,PHI,DAL,121,114,,,7,235,,
2025-12-20,Toronto Raptors,Boston Celtics,TOR,BOS,96,112,,,-16,208,,
2025-12-20,New Orleans Pelicans,Indiana Pacers,NOP,IND,128,109,,,19,237,,
2025-12-20,Detroit Pistons,Charlotte Hornets,DET,CHA,112,86,,,26,198,,
2025-12-20,Memphis Grizzlies,Washington Wizards,MEM,WAS,122,130,,,-8,252,,
2025-12-20,Golden State Warriors,Phoenix Suns,GSW,PHX,119,116,,,3,235,,
2025-12-20,Utah Jazz,Orlando Magic,UTA,ORL,127,128,,,-1,255,,
2025-12-20,Sacramento Kings,Portland Trail Blazers,SAC,POR,93,98,,,-5,191,,
2025-12-20,Los Angeles Clippers,Los Angeles Lakers,LAC,LAL,103,88,,,15,191,,
