event_id,commence_time,home_team,away_team,has_odds
9f4ac4d421b28dcb2764f555eb8a8f0c,2026-04-07T23:10:00Z,Washington Wizards,Chicago Bulls,True
be5171067867c61067c779345515c72d,2026-04-07T23:10:00Z,Indiana Pacers,Minnesota Timberwolves,True
d669fae8ce6b2ba2ca97fb61dc09e2ce,2026-04-07T23:40:00Z,Brooklyn Nets,Milwaukee Bucks,True
9aaa887e3f4a853902d6613072b2f35b,2026-04-07T23:40:00Z,Toronto Raptors,Miami Heat,True
96d26f7a098eba89636e1a99c7c79d8d,2026-04-08T00:10:00Z,Boston Celtics,Charlotte Hornets,True
24016853f9722af6d4829341d7ae4d81,2026-04-08T00:10:00Z,New Orleans Pelicans,Utah Jazz,True
74efed6fa8060207aa1784a960c6141c,2026-04-08T02:10:00Z,Golden State Warriors,Sacramento Kings,True
3133467540e08b88d68625ed9e975399,2026-04-08T02:40:00Z,Los Angeles Clippers,Dallas Mavericks,True
01f002eb30dfd24045740d4fbf68207e,2026-04-08T02:40:00Z,Los Angeles Lakers,Oklahoma City Thunder,True
6ec00d2267f0fe20067d4e2363a17162,2026-04-08T03:10:00Z,Phoenix Suns,Houston Rockets,True
