player,team,plays,ladders
A.J. Green,MIL,"[{'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 148.0, 'edge': 0.1310828153385547, 'ev': 0.3250853820396155, 'ev_pct': 32.50853820396155, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 146.0, 'edge': 0.1278045567495171, 'ev': 0.3143992096038122, 'ev_pct': 31.43992096038122, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 145.0, 'edge': 0.1261453564840451, 'ev': 0.3090561233859106, 'ev_pct': 30.90561233859106, 'book': 'draftkings'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 145.0, 'edge': 0.1261453564840451, 'ev': 0.3090561233859106, 'ev_pct': 30.90561233859106, 'book': 'betmgm'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 135.0, 'edge': 0.1087767068965505, 'ev': 0.2556252612068939, 'ev_pct': 25.562526120689387, 'book': 'fanatics'}, {'market': 'pa', 'side': 'OVER', 'line': 13.5, 'price': 100.0, 'edge': 0.0537855077747989, 'ev': 0.1075710155495979, 'ev_pct': 10.75710155495979, 'book': 'fanatics'}, {'market': 'pa', 'side': 'OVER', 'line': 13.5, 'price': 100.0, 'edge': 0.0537855077747989, 'ev': 0.1075710155495979, 'ev_pct': 10.75710155495979, 'book': 'betmgm'}, {'market': 'pa', 'side': 'OVER', 'line': 12.5, 'price': -123.0, 'edge': 0.0516627687882664, 'ev': 0.0936650198356376, 'ev_pct': 9.36650198356376, 'book': 'draftkings'}, {'market': 'pa', 'side': 'OVER', 'line': 12.5, 'price': -125.0, 'edge': 0.0476767199591683, 'ev': 0.085818095926503, 'ev_pct': 8.5818095926503, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 2.5, 'price': 135.0, 'edge': 0.0950314602341828, 'ev': 0.2233239315503296, 'ev_pct': 22.33239315503296, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 2.5, 'price': 130.0, 'edge': 0.0857807664321476, 'ev': 0.1972957627939395, 'ev_pct': 19.72957627939395, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 2.5, 'price': 130.0, 'edge': 0.0857807664321476, 'ev': 0.1972957627939395, 'ev_pct': 19.72957627939395, 'book': 'betmgm'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 130.0, 'edge': 0.3657670154509257, 'ev': 0.8412641355371293, 'ev_pct': 84.12641355371294, 'book': 'betmgm'}]",[]
Aaron Holiday,HOU,"[{'market': 'pr', 'side': 'OVER', 'line': 9.5, 'price': 100.0, 'edge': 0.0244833641967114, 'ev': 0.0489667283934229, 'ev_pct': 4.89667283934229, 'book': 'fanatics'}, {'market': 'ra', 'side': 'OVER', 'line': 3.5, 'price': 130.0, 'edge': 0.1031083216981976, 'ev': 0.2371491399058546, 'ev_pct': 23.71491399058546, 'book': 'fanatics'}, {'market': 'reb', 'side': 'OVER', 'line': 1.5, 'price': 130.0, 'edge': 0.2132759626659405, 'ev': 0.4905347141316633, 'ev_pct': 49.05347141316633, 'book': 'betmgm'}, {'market': 'reb', 'side': 'OVER', 'line': 1.5, 'price': 125.0, 'edge': 0.2036141269171483, 'ev': 0.4581317855635836, 'ev_pct': 45.81317855635836, 'book': 'fanatics'}, {'market': 'reb', 'side': 'OVER', 'line': 1.5, 'price': 120.0, 'edge': 0.1935131168161382, 'ev': 0.425728856995504, 'ev_pct': 42.5728856995504, 'book': 'betonlineag'}]",[]
Bobby Portis,MIL,"[{'market': 'ast', 'side': 'OVER', 'line': 1.5, 'price': -110.0, 'edge': 0.1236614245932047, 'ev': 0.2360809014961181, 'ev_pct': 23.60809014961181, 'book': 'betmgm'}, {'market': 'ast', 'side': 'OVER', 'line': 1.5, 'price': -115.0, 'edge': 0.112587227472496, 'ev': 0.2104891644051012, 'ev_pct': 21.04891644051012, 'book': 'fanatics'}, {'market': 'pa', 'side': 'OVER', 'line': 14.5, 'price': -115.0, 'edge': 0.0298532507745191, 'ev': 0.0558125992741009, 'ev_pct': 5.58125992741009, 'book': 'fanatics'}, {'market': 'pr', 'side': 'UNDER', 'line': 20.5, 'price': -125.0, 'edge': 0.0302815832569588, 'ev': 0.0545068498625259, 'ev_pct': 5.45068498625259, 'book': 'fanatics'}, {'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': -104.0, 'edge': 0.027265149792466, 'ev': 0.0534816399775295, 'ev_pct': 5.34816399775295, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 20.5, 'price': -128.0, 'edge': 0.0244336300405846, 'ev': 0.0435224035097913, 'ev_pct': 4.35224035097913, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': -110.0, 'edge': 0.0420563887505135, 'ev': 0.0802894694327985, 'ev_pct': 8.02894694327985, 'book': 'fanatics'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 110.0, 'edge': 0.1661234886599896, 'ev': 0.3488593261859781, 'ev_pct': 34.885932618597806, 'book': 'fanatics'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 108.0, 'edge': 0.161544734081235, 'ev': 0.3360130468889688, 'ev_pct': 33.60130468889688, 'book': 'betrivers'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -150.0, 'edge': 0.1574064494687127, 'ev': 0.2623440824478544, 'ev_pct': 26.23440824478544, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 106.0, 'edge': 0.1568770716465822, 'ev': 0.3231667675919595, 'ev_pct': 32.31667675919595, 'book': 'fanduel'}]",[]
Bruce Brown,DEN,"[{'market': 'ast', 'side': 'UNDER', 'line': 1.5, 'price': 111.0, 'edge': 0.0314879928996348, 'ev': 0.0664396650182297, 'ev_pct': 6.6439665018229705, 'book': 'williamhill_us'}, {'market': 'pr', 'side': 'OVER', 'line': 11.5, 'price': -122.0, 'edge': 0.042514887871039, 'ev': 0.0773631566177925, 'ev_pct': 7.73631566177925, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 11.5, 'price': -125.0, 'edge': 0.036508881865033, 'ev': 0.0657159873570596, 'ev_pct': 6.571598735705959, 'book': 'fanatics'}, {'market': 'pr', 'side': 'OVER', 'line': 11.5, 'price': -125.0, 'edge': 0.036508881865033, 'ev': 0.0657159873570596, 'ev_pct': 6.571598735705959, 'book': 'draftkings'}, {'market': 'pra', 'side': 'OVER', 'line': 13.5, 'price': -115.0, 'edge': 0.156333806811586, 'ev': 0.2922762475173129, 'ev_pct': 29.22762475173129, 'book': 'fanatics'}, {'market': 'ra', 'side': 'OVER', 'line': 5.5, 'price': 110.0, 'edge': 0.0342058943359177, 'ev': 0.0718323781054272, 'ev_pct': 7.183237810542719, 'book': 'fanatics'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 100.0, 'edge': 0.0839145723288912, 'ev': 0.1678291446577824, 'ev_pct': 16.78291446577824, 'book': 'fanduel'}]",[]
Cameron Johnson,DEN,"[{'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': 100.0, 'edge': 0.0986729602326784, 'ev': 0.1973459204653569, 'ev_pct': 19.73459204653569, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': -103.0, 'edge': 0.091283797671102, 'ev': 0.1799088439537255, 'ev_pct': 17.99088439537255, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': -105.0, 'edge': 0.0864778382814589, 'ev': 0.1688376842638007, 'ev_pct': 16.88376842638007, 'book': 'fanatics'}, {'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': -118.0, 'edge': 0.0573885565629537, 'ev': 0.1060229265315585, 'ev_pct': 10.60229265315585, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 18.5, 'price': -112.0, 'edge': 0.1288727065795335, 'ev': 0.2439376231684027, 'ev_pct': 24.39376231684027, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 18.5, 'price': -114.0, 'edge': 0.1244643129981546, 'ev': 0.2336435349263603, 'ev_pct': 23.36435349263603, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 18.5, 'price': -115.0, 'edge': 0.1222908724417538, 'ev': 0.2286307615215397, 'ev_pct': 22.86307615215397, 'book': 'fanatics'}, {'market': 'pr', 'side': 'UNDER', 'line': 18.5, 'price': -120.0, 'edge': 0.1117200479174409, 'ev': 0.2048200878486417, 'ev_pct': 20.48200878486417, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 106.0, 'edge': 0.0512773140402367, 'ev': 0.1056312669228877, 'ev_pct': 10.563126692288769, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 105.0, 'edge': 0.0489093291953397, 'ev': 0.1002641248504464, 'ev_pct': 10.02641248504464, 'book': 'fanatics'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 104.0, 'edge': 0.0465181288127476, 'ev': 0.0948969827780052, 'ev_pct': 9.489698277800521, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 100.0, 'edge': 0.0367142072441202, 'ev': 0.0734284144882404, 'ev_pct': 7.34284144882404, 'book': 'betmgm'}]",[]
DeMar DeRozan,SAC,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 120.0, 'edge': 0.0993515668098851, 'ev': 0.2185734469817473, 'ev_pct': 21.857344698174728, 'book': 'fanatics'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': 110.0, 'edge': 0.3295483198066304, 'ev': 0.692051471593924, 'ev_pct': 69.2051471593924, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 25.5, 'price': -115.0, 'edge': 0.3037336207401081, 'ev': 0.5678498126880281, 'ev_pct': 56.78498126880282, 'book': 'fanatics'}, {'market': 'pa', 'side': 'UNDER', 'line': 25.5, 'price': -117.0, 'edge': 0.2994468347578982, 'ev': 0.5553843003629394, 'ev_pct': 55.53843003629394, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 25.5, 'price': -122.0, 'edge': 0.289067792120791, 'ev': 0.5260086053345543, 'ev_pct': 52.60086053345543, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -109.0, 'edge': 0.2596912600781136, 'ev': 0.4979401225350984, 'ev_pct': 49.79401225350984, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -115.0, 'edge': 0.2463386396263499, 'ev': 0.460546152344915, 'ev_pct': 46.0546152344915, 'book': 'fanatics'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -120.0, 'edge': 0.235767815102037, 'ev': 0.4322409943537345, 'ev_pct': 43.22409943537345, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -105.0, 'edge': 0.2307756080890004, 'ev': 0.4505619015070961, 'ev_pct': 45.05619015070961, 'book': 'betmgm'}, {'market': 'pra', 'side': 'UNDER', 'line': 27.5, 'price': 120.0, 'edge': 0.2645954542147933, 'ev': 0.5821099992725453, 'ev_pct': 58.21099992725453, 'book': 'betrivers'}, {'market': 'pra', 'side': 'UNDER', 'line': 29.5, 'price': -114.0, 'edge': 0.2561617395032671, 'ev': 0.4808650197692908, 'ev_pct': 48.08650197692908, 'book': 'betonlineag'}, {'market': 'pra', 'side': 'UNDER', 'line': 28.5, 'price': 100.0, 'edge': 0.2553436604163195, 'ev': 0.510687320832639, 'ev_pct': 51.0687320832639, 'book': 'betrivers'}, {'market': 'pra', 'side': 'UNDER', 'line': 28.5, 'price': -107.0, 'edge': 0.238435447855933, 'ev': 0.4612723150110106, 'ev_pct': 46.127231501101065, 'book': 'draftkings'}, {'market': 'pra', 'side': 'UNDER', 'line': 29.5, 'price': -125.0, 'edge': 0.2333164643215433, 'ev': 0.419969635778778, 'ev_pct': 41.9969635778778, 'book': 'betrivers'}, {'market': 'pra', 'side': 'UNDER', 'line': 28.5, 'price': -110.0, 'edge': 0.2315341366067956, 'ev': 0.4420197153402463, 'ev_pct': 44.20197153402463, 'book': 'fanatics'}, {'market': 'pra', 'side': 'UNDER', 'line': 28.5, 'price': -114.0, 'edge': 0.2226333800424877, 'ev': 0.4179258186762489, 'ev_pct': 41.79258186762489, 'book': 'fanduel'}, {'market': 'pra', 'side': 'UNDER', 'line': 28.5, 'price': -120.0, 'edge': 0.2098891149617741, 'ev': 0.3847967107632525, 'ev_pct': 38.47967107632525, 'book': 'betmgm'}, {'market': 'pts', 'side': 'UNDER', 'line': 20.5, 'price': 108.0, 'edge': 0.3065361171471388, 'ev': 0.6375951236660489, 'ev_pct': 63.75951236660489, 'book': 'betrivers'}, {'market': 'pts', 'side': 'UNDER', 'line': 20.5, 'price': 105.0, 'edge': 0.2995004698675891, 'ev': 0.6139759632285577, 'ev_pct': 61.397596322855776, 'book': 'betmgm'}, {'market': 'pts', 'side': 'UNDER', 'line': 21.5, 'price': -117.0, 'edge': 0.2847577372553109, 'ev': 0.5281404186701066, 'ev_pct': 52.814041867010665, 'book': 'betrivers'}, {'market': 'pts', 'side': 'UNDER', 'line': 21.5, 'price': -118.0, 'edge': 0.2826438404980286, 'ev': 0.5221725188861883, 'ev_pct': 52.21725188861883, 'book': 'williamhill_us'}, {'market': 'pts', 'side': 'UNDER', 'line': 21.5, 'price': -121.0, 'edge': 0.2764169319505587, 'ev': 0.5048606773642438, 'ev_pct': 50.48606773642438, 'book': 'draftkings'}, {'market': 'pts', 'side': 'UNDER', 'line': 21.5, 'price': -125.0, 'edge': 0.2683726886121977, 'ev': 0.483070839501956, 'ev_pct': 48.3070839501956, 'book': 'fanatics'}, {'market': 'pts', 'side': 'UNDER', 'line': 21.5, 'price': -125.0, 'edge': 0.2683726886121977, 'ev': 0.483070839501956, 'ev_pct': 48.3070839501956, 'book': 'betonlineag'}, {'market': 'pts', 'side': 'UNDER', 'line': 22.5, 'price': -150.0, 'edge': 0.2562842172587467, 'ev': 0.4271403620979112, 'ev_pct': 42.71403620979112, 'book': 'betrivers'}, {'market': 'pts', 'side': 'UNDER', 'line': 21.5, 'price': -132.0, 'edge': 0.254962726926374, 'ev': 0.4481163079312028, 'ev_pct': 44.81163079312028, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 7.5, 'price': -119.0, 'edge': 0.0208509529327003, 'ev': 0.0383727621198435, 'ev_pct': 3.83727621198435, 'book': 'draftkings'}]",[]
Deni Avdija,POR,"[{'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': -138.0, 'edge': 0.2220000455430103, 'ev': 0.3828696437625831, 'ev_pct': 38.28696437625831, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': 120.0, 'edge': 0.2184439930455673, 'ev': 0.4805767847002481, 'ev_pct': 48.05767847002481, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': 118.0, 'edge': 0.2142738512607466, 'ev': 0.4671169957484276, 'ev_pct': 46.711699574842754, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': 116.0, 'edge': 0.2100264846280589, 'ev': 0.4536572067966071, 'ev_pct': 45.36572067966071, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': -145.0, 'edge': 0.2099952436222421, 'ev': 0.3548195495686159, 'ev_pct': 35.481954956861586, 'book': 'fanatics'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': 115.0, 'edge': 0.2078731685212544, 'ev': 0.4469273123206969, 'ev_pct': 44.69273123206969, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': 115.0, 'edge': 0.2078731685212544, 'ev': 0.4469273123206969, 'ev_pct': 44.69273123206969, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 34.5, 'price': -105.0, 'edge': 0.1655080639728586, 'ev': 0.3231347915660574, 'ev_pct': 32.31347915660574, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 34.5, 'price': -114.0, 'edge': 0.1449929055502464, 'ev': 0.2721796648048484, 'ev_pct': 27.21796648048484, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 34.5, 'price': -115.0, 'edge': 0.1428194649938456, 'ev': 0.2670103041189288, 'ev_pct': 26.70103041189288, 'book': 'fanatics'}, {'market': 'pa', 'side': 'UNDER', 'line': 34.5, 'price': -116.0, 'edge': 0.1406661488870411, 'ev': 0.2619300703413869, 'ev_pct': 26.193007034138688, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 34.5, 'price': -106.0, 'edge': 0.1053284244225833, 'ev': 0.204694862557096, 'ev_pct': 20.4694862557096, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 34.5, 'price': -107.0, 'edge': 0.1029833186583134, 'ev': 0.1992294108623447, 'ev_pct': 19.92294108623447, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 34.5, 'price': -110.0, 'edge': 0.096082007409176, 'ev': 0.1834292868720634, 'ev_pct': 18.34292868720634, 'book': 'fanatics'}, {'market': 'pr', 'side': 'UNDER', 'line': 34.5, 'price': -110.0, 'edge': 0.096082007409176, 'ev': 0.1834292868720634, 'ev_pct': 18.34292868720634, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 16.5, 'price': 101.0, 'edge': 0.2463830997440841, 'ev': 0.4952300304856092, 'ev_pct': 49.52300304856092, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 16.5, 'price': -105.0, 'edge': 0.2317004156038099, 'ev': 0.4523674780836288, 'ev_pct': 45.23674780836288, 'book': 'fanatics'}, {'market': 'ra', 'side': 'UNDER', 'line': 16.5, 'price': -105.0, 'edge': 0.2317004156038099, 'ev': 0.4523674780836288, 'ev_pct': 45.23674780836288, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 16.5, 'price': -106.0, 'edge': 0.2293324307589129, 'ev': 0.4456837805314724, 'ev_pct': 44.56837805314724, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -111.0, 'edge': 0.0967894280631165, 'ev': 0.1839871110028611, 'ev_pct': 18.39871110028611, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -115.0, 'edge': 0.0879720578437844, 'ev': 0.1644694994470752, 'ev_pct': 16.44694994470752, 'book': 'fanatics'}]",[]
Derik Queen,NOP,"[{'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': -113.0, 'edge': 0.1817583793310025, 'ev': 0.3426065026327748, 'ev_pct': 34.26065026327748, 'book': 'betrivers'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': -120.0, 'edge': 0.1668202658013398, 'ev': 0.3058371539691229, 'ev_pct': 30.583715396912293, 'book': 'betmgm'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': -125.0, 'edge': 0.1567192557003296, 'ev': 0.2820946602605934, 'ev_pct': 28.20946602605934, 'book': 'fanduel'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': -126.0, 'edge': 0.1547526873620799, 'ev': 0.2775722805065878, 'ev_pct': 27.757228050658778, 'book': 'draftkings'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': -127.0, 'edge': 0.1528034456171186, 'ev': 0.2731211193313854, 'ev_pct': 27.31211193313854, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': -130.0, 'edge': 0.1470574199515374, 'ev': 0.2601785122219507, 'ev_pct': 26.01785122219507, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': -140.0, 'edge': 0.1289414779225518, 'ev': 0.2210425335815175, 'ev_pct': 22.104253358151748, 'book': 'fanatics'}, {'market': 'pa', 'side': 'OVER', 'line': 19.5, 'price': -128.0, 'edge': 0.178456368905209, 'ev': 0.3178754071124035, 'ev_pct': 31.787540711240347, 'book': 'fanduel'}, {'market': 'pa', 'side': 'OVER', 'line': 20.5, 'price': -115.0, 'edge': 0.1623365563363213, 'ev': 0.3034987792374702, 'ev_pct': 30.34987792374702, 'book': 'fanatics'}, {'market': 'pa', 'side': 'OVER', 'line': 20.5, 'price': -116.0, 'edge': 0.1601832402295168, 'ev': 0.2982722404273762, 'ev_pct': 29.827224042737623, 'book': 'draftkings'}, {'market': 'pa', 'side': 'OVER', 'line': 20.5, 'price': -118.0, 'edge': 0.1559358735968291, 'ev': 0.2880849190178707, 'ev_pct': 28.80849190178707, 'book': 'betmgm'}, {'market': 'pr', 'side': 'OVER', 'line': 22.5, 'price': -122.0, 'edge': 0.1279470329512401, 'ev': 0.2328216501243878, 'ev_pct': 23.282165012438778, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 23.5, 'price': -105.0, 'edge': 0.1197135945024584, 'ev': 0.2337265416476569, 'ev_pct': 23.37265416476569, 'book': 'fanatics'}, {'market': 'pr', 'side': 'OVER', 'line': 23.5, 'price': -111.0, 'edge': 0.1058423657427775, 'ev': 0.2011958483939283, 'ev_pct': 20.11958483939283, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 23.5, 'price': -120.0, 'edge': 0.0864541709991325, 'ev': 0.1584993134984096, 'ev_pct': 15.84993134984096, 'book': 'betmgm'}, {'market': 'pra', 'side': 'OVER', 'line': 28.5, 'price': 112.0, 'edge': 0.1830677255378113, 'ev': 0.3881035781401601, 'ev_pct': 38.81035781401601, 'book': 'betrivers'}, {'market': 'pra', 'side': 'OVER', 'line': 27.5, 'price': -112.0, 'edge': 0.1664378943952437, 'ev': 0.3150431572481399, 'ev_pct': 31.504315724813992, 'book': 'betrivers'}, {'market': 'pra', 'side': 'OVER', 'line': 27.5, 'price': -118.0, 'edge': 0.1534553775179717, 'ev': 0.2835023076179478, 'ev_pct': 28.35023076179478, 'book': 'fanduel'}, {'market': 'pts', 'side': 'OVER', 'line': 15.5, 'price': -102.0, 'edge': 0.1593915800724153, 'ev': 0.3156578350453716, 'ev_pct': 31.56578350453716, 'book': 'fanduel'}, {'market': 'pts', 'side': 'OVER', 'line': 15.5, 'price': -105.0, 'edge': 0.1521469531707008, 'ev': 0.297048813333273, 'ev_pct': 29.7048813333273, 'book': 'betmgm'}, {'market': 'ra', 'side': 'OVER', 'line': 12.5, 'price': -104.0, 'edge': 0.0852098957302666, 'ev': 0.1671424877785998, 'ev_pct': 16.71424877785998, 'book': 'fanduel'}, {'market': 'ra', 'side': 'OVER', 'line': 12.5, 'price': -105.0, 'edge': 0.0828186953476745, 'ev': 0.1616936432978406, 'ev_pct': 16.16936432978406, 'book': 'fanatics'}, {'market': 'ra', 'side': 'OVER', 'line': 12.5, 'price': -106.0, 'edge': 0.0804507105027775, 'ev': 0.156347607203511, 'ev_pct': 15.634760720351101, 'book': 'draftkings'}, {'market': 'ra', 'side': 'OVER', 'line': 12.5, 'price': -115.0, 'edge': 0.0601300963686615, 'ev': 0.1124171366892365, 'ev_pct': 11.24171366892365, 'book': 'betmgm'}]",[]
Derrick White,BOS,"[{'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': -135.0, 'edge': 0.0501160989956304, 'ev': 0.08723913528869, 'ev_pct': 8.723913528869, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': -145.0, 'edge': 0.0327474494081359, 'ev': 0.0553318972758158, 'ev_pct': 5.53318972758158, 'book': 'fanatics'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': -145.0, 'edge': 0.0327474494081359, 'ev': 0.0553318972758158, 'ev_pct': 5.53318972758158, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': -145.0, 'edge': 0.0327474494081359, 'ev': 0.0553318972758158, 'ev_pct': 5.53318972758158, 'book': 'betonlineag'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 105.0, 'edge': 0.0708071169286481, 'ev': 0.1451545897037287, 'ev_pct': 14.515458970372869, 'book': 'fanatics'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 105.0, 'edge': 0.0708071169286481, 'ev': 0.1451545897037287, 'ev_pct': 14.515458970372869, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -102.0, 'edge': 0.0536614999279236, 'ev': 0.1062708135827508, 'ev_pct': 10.62708135827508, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -104.0, 'edge': 0.0488080734088012, 'ev': 0.0957389132249562, 'ev_pct': 9.57389132249562, 'book': 'draftkings'}]",[]
Gary Harris,MIL,"[{'market': 'ast', 'side': 'OVER', 'line': 1.5, 'price': 150.0, 'edge': 0.1171511077720214, 'ev': 0.2928777694300536, 'ev_pct': 29.287776943005362, 'book': 'fanatics'}, {'market': 'pa', 'side': 'OVER', 'line': 4.5, 'price': -110.0, 'edge': 0.1653781840552677, 'ev': 0.3157219877418747, 'ev_pct': 31.57219877418747, 'book': 'fanatics'}, {'market': 'pr', 'side': 'OVER', 'line': 5.5, 'price': 100.0, 'edge': 0.2570359105531461, 'ev': 0.5140718211062922, 'ev_pct': 51.40718211062922, 'book': 'fanatics'}, {'market': 'pra', 'side': 'OVER', 'line': 6.5, 'price': -110.0, 'edge': 0.2444988608887347, 'ev': 0.4667705526057664, 'ev_pct': 46.67705526057664, 'book': 'fanatics'}, {'market': 'pra', 'side': 'OVER', 'line': 6.5, 'price': -115.0, 'edge': 0.233424663768026, 'ev': 0.4364026322619616, 'ev_pct': 43.640263226196154, 'book': 'betmgm'}, {'market': 'pts', 'side': 'OVER', 'line': 3.5, 'price': 110.0, 'edge': 0.1935675019385073, 'ev': 0.4064917540708654, 'ev_pct': 40.64917540708654, 'book': 'fanatics'}, {'market': 'pts', 'side': 'OVER', 'line': 3.5, 'price': 110.0, 'edge': 0.1935675019385073, 'ev': 0.4064917540708654, 'ev_pct': 40.64917540708654, 'book': 'betmgm'}, {'market': 'ra', 'side': 'OVER', 'line': 3.5, 'price': 130.0, 'edge': 0.2993194995003121, 'ev': 0.688434848850718, 'ev_pct': 68.8434848850718, 'book': 'fanatics'}, {'market': 'reb', 'side': 'OVER', 'line': 1.5, 'price': -145.0, 'edge': 0.2357686618626031, 'ev': 0.398367739009226, 'ev_pct': 39.8367739009226, 'book': 'fanatics'}, {'market': 'reb', 'side': 'OVER', 'line': 1.5, 'price': -150.0, 'edge': 0.2276053965564807, 'ev': 0.3793423275941344, 'ev_pct': 37.93423275941344, 'book': 'betmgm'}]",[]
