date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-03-18,Boston Celtics,Golden State Warriors,105.0,53.0,52.5,-7.0,-110,-110,-3.5,-110,-110,-3.5,-110,-110
2026-03-18,Brooklyn Nets,Oklahoma City Thunder,106.0,53.5,52.5,11.5,-110,-110,6.0,-110,-110,5.5,-110,-110
2026-03-18,Indiana Pacers,Portland Trail Blazers,119.5,60.5,59.5,6.0,-110,-110,3.0,-110,-110,3.0,-110,-110
2026-03-18,New Orleans Pelicans,Los Angeles Clippers,114.0,57.5,56.5,-1.0,-110,-110,-0.5,-110,-110,-0.5,-110,-110
2026-03-18,Chicago Bulls,Toronto Raptors,114.5,58.0,56.5,4.0,-110,-110,2.0,-110,-110,2.0,-110,-110
2026-03-18,Minnesota Timberwolves,Utah Jazz,113.0,57.0,56.0,-7.5,-110,-110,-4.0,-105,-115,-4.0,-105,-115
2026-03-18,Dallas Mavericks,Atlanta Hawks,122.0,61.0,60.5,4.5,-110,-110,2.5,-115,-105,2.5,-115,-105
2026-03-18,Memphis Grizzlies,Denver Nuggets,118.5,59.5,59.0,8.0,-110,-110,4.0,-110,-110,4.0,-110,-110
