market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Washington Wizards,Washington Wizards,Memphis Grizzlies,2025-12-28,-0.024450400065746836,-110.0,0.5238095238095238,0.3309822082519531,7.5,-7.169017791748047,-7.5,,Low
TOTAL,Under,Washington Wizards,Memphis Grizzlies,2025-12-28,0.582045987248713,-110.0,0.5238095238095238,-15.184066772460966,240.0,,,224.81593322753903,High
ML,Los Angeles Clippers,Los Angeles Clippers,Detroit Pistons,2025-12-28,0.7041650237726758,132.36363636363637,0.4303599374021909,,,,,,High
ATS,Los Angeles Clippers,Los Angeles Clippers,Detroit Pistons,2025-12-28,0.5993225055179147,-110.0,0.5238095238095238,11.82256031036377,3.5,8.32256031036377,-3.5,,High
TOTAL,Over,Los Angeles Clippers,Detroit Pistons,2025-12-28,0.30615138622372096,-110.0,0.5238095238095238,7.67047119140625,224.5,,,232.17047119140625,High
ML,Philadelphia 76ers,Oklahoma City Thunder,Philadelphia 76ers,2025-12-28,0.06438922211349551,637.3636363636364,0.13561829614104304,,,,,,High
ATS,Oklahoma City Thunder,Oklahoma City Thunder,Philadelphia 76ers,2025-12-28,0.12203332609243167,-110.0,0.5238095238095238,2.6605682373046875,-15.5,18.160568237304688,15.5,,Medium
TOTAL,Over,Oklahoma City Thunder,Philadelphia 76ers,2025-12-28,0.15594137979974254,-110.0,0.5238095238095238,4.281463623046875,225.5,,,229.78146362304688,High
ML,Portland Trail Blazers,Portland Trail Blazers,Boston Celtics,2025-12-28,0.12379844137004836,215.1818181818182,0.31727718488606865,,,,,,High
ATS,Portland Trail Blazers,Portland Trail Blazers,Boston Celtics,2025-12-28,0.19675882767961617,-110.0,0.5238095238095238,3.8830134868621826,6.5,-2.6169865131378174,-6.5,,High
TOTAL,Under,Portland Trail Blazers,Boston Celtics,2025-12-28,0.46548753568712675,-110.0,0.5238095238095238,-11.697357177734403,229.5,,,217.8026428222656,High
ML,Sacramento Kings,Los Angeles Lakers,Sacramento Kings,2025-12-28,0.8926802869337505,464.27272727272725,0.1772192685677461,,,,,,High
ATS,Sacramento Kings,Los Angeles Lakers,Sacramento Kings,2025-12-28,0.4807840422974754,-110.0,0.5238095238095238,-9.090960502624512,13.0,3.909039497375488,13.0,,High
TOTAL,Under,Los Angeles Lakers,Sacramento Kings,2025-12-28,0.22631859180621106,-110.0,0.5238095238095238,-5.836273193359347,231.5,,,225.66372680664065,High
ML,Golden State Warriors,Toronto Raptors,Golden State Warriors,2025-12-28,0.0911933821467712,-180.54545454545453,0.643551523007129,,,,,,High
ATS,Golden State Warriors,Toronto Raptors,Golden State Warriors,2025-12-28,0.0666932833105286,-110.0,0.5238095238095238,-1.7734298706054688,-4.5,-6.273429870605469,-4.5,,Medium
TOTAL,Under,Toronto Raptors,Golden State Warriors,2025-12-28,0.04679564850264378,-110.0,0.5238095238095238,-1.9427490234375,225.5,,,223.5572509765625,Low
