date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,bookmaker
2026-01-01,2026-01-02T00:10:00Z,Detroit Pistons,Miami Heat,-194.0909090909091,163.1818181818182,-5.0,5.0,-107.71428571428571,,236.5,-108.88888888888889,-110.44444444444444,oddsapi_consensus
2026-01-01,2026-01-01T23:10:00Z,Brooklyn Nets,Houston Rockets,409.90909090909093,-558.5454545454545,11.5,-11.5,-107.55555555555556,,218.5,-110.4,-108.4,oddsapi_consensus
2026-01-01,2026-01-02T01:40:00Z,Dallas Mavericks,Philadelphia 76ers,114.36363636363636,-136.45454545454547,2.5,-2.5,-109.9090909090909,,230.5,-109.25,-109.25,oddsapi_consensus
2026-01-01,2026-01-02T03:10:00Z,Sacramento Kings,Boston Celtics,319.6363636363636,-413.6363636363636,9.5,-9.5,-108.8,,227.5,-109.625,-109.625,oddsapi_consensus
2026-01-01,2026-01-02T03:40:00Z,Los Angeles Clippers,Utah Jazz,-672.8181818181819,475.45454545454544,-12.5,12.5,-110.4,,232.0,-109.25,-109.25,oddsapi_consensus
