date,home_team,visitor_team,q3_total,q4_total,q3_spread,q3_home_spread_price,q3_away_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price
2026-05-13,Detroit Pistons,Cleveland Cavaliers,51.0,51.5,3.5,-120,-110,-0.5,-110,-120
