player,team,plays,ladders,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
Andre Drummond,PHI,[],[],[],,,,[],0.0,0.0
Anthony Black,ORL,[],[],[],,,,[],0.0,0.0
Anthony Edwards,MIN,[],[],[],,,,[],0.0,0.0
Austin Reaves,LAL,"[{'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': 120.0, 'edge': 0.2958793604780722, 'ev': 0.6509345930517588, 'ev_pct': 65.09345930517588, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -105.0, 'edge': 0.2625264102422925, 'ev': 0.5125515628539996, 'ev_pct': 51.25515628539996, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -105.0, 'edge': 0.2625264102422925, 'ev': 0.5125515628539996, 'ev_pct': 51.25515628539996, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -105.0, 'edge': 0.2625264102422925, 'ev': 0.5125515628539996, 'ev_pct': 51.25515628539996, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -108.0, 'edge': 0.2554907629627427, 'ev': 0.4920562842245417, 'ev_pct': 49.20562842245417, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': -130.0, 'edge': 0.2287438937437367, 'ev': 0.4047007350850726, 'ev_pct': 40.47007350850726, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 22.5, 'price': 110.0, 'edge': 0.2495277941284869, 'ev': 0.5240083676698225, 'ev_pct': 52.40083676698225, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -110.0, 'edge': 0.227904966030535, 'ev': 0.4350912987855668, 'ev_pct': 43.50912987855668, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -115.0, 'edge': 0.2168307689098263, 'ev': 0.405379263614023, 'ev_pct': 40.5379263614023, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -117.0, 'edge': 0.2125439829276164, 'ev': 0.3942055067973741, 'ev_pct': 39.42055067973741, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -118.0, 'edge': 0.2104300861703341, 'ev': 0.3887606676706171, 'ev_pct': 38.876066767061715, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -135.0, 'edge': 0.1983644561158327, 'ev': 0.3453010902757089, 'ev_pct': 34.53010902757089, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 26.5, 'price': 115.0, 'edge': 0.269220205456858, 'ev': 0.5788234417322448, 'ev_pct': 57.882344173224475, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 26.5, 'price': 106.0, 'edge': 0.2488995913227419, 'ev': 0.5127331581248485, 'ev_pct': 51.27331581248485, 'book': 'betrivers'}, {'market': 'pra', 'side': 'UNDER', 'line': 27.5, 'price': -105.0, 'edge': 0.2446185142299736, 'ev': 0.4775885277823294, 'ev_pct': 47.75885277823294, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 27.5, 'price': -106.0, 'edge': 0.2422505293850766, 'ev': 0.4707887646540168, 'ev_pct': 47.078876465401684, 'book': 'draftkings'}, {'market': 'pra', 'side': 'UNDER', 'line': 27.5, 'price': -108.0, 'edge': 0.2375828669504238, 'ev': 0.4575670030156312, 'ev_pct': 45.75670030156312, 'book': 'fanduel'}, {'market': 'pra', 'side': 'UNDER', 'line': 27.5, 'price': -108.0, 'edge': 0.2375828669504238, 'ev': 0.4575670030156312, 'ev_pct': 45.75670030156312, 'book': 'betonlineag'}, {'market': 'pra', 'side': 'UNDER', 'line': 27.5, 'price': -110.0, 'edge': 0.2330041123716693, 'ev': 0.4448260327095504, 'ev_pct': 44.48260327095504, 'book': 'betmgm'}, {'market': 'pts', 'side': 'UNDER', 'line': 18.5, 'price': 105.0, 'edge': 0.2219747771639147, 'ev': 0.4550482931860253, 'ev_pct': 45.50482931860253, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 19.5, 'price': -105.0, 'edge': 0.2330349633247337, 'ev': 0.4549730236340039, 'ev_pct': 45.49730236340039, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 7.5, 'price': 120.0, 'edge': 0.1895516158388095, 'ev': 0.417013554845381, 'ev_pct': 41.7013554845381, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': -135.0, 'edge': 0.1639695687345398, 'ev': 0.2854285085379027, 'ev_pct': 28.54285085379027, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': -136.0, 'edge': 0.1621664674002448, 'ev': 0.2814065169592485, 'ev_pct': 28.140651695924852, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 7.5, 'price': -105.0, 'edge': 0.1319019484330446, 'ev': 0.2575228517026109, 'ev_pct': 25.75228517026109, 'book': 'betmgm'}]",[],"[{'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': 120.0, 'edge': 0.2958793604780722, 'ev': 0.6509345930517588, 'ev_pct': 65.09345930517588, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -105.0, 'edge': 0.2625264102422925, 'ev': 0.5125515628539996, 'ev_pct': 51.25515628539996, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -105.0, 'edge': 0.2625264102422925, 'ev': 0.5125515628539996, 'ev_pct': 51.25515628539996, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -105.0, 'edge': 0.2625264102422925, 'ev': 0.5125515628539996, 'ev_pct': 51.25515628539996, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -108.0, 'edge': 0.2554907629627427, 'ev': 0.4920562842245417, 'ev_pct': 49.20562842245417, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': -130.0, 'edge': 0.2287438937437367, 'ev': 0.4047007350850726, 'ev_pct': 40.47007350850726, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 22.5, 'price': 110.0, 'edge': 0.2495277941284869, 'ev': 0.5240083676698225, 'ev_pct': 52.40083676698225, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -110.0, 'edge': 0.227904966030535, 'ev': 0.4350912987855668, 'ev_pct': 43.50912987855668, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -115.0, 'edge': 0.2168307689098263, 'ev': 0.405379263614023, 'ev_pct': 40.5379263614023, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -117.0, 'edge': 0.2125439829276164, 'ev': 0.3942055067973741, 'ev_pct': 39.42055067973741, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -118.0, 'edge': 0.2104300861703341, 'ev': 0.3887606676706171, 'ev_pct': 38.876066767061715, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -135.0, 'edge': 0.1983644561158327, 'ev': 0.3453010902757089, 'ev_pct': 34.53010902757089, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 26.5, 'price': 115.0, 'edge': 0.269220205456858, 'ev': 0.5788234417322448, 'ev_pct': 57.882344173224475, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 26.5, 'price': 106.0, 'edge': 0.2488995913227419, 'ev': 0.5127331581248485, 'ev_pct': 51.27331581248485, 'book': 'betrivers'}, {'market': 'pra', 'side': 'UNDER', 'line': 27.5, 'price': -105.0, 'edge': 0.2446185142299736, 'ev': 0.4775885277823294, 'ev_pct': 47.75885277823294, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 27.5, 'price': -106.0, 'edge': 0.2422505293850766, 'ev': 0.4707887646540168, 'ev_pct': 47.078876465401684, 'book': 'draftkings'}, {'market': 'pra', 'side': 'UNDER', 'line': 27.5, 'price': -108.0, 'edge': 0.2375828669504238, 'ev': 0.4575670030156312, 'ev_pct': 45.75670030156312, 'book': 'fanduel'}, {'market': 'pra', 'side': 'UNDER', 'line': 27.5, 'price': -108.0, 'edge': 0.2375828669504238, 'ev': 0.4575670030156312, 'ev_pct': 45.75670030156312, 'book': 'betonlineag'}, {'market': 'pra', 'side': 'UNDER', 'line': 27.5, 'price': -110.0, 'edge': 0.2330041123716693, 'ev': 0.4448260327095504, 'ev_pct': 44.48260327095504, 'book': 'betmgm'}, {'market': 'pts', 'side': 'UNDER', 'line': 18.5, 'price': 105.0, 'edge': 0.2219747771639147, 'ev': 0.4550482931860253, 'ev_pct': 45.50482931860253, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 19.5, 'price': -105.0, 'edge': 0.2330349633247337, 'ev': 0.4549730236340039, 'ev_pct': 45.49730236340039, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 7.5, 'price': 120.0, 'edge': 0.1895516158388095, 'ev': 0.417013554845381, 'ev_pct': 41.7013554845381, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': -135.0, 'edge': 0.1639695687345398, 'ev': 0.2854285085379027, 'ev_pct': 28.54285085379027, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': -136.0, 'edge': 0.1621664674002448, 'ev': 0.2814065169592485, 'ev_pct': 28.140651695924852, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 7.5, 'price': -105.0, 'edge': 0.1319019484330446, 'ev': 0.2575228517026109, 'ev_pct': 25.75228517026109, 'book': 'betmgm'}]","{'market': 'ra', 'side': 'UNDER', 'line': 7.5, 'price': 120.0, 'ev': 0.417013554845381, 'ev_pct': 41.7013554845381, 'book': 'bovada'}",,,"['EV 41.7%', 'Regular price range (-150 to +150)', 'Consensus: 3 books aligned']",0.5,0.0
Ayo Dosunmu,MIN,"[{'market': 'pa', 'side': 'UNDER', 'line': 13.5, 'price': 125.0, 'edge': 0.1185907036232095, 'ev': 0.2668290831522214, 'ev_pct': 26.682908315222143, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 14.5, 'price': -105.0, 'edge': 0.1081746000413383, 'ev': 0.2111980286521368, 'ev_pct': 21.11980286521368, 'book': 'bovada'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -128.0, 'edge': 0.1871699278587211, 'ev': 0.3333964339983469, 'ev_pct': 33.33964339983469, 'book': 'betonlineag'}]",[],"[{'market': 'pa', 'side': 'UNDER', 'line': 13.5, 'price': 125.0, 'edge': 0.1185907036232095, 'ev': 0.2668290831522214, 'ev_pct': 26.682908315222143, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 14.5, 'price': -105.0, 'edge': 0.1081746000413383, 'ev': 0.2111980286521368, 'ev_pct': 21.11980286521368, 'book': 'bovada'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -128.0, 'edge': 0.1871699278587211, 'ev': 0.3333964339983469, 'ev_pct': 33.33964339983469, 'book': 'betonlineag'}]","{'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -128.0, 'ev': 0.3333964339983469, 'ev_pct': 33.33964339983469, 'book': 'betonlineag'}",model 1.0 vs line 1.5 (-0.5),1.0317368764061028,"['EV 33.3%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Bam Adebayo,MIA,"[{'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 125.0, 'edge': 0.1334731943242902, 'ev': 0.300314687229653, 'ev_pct': 30.0314687229653, 'book': 'betmgm'}]",[],"[{'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 125.0, 'edge': 0.1334731943242902, 'ev': 0.300314687229653, 'ev_pct': 30.0314687229653, 'book': 'betmgm'}]","{'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 125.0, 'ev': 0.300314687229653, 'ev_pct': 30.0314687229653, 'book': 'betmgm'}",model 2.8 vs line 3.5 (-0.7),2.773359079894018,"['EV 30.0%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Bilal Coulibaly,WAS,"[{'market': 'pa', 'side': 'UNDER', 'line': 13.5, 'price': -125.0, 'edge': 0.2052282665523932, 'ev': 0.3694108797943078, 'ev_pct': 36.94108797943078, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 13.5, 'price': 110.0, 'edge': 0.2062778632000532, 'ev': 0.4331835127201118, 'ev_pct': 43.31835127201118, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 14.5, 'price': -105.0, 'edge': 0.210462183550483, 'ev': 0.4109023583604669, 'ev_pct': 41.09023583604669, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 14.5, 'price': -118.0, 'edge': 0.1813729018319778, 'ev': 0.3350787508421284, 'ev_pct': 33.50787508421284, 'book': 'fanduel'}, {'market': 'pra', 'side': 'UNDER', 'line': 15.5, 'price': 115.0, 'edge': 0.2162496146669723, 'ev': 0.4649366715339903, 'ev_pct': 46.49366715339903, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 5.5, 'price': 115.0, 'edge': 0.178040323527096, 'ev': 0.3827866955832564, 'ev_pct': 38.27866955832564, 'book': 'betmgm'}]",[],"[{'market': 'pa', 'side': 'UNDER', 'line': 13.5, 'price': -125.0, 'edge': 0.2052282665523932, 'ev': 0.3694108797943078, 'ev_pct': 36.94108797943078, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 13.5, 'price': 110.0, 'edge': 0.2062778632000532, 'ev': 0.4331835127201118, 'ev_pct': 43.31835127201118, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 14.5, 'price': -105.0, 'edge': 0.210462183550483, 'ev': 0.4109023583604669, 'ev_pct': 41.09023583604669, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 14.5, 'price': -118.0, 'edge': 0.1813729018319778, 'ev': 0.3350787508421284, 'ev_pct': 33.50787508421284, 'book': 'fanduel'}, {'market': 'pra', 'side': 'UNDER', 'line': 15.5, 'price': 115.0, 'edge': 0.2162496146669723, 'ev': 0.4649366715339903, 'ev_pct': 46.49366715339903, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 5.5, 'price': 115.0, 'edge': 0.178040323527096, 'ev': 0.3827866955832564, 'ev_pct': 38.27866955832564, 'book': 'betmgm'}]","{'market': 'ra', 'side': 'UNDER', 'line': 5.5, 'price': 115.0, 'ev': 0.3827866955832564, 'ev_pct': 38.27866955832564, 'book': 'betmgm'}",,,"['EV 38.3%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Brandon Miller,CHA,[],[],[],,,,[],0.0,0.0
Cade Cunningham,DET,"[{'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': 101.0, 'edge': 0.308991958743195, 'ev': 0.621073837073822, 'ev_pct': 62.107383707382205, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': 101.0, 'edge': 0.308991958743195, 'ev': 0.621073837073822, 'ev_pct': 62.107383707382205, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.3065043965541403, 'ev': 0.6130087931082806, 'ev_pct': 61.30087931082806, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.3065043965541403, 'ev': 0.6130087931082806, 'ev_pct': 61.30087931082806, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': -102.0, 'edge': 0.3015539015046353, 'ev': 0.5971949814111406, 'ev_pct': 59.71949814111406, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': -102.0, 'edge': 0.3015539015046353, 'ev': 0.5971949814111406, 'ev_pct': 59.71949814111406, 'book': 'williamhill_us'}, {'market': 'pa', 'side': 'UNDER', 'line': 34.5, 'price': 115.0, 'edge': 0.135589970516375, 'ev': 0.2915184366102062, 'ev_pct': 29.15184366102062, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 35.5, 'price': 100.0, 'edge': 0.1314998366520146, 'ev': 0.2629996733040292, 'ev_pct': 26.299967330402918, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 36.5, 'price': -118.0, 'edge': 0.1193022006103602, 'ev': 0.2204057604496485, 'ev_pct': 22.040576044964848, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 36.5, 'price': -120.0, 'edge': 0.1151320588255395, 'ev': 0.2110754411801558, 'ev_pct': 21.107544118015582, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 35.5, 'price': -110.0, 'edge': 0.1076903128424907, 'ev': 0.2055905972447551, 'ev_pct': 20.55905972447551, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': 105.0, 'edge': 0.1295427476173009, 'ev': 0.2655626326154668, 'ev_pct': 26.556263261546682, 'book': 'bovada'}, {'market': 'reb', 'side': 'OVER', 'line': 6.5, 'price': 120.0, 'edge': 0.1990776265473783, 'ev': 0.4379707784042322, 'ev_pct': 43.79707784042322, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'OVER', 'line': 6.5, 'price': 116.0, 'edge': 0.1906601181298698, 'ev': 0.4118258551605189, 'ev_pct': 41.18258551605189, 'book': 'fanduel'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': 101.0, 'edge': 0.308991958743195, 'ev': 0.621073837073822, 'ev_pct': 62.107383707382205, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': 101.0, 'edge': 0.308991958743195, 'ev': 0.621073837073822, 'ev_pct': 62.107383707382205, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.3065043965541403, 'ev': 0.6130087931082806, 'ev_pct': 61.30087931082806, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.3065043965541403, 'ev': 0.6130087931082806, 'ev_pct': 61.30087931082806, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': -102.0, 'edge': 0.3015539015046353, 'ev': 0.5971949814111406, 'ev_pct': 59.71949814111406, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': -102.0, 'edge': 0.3015539015046353, 'ev': 0.5971949814111406, 'ev_pct': 59.71949814111406, 'book': 'williamhill_us'}, {'market': 'pa', 'side': 'UNDER', 'line': 34.5, 'price': 115.0, 'edge': 0.135589970516375, 'ev': 0.2915184366102062, 'ev_pct': 29.15184366102062, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 35.5, 'price': 100.0, 'edge': 0.1314998366520146, 'ev': 0.2629996733040292, 'ev_pct': 26.299967330402918, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 36.5, 'price': -118.0, 'edge': 0.1193022006103602, 'ev': 0.2204057604496485, 'ev_pct': 22.040576044964848, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 36.5, 'price': -120.0, 'edge': 0.1151320588255395, 'ev': 0.2110754411801558, 'ev_pct': 21.107544118015582, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 35.5, 'price': -110.0, 'edge': 0.1076903128424907, 'ev': 0.2055905972447551, 'ev_pct': 20.55905972447551, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': 105.0, 'edge': 0.1295427476173009, 'ev': 0.2655626326154668, 'ev_pct': 26.556263261546682, 'book': 'bovada'}, {'market': 'reb', 'side': 'OVER', 'line': 6.5, 'price': 120.0, 'edge': 0.1990776265473783, 'ev': 0.4379707784042322, 'ev_pct': 43.79707784042322, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'OVER', 'line': 6.5, 'price': 116.0, 'edge': 0.1906601181298698, 'ev': 0.4118258551605189, 'ev_pct': 41.18258551605189, 'book': 'fanduel'}]","{'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': 101.0, 'ev': 0.621073837073822, 'ev_pct': 62.107383707382205, 'book': 'draftkings'}",model 7.2 vs line 9.5 (-2.3),7.161081790924072,"['EV 62.1%', 'Regular price range (-150 to +150)', 'Consensus: 6 books aligned', 'Best line available']",1.0,1.0
Cason Wallace,OKC,"[{'market': 'ra', 'side': 'OVER', 'line': 8.5, 'price': -106.0, 'edge': 0.1459643179378433, 'ev': 0.2836665046716579, 'ev_pct': 28.366650467165787, 'book': 'fanduel'}, {'market': 'ra', 'side': 'OVER', 'line': 9.5, 'price': 120.0, 'edge': 0.1262748114030417, 'ev': 0.2778045850866917, 'ev_pct': 27.78045850866917, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 115.0, 'edge': 0.1303609155204023, 'ev': 0.280275968368865, 'ev_pct': 28.0275968368865, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 111.0, 'edge': 0.1215435453010702, 'ev': 0.2564568805852583, 'ev_pct': 25.645688058525828, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 111.0, 'edge': 0.1215435453010702, 'ev': 0.2564568805852583, 'ev_pct': 25.645688058525828, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 110.0, 'edge': 0.1192867183996936, 'ev': 0.2505021086393566, 'ev_pct': 25.05021086393566, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 108.0, 'edge': 0.114707963820939, 'ev': 0.2385925647475532, 'ev_pct': 23.85925647475532, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 100.0, 'edge': 0.0954771945901697, 'ev': 0.1909543891803395, 'ev_pct': 19.09543891803395, 'book': 'betrivers'}]",[],"[{'market': 'ra', 'side': 'OVER', 'line': 8.5, 'price': -106.0, 'edge': 0.1459643179378433, 'ev': 0.2836665046716579, 'ev_pct': 28.366650467165787, 'book': 'fanduel'}, {'market': 'ra', 'side': 'OVER', 'line': 9.5, 'price': 120.0, 'edge': 0.1262748114030417, 'ev': 0.2778045850866917, 'ev_pct': 27.78045850866917, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 115.0, 'edge': 0.1303609155204023, 'ev': 0.280275968368865, 'ev_pct': 28.0275968368865, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 111.0, 'edge': 0.1215435453010702, 'ev': 0.2564568805852583, 'ev_pct': 25.645688058525828, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 111.0, 'edge': 0.1215435453010702, 'ev': 0.2564568805852583, 'ev_pct': 25.645688058525828, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 110.0, 'edge': 0.1192867183996936, 'ev': 0.2505021086393566, 'ev_pct': 25.05021086393566, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 108.0, 'edge': 0.114707963820939, 'ev': 0.2385925647475532, 'ev_pct': 23.85925647475532, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 100.0, 'edge': 0.0954771945901697, 'ev': 0.1909543891803395, 'ev_pct': 19.09543891803395, 'book': 'betrivers'}]","{'market': 'ra', 'side': 'OVER', 'line': 8.5, 'price': -106.0, 'ev': 0.2836665046716579, 'ev_pct': 28.366650467165787, 'book': 'fanduel'}",,,"['EV 28.4%', 'Friendly price (~-110)', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
