date,team_tri,player_id,player_name,_baseline_source,exp_min_mean,exp_min_source,exp_asof_ts
,ATL,3058895,Brionna Jones,blend_lag1_roll3_roll5_roll10,26.913333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,ATL,4398915,Naz Hillmon,blend_lag1_roll3_roll5_roll10,24.413333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,ATL,4398674,Rhyne Howard,blend_lag1_roll3_roll5_roll10,22.943333333333335,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,ATL,5108587,Madina Okot,blend_lag1_roll3_roll5_roll10,21.8,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,ATL,3058901,Allisha Gray,blend_lag1_roll3_roll5_roll10,20.12666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,ATL,5208983,Isobel Borlase,blend_lag1_roll3_roll5_roll10,18.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,ATL,3142250,Jordin Canada,blend_lag1_roll3_roll5_roll10,17.726666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,ATL,5105740,Indya Nivar,blend_lag1_roll3_roll5_roll10,15.600000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,ATL,4433431,Te-Hina Paopao,blend_lag1_roll3_roll5_roll10,12.940000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,ATL,4433402,Angel Reese,blend_lag1_roll3_roll5_roll10,9.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,ATL,5017721,Sika Kone,blend_lag1_roll3_roll5_roll10,8.76,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,CON,4433514,Saniya Rivers,blend_lag1_roll3_roll5_roll10,27.44333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,CON,5106232,Ashlon Jackson,blend_lag1_roll3_roll5_roll10,26.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,CON,4684384,Aneesah Morrow,blend_lag1_roll3_roll5_roll10,24.490000000000002,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,CON,3922628,Kennedy Burke,blend_lag1_roll3_roll5_roll10,21.89,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,CON,4703609,Charlisse Leger-Walker,blend_lag1_roll3_roll5_roll10,18.533333333333335,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,CON,4898898,Gianna Kneepkens,blend_lag1_roll3_roll5_roll10,16.400000000000002,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,CON,4433635,Diamond Miller,blend_lag1_roll3_roll5_roll10,15.763333333333332,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,CON,4433412,Hailey Van Lith,blend_lag1_roll3_roll5_roll10,15.319999999999999,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,CON,4433408,Aaliyah Edwards,blend_lag1_roll3_roll5_roll10,14.633333333333335,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,CON,5105732,Raegan Beers,blend_lag1_roll3_roll5_roll10,14.6,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,CON,2490553,Brittney Griner,blend_lag1_roll3_roll5_roll10,10.093333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,CON,5208981,Leila Lacan,blend_lag1_roll3_roll5_roll10,7.010000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,CON,5345319,Nell Angloma,blend_lag1_roll3_roll5_roll10,6.533333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,CON,4398966,Olivia Nelson-Ododa,blend_lag1_roll3_roll5_roll10,5.006666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,DAL,4399415,Maddy Siegrist,blend_lag1_roll3_roll5_roll10,25.836666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,DAL,4433730,Paige Bueckers,blend_lag1_roll3_roll5_roll10,25.75,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,DAL,2529047,Odyssey Sims,blend_lag1_roll3_roll5_roll10,22.639999999999997,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,DAL,4433807,Aziaha James,blend_lag1_roll3_roll5_roll10,20.76333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,DAL,924,Alysha Clark,blend_lag1_roll3_roll5_roll10,19.466666666666665,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
,DAL,4433790,Azzi Fudd,blend_lag1_roll3_roll5_roll10,19.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-22T16:00:00Z
