date,home_team,visitor_team,h1_total,q1_total,q2_total,q3_total,q4_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price,q3_spread,q3_home_spread_price,q3_away_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price
2026-04-19,Boston Celtics,Philadelphia 76ers,110.0,56.0,54.5,52.0,51.5,-7.5,-110,-110,-4.0,-110,-110,-3.5,-115,-105,-3.5,-110,-110.0,-2.5,-120,
2026-04-19,Oklahoma City Thunder,Phoenix Suns,111.0,56.0,55.0,53.0,50.5,-9.0,-105,-115,-4.5,-110,-110,-4.5,-105,-115,-3.5,-120,,-2.5,-120,
2026-04-19,Detroit Pistons,Orlando Magic,112.0,56.5,55.5,54.5,51.5,-5.0,-115,-105,-2.5,-115,-105,-2.5,-110,-110,-2.5,-105,-115.0,-1.5,-115,-105.0
2026-04-19,San Antonio Spurs,Portland Trail Blazers,113.5,57.0,56.0,54.5,53.5,-7.0,-105,-115,-3.5,-110,-110,-3.5,-105,-115,-2.5,-110,-110.0,-2.5,-110,-110.0
