date,home_tri,away_tri,home_pts,visitor_pts
2026-02-26,IND,CHA,109,133
2026-02-26,PHI,MIA,124,117
2026-02-26,ATL,WAS,126,96
2026-02-26,BKN,SAS,110,126
2026-02-26,ORL,HOU,108,113
2026-02-26,CHI,POR,112,121
2026-02-26,DAL,SAC,121,130
2026-02-26,PHX,LAL,113,110
2026-02-26,UTA,NOP,118,129
2026-02-26,LAC,MIN,88,94
