date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team,sentiment_strength,sentiment_w,sentiment_applied
2026-05-25,2026-05-25T18:25:27.697038+00:00,4398935,Veronica Burton,GSV,ast,UNDER,6.5,107,0.4830917874396135,0.546821020868865,0.9079533436346235,0.06372923342925146,0.13191951319855055,williamhill_us,Caesars,2026-05-26T02:10:00Z,Golden State Valkyries,Connecticut Sun,,,False
2026-05-25,2026-05-25T18:25:27.697038+00:00,4398935,Veronica Burton,GSV,ast,UNDER,6.5,102,0.49504950495049505,0.5569850807531143,0.9079533436346235,0.061935575802619214,0.1251098631212908,fanduel,FanDuel,2026-05-26T02:10:00Z,Golden State Valkyries,Connecticut Sun,,,False
2026-05-25,2026-05-25T18:25:27.697038+00:00,4398935,Veronica Burton,GSV,ast,UNDER,6.5,100,0.5,0.5611930015451936,0.9079533436346235,0.06119300154519358,0.12238600309038716,draftkings,DraftKings,2026-05-26T02:10:00Z,Golden State Valkyries,Connecticut Sun,,,False
2026-05-25,2026-05-25T18:25:27.697038+00:00,5208982,Carla Leite,POR,ast,UNDER,4.5,-118,0.5412844036697247,0.5942815402932782,0.8945986478267474,0.05299713662355343,0.09790996427063259,draftkings,DraftKings,2026-05-26T00:10:00Z,New York Liberty,Portland Fire,,,False
2026-05-25,2026-05-25T18:25:27.697038+00:00,5208982,Carla Leite,POR,ast,UNDER,4.5,-124,0.5535714285714286,0.6047255114597264,0.8945986478267474,0.051154082888297814,0.09240737554015094,williamhill_us,Caesars,2026-05-26T00:10:00Z,New York Liberty,Portland Fire,,,False
2026-05-25,2026-05-25T18:25:27.697038+00:00,5208982,Carla Leite,POR,ast,UNDER,4.5,-125,0.5555555555555556,0.6064120193962343,0.8945986478267474,0.05085646384067877,0.09154163491322187,fanduel,FanDuel,2026-05-26T00:10:00Z,New York Liberty,Portland Fire,,,False
2026-05-25,2026-05-25T18:25:27.697038+00:00,4066533,Sabrina Ionescu,NYL,ast,UNDER,5.5,-146,0.5934959349593496,0.6322189302983314,0.8516492372192285,0.038722995338981825,0.06524559488622966,draftkings,DraftKings,2026-05-26T00:10:00Z,New York Liberty,Portland Fire,,,False
2026-05-25,2026-05-25T18:25:27.697038+00:00,4066533,Sabrina Ionescu,NYL,ast,UNDER,5.5,-154,0.6062992125984252,0.6431017162915457,0.8516492372192285,0.036802503693120436,0.060700233363977896,williamhill_us,Caesars,2026-05-26T00:10:00Z,New York Liberty,Portland Fire,,,False
2026-05-25,2026-05-25T18:25:27.697038+00:00,3142328,Gabby Williams,GSV,ast,UNDER,2.5,106,0.4854368932038835,0.5108934147404752,0.6551470367811616,0.025456521536591725,0.05244043436537904,draftkings,DraftKings,2026-05-26T02:10:00Z,Golden State Valkyries,Connecticut Sun,,,False
2026-05-25,2026-05-25T18:25:27.697038+00:00,2998928,Breanna Stewart,NYL,ast,UNDER,2.5,132,0.43103448275862066,0.437462031354863,0.4738848067335695,0.006427548596242338,0.014911912743282185,draftkings,DraftKings,2026-05-26T00:10:00Z,New York Liberty,Portland Fire,,,False
