date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price,q3_total,q4_total,q3_spread,q3_home_spread_price,q3_away_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price
2026-02-04,Toronto Raptors,Minnesota Timberwolves,111.0,56.0,54.5,1.0,-105,-115,0.5,-110,-110,0.5,-110,-110,,,,,,,,
2026-02-04,Houston Rockets,Boston Celtics,108.0,55.0,53.5,-4.0,-110,-110,-2.0,-110,-110,-2.0,-110,-110,52.5,49.5,-2.5,-105.0,-115.0,-1.5,-110.0,-110.0
2026-02-04,Milwaukee Bucks,New Orleans Pelicans,114.5,57.5,56.5,2.5,-110,-110,1.5,-115,-105,1.5,-115,-105,55.5,52.5,1.5,-120.0,,1.5,-120.0,
2026-02-04,San Antonio Spurs,Oklahoma City Thunder,111.5,56.5,55.0,-5.0,-115,-105,-3.0,-110,-110,-2.0,-115,-105,55.5,52.0,-2.5,-110.0,-110.0,-2.5,-115.0,-105.0
2026-02-04,Sacramento Kings,Memphis Grizzlies,119.0,60.0,59.0,-0.5,-110,-110,-0.5,-105,-115,-0.5,-105,-115,57.5,55.0,-1.5,110.0,-130.0,1.5,-140.0,120.0
2026-02-04,Los Angeles Clippers,Cleveland Cavaliers,107.5,54.5,53.0,1.5,-115,-105,0.5,-105,-115,0.5,-105,-115,58.5,54.5,1.5,-135.0,115.0,1.5,-130.0,110.0
