date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,edge,ev,bookmaker,bookmaker_title,commence_time
2025-10-07,1630581.0,Josh Giddey,CHI,ast,OVER,7.5,300,0.25,0.7463421123711564,0.49634211237115644,1.985368449484626,bovada,Bovada,2025-10-07T23:00:00+00:00
2025-10-07,1628378.0,Donovan Mitchell,CLE,ast,OVER,5.5,400,0.2,0.5974937499856439,0.39749374998564385,1.9874687499282193,bovada,Bovada,2025-10-07T23:00:00+00:00
2025-10-07,1628378.0,Donovan Mitchell,CLE,ast,OVER,3.5,-105,0.5121951219512195,0.8524191376484866,0.3402240156972671,0.6642468877899025,bovada,Bovada,2025-10-07T23:00:00+00:00
2025-10-07,1630581.0,Josh Giddey,CHI,ast,OVER,9.5,725,0.12121212121212122,0.4455245174398328,0.3243123962277116,2.6755772688786204,bovada,Bovada,2025-10-07T23:00:00+00:00
2025-10-07,203944.0,Julius Randle,MIN,ast,OVER,3.5,145,0.40816326530612246,0.6616912512308872,0.2535279859247648,0.6211435655156737,bovada,Bovada,2025-10-08T00:00:00+00:00
2025-10-07,1628378.0,Donovan Mitchell,CLE,ast,OVER,7.5,1200,0.07692307692307693,0.2900855761807489,0.213162499257672,2.771112490349736,bovada,Bovada,2025-10-07T23:00:00+00:00
2025-10-07,203944.0,Julius Randle,MIN,ast,OVER,5.5,625,0.13793103448275862,0.3508907551736762,0.21295972069091756,1.5439579750091523,bovada,Bovada,2025-10-08T00:00:00+00:00
2025-10-07,1630581.0,Josh Giddey,CHI,ast,OVER,3.5,-370,0.7872340425531915,0.9881828665784949,0.20094882402530334,0.2552593170051151,bovada,Bovada,2025-10-07T23:00:00+00:00
2025-10-07,1630162.0,Anthony Edwards,MIN,ast,OVER,3.5,-105,0.5121951219512195,0.6712658610780416,0.15907073912682212,0.31056668115236696,bovada,Bovada,2025-10-08T00:00:00+00:00
2025-10-07,1630162.0,Anthony Edwards,MIN,ast,OVER,5.5,380,0.20833333333333334,0.3606998619000078,0.15236652856667446,0.7313593371200374,bovada,Bovada,2025-10-08T00:00:00+00:00
2025-10-07,1630581.0,Josh Giddey,CHI,ast,OVER,11.5,1800,0.05263157894736842,0.17438521395523554,0.12175363500786712,2.313319065149475,bovada,Bovada,2025-10-07T23:00:00+00:00
2025-10-07,203944.0,Julius Randle,MIN,ast,OVER,7.5,1800,0.05263157894736842,0.11842107633680155,0.06578949738943313,1.250000450399229,bovada,Bovada,2025-10-08T00:00:00+00:00
2025-10-07,1630162.0,Anthony Edwards,MIN,ast,OVER,7.5,1200,0.07692307692307693,0.12372021666044719,0.046797139737370264,0.6083628165858135,bovada,Bovada,2025-10-08T00:00:00+00:00
2025-10-07,203497.0,Rudy Gobert,MIN,pts,OVER,14.5,675,0.12903225806451613,0.694175490557145,0.5651432324926289,4.379860051817873,bovada,Bovada,2025-10-08T00:00:00+00:00
2025-10-07,203497.0,Rudy Gobert,MIN,pts,OVER,9.5,160,0.38461538461538464,0.8798801085182102,0.49526472390282555,1.2876882821473465,bovada,Bovada,2025-10-08T00:00:00+00:00
2025-10-07,1630162.0,Anthony Edwards,MIN,pts,OVER,19.5,140,0.4166666666666667,0.8147469642670744,0.3980802976004077,0.9553927142409784,bovada,Bovada,2025-10-08T00:00:00+00:00
2025-10-07,1630581.0,Josh Giddey,CHI,pts,OVER,14.5,150,0.4,0.7939913773044956,0.3939913773044956,0.9849784432612391,bovada,Bovada,2025-10-07T23:00:00+00:00
2025-10-07,1630162.0,Anthony Edwards,MIN,pts,OVER,24.5,375,0.21052631578947367,0.5905108042444578,0.3799844884549841,1.8049263201611745,bovada,Bovada,2025-10-08T00:00:00+00:00
2025-10-07,1630581.0,Josh Giddey,CHI,pts,OVER,19.5,450,0.18181818181818182,0.5610698473243169,0.37925166550613504,2.085884160283743,bovada,Bovada,2025-10-07T23:00:00+00:00
