date,snapshot_ts,open_snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team,open_line,open_price,open_implied_prob,line_move,implied_move,sentiment_strength,sentiment_w,sentiment_applied
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,1630217.0,Desmond Bane,ORL,ast,UNDER,3.5,122,0.45045045045045046,0.8084669272198091,0.9360760500280794,0.3580164767693586,0.7947965784279761,betonlineag,BetOnline.ag,2026-03-06T00:10:00Z,Orlando Magic,Dallas Mavericks,3.5,122,0.45045045045045046,0.0,0.0,0.0,0.0,False
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,1631221.0,Collin Gillespie,PHX,ast,UNDER,4.5,130,0.43478260869565216,0.7749667460539195,0.8845373097728646,0.3401841373582673,0.7824235159240148,bovada,Bovada,2026-03-06T02:10:00Z,Phoenix Suns,Chicago Bulls,4.5,130,0.43478260869565216,0.0,0.0,0.0,0.0,False
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,1630217.0,Desmond Bane,ORL,ast,UNDER,3.5,110,0.47619047619047616,0.8084669272198091,0.9360760500280794,0.3322764510293329,0.6977805471615991,draftkings,DraftKings,2026-03-06T00:10:00Z,Orlando Magic,Dallas Mavericks,3.5,110,0.47619047619047616,0.0,0.0,0.0,0.0,False
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,1630217.0,Desmond Bane,ORL,ast,UNDER,3.5,110,0.47619047619047616,0.8084669272198091,0.9360760500280794,0.3322764510293329,0.6977805471615991,bovada,Bovada,2026-03-06T00:10:00Z,Orlando Magic,Dallas Mavericks,3.5,110,0.47619047619047616,0.0,0.0,0.0,0.0,False
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,1631124.0,Julian Strawther,DEN,ast,OVER,1.5,155,0.39215686274509803,0.6649774956116302,0.7236394291711805,0.2728206328665322,0.6956926138096572,betmgm,BetMGM,2026-03-06T03:10:00Z,Denver Nuggets,Los Angeles Lakers,1.5,155,0.39215686274509803,0.0,0.0,0.0,0.0,False
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,203999.0,Nikola Jokic,DEN,ast,UNDER,8.5,185,0.3508771929824561,0.5909109737958047,0.8002191353749888,0.24003378081334859,0.6840962753180435,bovada,Bovada,2026-03-06T03:10:00Z,Denver Nuggets,Los Angeles Lakers,10.5,-145,0.5918367346938775,-2.0,-0.24095954171142142,5.349325695190357,0.35,True
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,1630217.0,Desmond Bane,ORL,ast,UNDER,3.5,108,0.4807692307692308,0.8084669272198091,0.9360760500280794,0.3276976964505783,0.6816112086172029,williamhill_us,Caesars,2026-03-06T00:10:00Z,Orlando Magic,Dallas Mavericks,3.5,108,0.4807692307692308,0.0,0.0,0.0,0.0,False
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,1630595.0,Cade Cunningham,DET,ast,UNDER,8.5,165,0.37735849056603776,0.6322151836508328,0.8760434092229757,0.2548566930847951,0.6753702366747071,bovada,Bovada,2026-03-06T01:10:00Z,San Antonio Spurs,Detroit Pistons,11.5,-275,0.7333333333333333,-3.0,-0.3559748427672955,7.932914046121592,0.35,True
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,1628368.0,De'Aaron Fox,SAS,ast,UNDER,5.5,115,0.46511627906976744,0.7785777991279687,0.8900927760406326,0.3134615200582012,0.6739422681251326,betmgm,BetMGM,2026-03-06T01:10:00Z,San Antonio Spurs,Detroit Pistons,5.5,115,0.46511627906976744,0.0,0.0,0.0,0.0,False
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,1630595.0,Cade Cunningham,DET,ast,UNDER,9.5,105,0.4878048780487805,0.8132974356067636,0.9435076013926249,0.3254925575579831,0.6672597429938654,betmgm,BetMGM,2026-03-06T01:10:00Z,San Antonio Spurs,Detroit Pistons,9.5,105,0.4878048780487805,0.0,0.0,0.0,0.0,False
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,1628368.0,De'Aaron Fox,SAS,ast,UNDER,5.5,114,0.4672897196261682,0.7785777991279687,0.8900927760406326,0.31128807950180043,0.6661564901338528,williamhill_us,Caesars,2026-03-06T01:10:00Z,San Antonio Spurs,Detroit Pistons,5.5,114,0.4672897196261682,0.0,0.0,0.0,0.0,False
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,203497.0,Rudy Gobert,MIN,ast,OVER,1.5,130,0.43478260869565216,0.7238617082193675,0.8059141746427847,0.2890790995237153,0.6648819289045452,betmgm,BetMGM,2026-03-06T01:10:00Z,Minnesota Timberwolves,Toronto Raptors,1.5,130,0.43478260869565216,0.0,0.0,0.0,0.0,False
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,1628368.0,De'Aaron Fox,SAS,ast,UNDER,5.5,113,0.4694835680751174,0.7785777991279687,0.8900927760406326,0.3090942310528513,0.6583707121425731,betonlineag,BetOnline.ag,2026-03-06T01:10:00Z,San Antonio Spurs,Detroit Pistons,5.5,113,0.4694835680751174,0.0,0.0,0.0,0.0,False
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,1630217.0,Desmond Bane,ORL,ast,UNDER,3.5,105,0.4878048780487805,0.8084669272198091,0.9360760500280794,0.3206620491710286,0.6573572008006087,betmgm,BetMGM,2026-03-06T00:10:00Z,Orlando Magic,Dallas Mavericks,3.5,105,0.4878048780487805,0.0,0.0,0.0,0.0,False
2026-03-05,2026-03-05T18:24:05.145173+00:00,2026-03-05T18:24:05.145173+00:00,1628368.0,De'Aaron Fox,SAS,ast,UNDER,5.5,112,0.4716981132075472,0.7785777991279687,0.8900927760406326,0.3068796859204215,0.6505849341512936,fanduel,FanDuel,2026-03-06T01:10:00Z,San Antonio Spurs,Detroit Pistons,5.5,112,0.4716981132075472,0.0,0.0,0.0,0.0,False
