date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-02-26,Atlanta Hawks,Washington Wizards,ATL,WAS,126,96,11.104958534240724,218.5039862963618,30,222,-18.895041465759277,-3.496013703638198
2026-02-26,Brooklyn Nets,San Antonio Spurs,BKN,SAS,110,126,-7.497275352478027,220.75799178275048,-16,236,8.502724647521973,-15.24200821724952
2026-02-26,Chicago Bulls,Portland Trail Blazers,CHI,POR,112,121,4.397014617919922,216.38678895746665,-9,233,13.397014617919922,-16.61321104253335
2026-02-26,Dallas Mavericks,Sacramento Kings,DAL,SAC,121,130,-3.0436508655548096,215.0755496171941,-9,251,5.95634913444519,-35.9244503828059
2026-02-26,Indiana Pacers,Charlotte Hornets,IND,CHA,109,133,1.2488245964050293,226.90415062866023,-24,242,25.24882459640503,-15.095849371339767
2026-02-26,Los Angeles Clippers,Minnesota Timberwolves,LAC,MIN,88,94,4.618351936340332,221.26708075783472,-6,182,10.618351936340332,39.26708075783472
2026-02-26,Orlando Magic,Houston Rockets,ORL,HOU,108,113,-2.711961030960083,215.3936348789477,-5,221,2.288038969039917,-5.606365121052306
2026-02-26,Philadelphia 76ers,Miami Heat,PHI,MIA,124,117,14.724994659423828,216.1851847797835,7,241,7.724994659423828,-24.814815220216502
2026-02-26,Phoenix Suns,Los Angeles Lakers,PHX,LAL,113,110,-2.210531949996948,217.0153538521488,3,223,-5.210531949996948,-5.984646147851208
2026-02-26,Utah Jazz,New Orleans Pelicans,UTA,NOP,118,129,2.5346550941467285,215.93797197406795,-11,247,13.534655094146729,-31.06202802593205
