date,home_tri,away_tri,home_pts,visitor_pts
2026-01-28,CLE,LAL,129,99
2026-01-28,IND,CHI,113,110
2026-01-28,BOS,ATL,106,117
2026-01-28,MIA,ORL,124,133
2026-01-28,TOR,NYK,92,119
2026-01-28,MEM,CHA,97,112
2026-01-28,DAL,MIN,105,118
2026-01-28,UTA,GSW,124,140
2026-01-28,HOU,SAS,99,111
