market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,2025-12-25,0.3706697948302743,117.0,0.4608294930875576,,,,,,High
ATS,Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,2025-12-25,0.22783080532481204,-110.0,0.5238095238095238,4.402680158615112,2.5,1.9026801586151123,-2.5,,High
TOTAL,Under,Los Angeles Lakers,Houston Rockets,2025-12-25,0.19724686115788415,-110.0,0.5238095238095238,-5.1881561279296875,233.0,,,227.8118438720703,High
ML,Oklahoma City Thunder,Oklahoma City Thunder,San Antonio Spurs,2025-12-25,0.009392285653963134,-376.0,0.7899159663865546,,,,,,Low
ATS,Oklahoma City Thunder,Oklahoma City Thunder,San Antonio Spurs,2025-12-25,0.1412059381283325,-110.0,0.5238095238095238,2.9710912704467756,-10.0,12.971091270446776,10.0,,Medium
TOTAL,Under,Oklahoma City Thunder,San Antonio Spurs,2025-12-25,0.12457163161608786,-110.0,0.5238095238095238,-3.6020965576171875,234.5,,,230.8979034423828,Medium
ML,Denver Nuggets,Denver Nuggets,Minnesota Timberwolves,2025-12-25,0.06629150762938735,-125.72727272727272,0.5569875151026983,,,,,,High
ATS,Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,2025-12-25,0.10370412351405789,-110.0,0.5238095238095238,-2.3653647899627686,2.0,-0.3653647899627685,2.0,,Medium
TOTAL,Under,Denver Nuggets,Minnesota Timberwolves,2025-12-25,0.4331595755614298,-110.0,0.5238095238095238,-10.827239990234403,239.5,,,228.6727600097656,High
ATS,Golden State Warriors,Golden State Warriors,Dallas Mavericks,2025-12-25,-0.019643375830535936,-110.0,0.5238095238095238,0.4067573547363281,-8.5,8.906757354736328,8.5,,Low
TOTAL,Under,Golden State Warriors,Dallas Mavericks,2025-12-25,0.331786995054814,-110.0,0.5238095238095238,-8.280288696289091,229.5,,,221.2197113037109,High
ML,Cleveland Cavaliers,New York Knicks,Cleveland Cavaliers,2025-12-25,0.8396637566210587,-53.09090909090909,0.34679334916864607,,,,,,High
ATS,Cleveland Cavaliers,New York Knicks,Cleveland Cavaliers,2025-12-25,0.3633384019583109,-110.0,0.5238095238095238,-6.785876512527466,4.5,-2.285876512527466,4.5,,High
TOTAL,Under,New York Knicks,Cleveland Cavaliers,2025-12-25,0.6107494601558082,-110.0,0.5238095238095238,-16.158233642578125,241.5,,,225.34176635742188,High
