market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Memphis Grizzlies,San Antonio Spurs,Memphis Grizzlies,2025-12-02,0.6881205033363549,171.88888888888889,0.3677973028197793,,,,,,High
ATS,Memphis Grizzlies,San Antonio Spurs,Memphis Grizzlies,2025-12-02,,,,-6.254310846328735,5.0,-1.2543108463287354,5.0,,High
TOTAL,Under,San Antonio Spurs,Memphis Grizzlies,2025-12-02,,,,-1.9339904785155966,231.5,,,229.5660095214844,Low
ML,Golden State Warriors,Golden State Warriors,Oklahoma City Thunder,2025-12-02,0.9278935210617414,441.1111111111111,0.18480492813141686,,,,,,High
ATS,Golden State Warriors,Golden State Warriors,Oklahoma City Thunder,2025-12-02,,,,9.366534948348999,12.0,-2.633465051651001,-12.0,,High
TOTAL,Over,Golden State Warriors,Oklahoma City Thunder,2025-12-02,,,,4.96044921875,222.5,,,227.46044921875,High
ML,Washington Wizards,Philadelphia 76ers,Washington Wizards,2025-12-02,1.401776379335193,542.4444444444445,0.15565548253199585,,,,,,High
ATS,Washington Wizards,Philadelphia 76ers,Washington Wizards,2025-12-02,,,,-11.428738594055176,13.0,1.5712614059448242,13.0,,High
TOTAL,Under,Philadelphia 76ers,Washington Wizards,2025-12-02,,,,-12.138870239257812,234.5,,,222.3611297607422,High
ML,New Orleans Pelicans,New Orleans Pelicans,Minnesota Timberwolves,2025-12-02,0.11611380999485843,368.44444444444446,0.21347248576850095,,,,,,High
TOTAL,Under,New Orleans Pelicans,Minnesota Timberwolves,2025-12-02,,,,-6.220245361328125,235.0,,,228.77975463867188,High
ML,Boston Celtics,Boston Celtics,New York Knicks,2025-12-02,0.3359448989617121,-113.28571428571428,0.5311453449430676,,,,,,High
ATS,Boston Celtics,Boston Celtics,New York Knicks,2025-12-02,,,,5.747163772583008,-1.0,6.747163772583008,1.0,,High
TOTAL,Under,Boston Celtics,New York Knicks,2025-12-02,,,,-12.414535522460966,230.5,,,218.08546447753903,High
ML,Portland Trail Blazers,Toronto Raptors,Portland Trail Blazers,2025-12-02,0.8746046673195506,182.44444444444449,0.35405192761605037,,,,,,High
ATS,Portland Trail Blazers,Toronto Raptors,Portland Trail Blazers,2025-12-02,,,,-9.355265378952026,5.5,-3.8552653789520255,5.5,,High
TOTAL,Under,Toronto Raptors,Portland Trail Blazers,2025-12-02,,,,-7.40509033203125,232.0,,,224.59490966796875,High
