date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-02-01,0022500706,Toronto Raptors,Utah Jazz,2026-02-01T23:10:00Z,-369.54168309798337,369.54168309798337,-10.5,10.5,-110,-110.0,235.5,100.78533208155262,-100.78533208155262,11,oddsapi_consensus,TOR,UTA,0.5268090470381985,2.1520792694688824,0.8837577925522374,UTA: Lauri Markkanen (12.7%); TOR: Scottie Barnes (12.0%); UTA: Keyonte George (11.9%); TOR: Brandon Ingram (11.7%); TOR: Immanuel Quickley (10.9%)
2026-02-01,0022500707,Washington Wizards,Sacramento Kings,2026-02-01T23:10:00Z,123.86437733204494,-123.86437733204494,2.5,-2.5,130,-170.0,229.0,-100.0,-100.0,11,oddsapi_consensus,WAS,SAC,0.5417374323440768,2.07830002299128,0.8748572286913754,SAC: Keegan Murray (13.0%); SAC: DeMar DeRozan (11.4%); SAC: Zach LaVine (10.7%); WAS: Kyshawn George (10.3%); WAS: CJ McCollum (10.1%)
2026-02-01,0022500711,Denver Nuggets,Oklahoma City Thunder,2026-02-02T02:40:00Z,240.37201680238337,-240.37201680238329,8.0,-8.0,-105,-115.0,222.5,100.08313242996093,-100.08313242996093,11,oddsapi_consensus,DEN,OKC,0.5268090470381985,2.161212550833313,0.8848146317877285,DEN: Jamal Murray (12.7%); DEN: Nikola Jokić (12.0%); OKC: Shai Gilgeous-Alexander (11.5%); DEN: Cameron Johnson (10.0%); DEN: Peyton Watson (9.8%)
2026-02-01,0022500709,Phoenix Suns,Los Angeles Clippers,2026-02-02T01:10:00Z,110.22737271517389,-110.22737271517386,1.5,-1.5,105,-135.0,213.5,-100.0,-100.0,11,oddsapi_consensus,PHX,LAC,0.5565912580355039,2.2267726055892654,0.892123972594764,LAC: James Harden (12.7%); PHX: Devin Booker (11.9%); LAC: Kawhi Leonard (11.3%); PHX: Dillon Brooks (10.1%); LAC: Ivica Zubac (10.1%)
2026-02-01,0022500702,Boston Celtics,Milwaukee Bucks,2026-02-01T20:40:00Z,-496.71764469328224,496.7176446932819,-13.0,13.0,-120,,216.5,-100.87051142546248,100.87051142546244,11,oddsapi_consensus,BOS,MIL,0.5713445835192733,2.2955727282749576,0.8992962991080405,BOS: Jaylen Brown (12.2%); BOS: Derrick White (12.1%); MIL: Kevin Porter Jr. (11.7%); BOS: Payton Pritchard (11.3%); MIL: Ryan Rollins (10.6%)
2026-02-01,0022500703,San Antonio Spurs,Orlando Magic,2026-02-02T00:10:00Z,-186.0442704745869,186.04427047458705,-5.5,5.5,-105,-115.0,223.5,-101.01606856837805,101.01606856837807,11,oddsapi_consensus,SAS,ORL,0.6288622928065467,2.145852127790577,0.883031677392872,ORL: Paolo Banchero (11.5%); ORL: Desmond Bane (11.4%); ORL: Franz Wagner (10.7%); SAS: De'Aaron Fox (10.6%); SAS: Devin Vassell (9.9%)
2026-02-01,0022500708,New York Knicks,Los Angeles Lakers,2026-02-02T00:10:00Z,-169.60116398906237,169.60116398906234,-4.5,4.5,-350,245.0,229.0,100.3492839678659,-100.34928396786586,11,oddsapi_consensus,NYK,LAL,0.5565912580355039,2.1948696913156933,0.8886269265619565,LAL: Luka Dončić (11.8%); LAL: Austin Reaves (11.3%); NYK: Mikal Bridges (11.0%); NYK: Jalen Brunson (10.9%); LAL: LeBron James (10.2%)
2026-02-01,0022500710,Portland Trail Blazers,Cleveland Cavaliers,2026-02-02T02:10:00Z,141.3164656763024,-141.3164656763024,3.0,-3.0,175,-240.0,230.5,-100.38036887302052,100.38036887302054,11,oddsapi_consensus,POR,CLE,0.6004496809039586,2.347026442743199,0.9043468300727404,POR: Deni Avdija (12.1%); CLE: Donovan Mitchell (11.7%); POR: Toumani Camara (11.5%); CLE: Evan Mobley (11.4%); CLE: Darius Garland (9.7%)
2026-02-01,0022500704,Detroit Pistons,Brooklyn Nets,2026-02-01T23:10:00Z,-523.596582911641,523.596582911641,-13.0,13.0,-110,-110.0,215.5,-100.47906482155668,100.47906482155668,11,oddsapi_consensus,DET,BKN,0.5565912580355039,2.1750395316223456,0.8863963373550932,DET: Cade Cunningham (14.0%); BKN: Michael Porter Jr. (12.5%); BKN: Nic Claxton (10.4%); BKN: Noah Clowney (9.9%); DET: Duncan Robinson (9.9%)
2026-02-01,0022500692,Miami Heat,Chicago Bulls,2026-02-01T23:10:00Z,-153.16709453100404,153.16709453100407,-4.0,4.0,-110,-110.0,235.5,-100.25661689132846,100.25661689132846,11,oddsapi_consensus,MIA,CHI,,,,
