date,snapshot_ts,open_snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team,open_line,open_price,open_implied_prob,line_move,implied_move,sentiment_strength,sentiment_w,sentiment_applied
2026-03-10,2026-03-10T14:21:21.770324+00:00,2026-03-10T14:21:21.770324+00:00,1630559.0,Austin Reaves,LAL,ast,UNDER,3.5,117,0.4608294930875576,0.8499755921679473,0.9999355345636767,0.38914609908038966,0.8444470350044455,draftkings,DraftKings,2026-03-11T03:10:00Z,Los Angeles Lakers,Minnesota Timberwolves,3.5,117,0.4608294930875576,0.0,0.0,0.0,0.0,False
2026-03-10,2026-03-10T14:21:21.770324+00:00,2026-03-10T14:21:21.770324+00:00,1630595.0,Cade Cunningham,DET,ast,UNDER,9.5,108,0.4807692307692308,0.8470836372230118,0.9954863731099299,0.36631440645378105,0.7619339654238647,fanduel,FanDuel,2026-03-10T23:40:00Z,Brooklyn Nets,Detroit Pistons,9.5,108,0.4807692307692308,0.0,0.0,0.0,0.0,False
2026-03-10,2026-03-10T14:21:21.770324+00:00,2026-03-10T14:21:21.770324+00:00,1630595.0,Cade Cunningham,DET,ast,UNDER,9.5,106,0.4854368932038835,0.8470836372230118,0.9954863731099299,0.36164674401912833,0.7449922926794044,draftkings,DraftKings,2026-03-10T23:40:00Z,Brooklyn Nets,Detroit Pistons,9.5,106,0.4854368932038835,0.0,0.0,0.0,0.0,False
2026-03-10,2026-03-10T14:21:21.770324+00:00,2026-03-10T14:21:21.770324+00:00,1630595.0,Cade Cunningham,DET,ast,UNDER,9.5,105,0.4878048780487805,0.8470836372230118,0.9954863731099299,0.35927875917423135,0.7365214563071742,betmgm,BetMGM,2026-03-10T23:40:00Z,Brooklyn Nets,Detroit Pistons,9.5,105,0.4878048780487805,0.0,0.0,0.0,0.0,False
2026-03-10,2026-03-10T14:21:21.770324+00:00,2026-03-10T14:21:21.770324+00:00,1628368.0,De'Aaron Fox,SAS,ast,UNDER,5.5,118,0.45871559633027525,0.7810565047183307,0.8939061692565742,0.3223409083880554,0.7027031802859608,fanduel,FanDuel,2026-03-11T00:10:00Z,San Antonio Spurs,Boston Celtics,5.5,118,0.45871559633027525,0.0,0.0,0.0,0.0,False
2026-03-10,2026-03-10T14:21:21.770324+00:00,2026-03-10T14:21:21.770324+00:00,1628368.0,De'Aaron Fox,SAS,ast,UNDER,5.5,115,0.46511627906976744,0.7810565047183307,0.8939061692565742,0.3159402256485632,0.6792714851444108,betmgm,BetMGM,2026-03-11T00:10:00Z,San Antonio Spurs,Boston Celtics,5.5,115,0.46511627906976744,0.0,0.0,0.0,0.0,False
2026-03-10,2026-03-10T14:21:21.770324+00:00,2026-03-10T14:21:21.770324+00:00,1631221.0,Collin Gillespie,PHX,ast,UNDER,4.5,111,0.47393364928909953,0.7835047642631975,0.8976727224025232,0.30957111497409795,0.6531950525953467,draftkings,DraftKings,2026-03-11T00:10:00Z,Milwaukee Bucks,Phoenix Suns,4.5,111,0.47393364928909953,0.0,0.0,0.0,0.0,False
2026-03-10,2026-03-10T14:21:21.770324+00:00,2026-03-10T14:21:21.770324+00:00,1631221.0,Collin Gillespie,PHX,ast,UNDER,4.5,110,0.47619047619047616,0.7835047642631975,0.8976727224025232,0.3073142880727213,0.6453600049527148,betmgm,BetMGM,2026-03-11T00:10:00Z,Milwaukee Bucks,Phoenix Suns,4.5,110,0.47619047619047616,0.0,0.0,0.0,0.0,False
2026-03-10,2026-03-10T14:21:21.770324+00:00,2026-03-10T14:21:21.770324+00:00,1628389.0,Bam Adebayo,MIA,ast,OVER,3.5,134,0.42735042735042733,0.702697574088418,0.7733539682874779,0.2753471467379907,0.6443123233668983,draftkings,DraftKings,2026-03-10T23:40:00Z,Miami Heat,Washington Wizards,3.5,134,0.42735042735042733,0.0,0.0,0.0,0.0,False
2026-03-10,2026-03-10T14:21:21.770324+00:00,2026-03-10T14:21:21.770324+00:00,1641765.0,Olivier-Maxence Prosper,MEM,ast,OVER,1.5,130,0.43478260869565216,0.7110404631935192,0.786189182295326,0.27625785449786705,0.6353930653450942,betmgm,BetMGM,2026-03-10T23:10:00Z,Philadelphia 76ers,Memphis Grizzlies,1.5,130,0.43478260869565216,0.0,0.0,0.0,0.0,False
2026-03-10,2026-03-10T14:21:21.770324+00:00,2026-03-10T14:21:21.770324+00:00,1628368.0,De'Aaron Fox,SAS,ast,UNDER,5.5,109,0.4784688995215311,0.7810565047183307,0.8939061692565742,0.30258760519679956,0.6324080948613111,draftkings,DraftKings,2026-03-11T00:10:00Z,San Antonio Spurs,Boston Celtics,5.5,109,0.4784688995215311,0.0,0.0,0.0,0.0,False
2026-03-10,2026-03-10T14:21:21.770324+00:00,2026-03-10T14:21:21.770324+00:00,1641713.0,G.G. Jackson,MEM,ast,OVER,1.5,110,0.47619047619047616,0.7653996172164427,0.8698186500229003,0.2892091410259665,0.6073391961545297,betmgm,BetMGM,2026-03-10T23:10:00Z,Philadelphia 76ers,Memphis Grizzlies,1.5,110,0.47619047619047616,0.0,0.0,0.0,0.0,False
