player_id,team
1641771,SAC
1641788,DAL
1641847,CHI
1641931,CHI
1642013,TOR
203469,NOP
203488,OKC
203493,HOU
203496,PHI
1628385,SAC
1628426,SAC
1628972,DET
1628984,SAS
1629002,DET
1629010,GSW
1629139,MEM
1629603,NYK
1630184,UTA
1630554,UTA
1630564,SAS
1630586,GSW
1630641,POR
1630647,WAS
1630688,PHX
1641778,CHA
1628966,BKN
1628962,PHX
1628502,PHX
1630587,PHX
1642845,PHI
1642853,PHX
1642863,PHX
1643007,IND
