player_id,team
1630173,NYK
203500,HOU
1628389,MIA
1630534,TOR
1630583,MEM
1641725,NOP
1629638,ATL
1628960,PHX
1628386,CLE
1630631,NOP
203937,UTA
203507,MIL
1630175,MIL
1628384,NYK
1642379,GSW
1630166,POR
1629028,LAL
1628963,WAS
1631116,LAC
1630163,CHA
1628366,CLE
1631094,ORL
1630217,ORL
1630625,POR
1631230,PHI
203084,SAS
1630567,TOR
1629628,TOR
1629646,SAS
1641734,CLE
1642419,TOR
201587,LAC
1641878,CHA
203078,LAC
1627736,DET
1630699,NYK
1641736,BKN
1629048,ORL
202687,SAS
1641710,ORL
203992,LAC
1629626,PHX
1641737,PHI
1626164,PHX
1630527,NOP
1628449,BOS
1631123,MIL
1628396,IND
1631103,WAS
1631128,DEN
1641779,PHX
1628969,NYK
1628970,CHA
1627763,WAS
1628415,PHX
1631232,NOP
1628971,DEN
1627759,BOS
1641738,LAC
1628973,NYK
1628418,CLE
1641723,ATL
202692,MIA
1630215,PHI
202710,GSW
1641824,CHI
1631288,ORL
203484,MEM
1641739,POR
203991,HOU
1642382,OKC
1642267,WAS
1642269,SAC
1628975,CHI
1628976,ORL
1627936,OKC
1642264,SAS
1630658,ORL
1630577,SAS
1630551,WAS
1642279,TOR
1642353,LAC
1631108,DAL
1630528,MIA
1631321,POR
1641740,MIN
1629634,MEM
203903,NYK
1629651,BKN
1642270,POR
1641730,BKN
1629599,MIL
1642268,UTA
1628381,LAC
1628380,CHI
201144,MIN
1626192,CHA
1641731,WAS
1641741,PHI
1628470,BOS
1642384,HOU
203109,SAC
1630595,DET
203552,CHA
201939,GSW
1642359,NYK
1630700,ATL
1642368,ATL
203076,DAL
1629056,SAC
1631120,HOU
201942,SAC
1642484,IND
1628978,MIN
1631217,CHA
1641711,TOR
1631172,OKC
1642265,MIN
203915,DAL
1629029,LAL
1629652,OKC
1630245,CHI
1630288,PHI
203083,PHI
1642505,OKC
1630561,SAS
1627739,LAC
1642346,PHX
201142,HOU
1631105,DET
1631106,HOU
1641744,MEM
1630162,MIN
1642399,MIN
1642348,PHI
1630556,DAL
1631165,SAC
203954,PHI
1630623,BKN
1629234,SAC
1641787,NYK
203957,DAL
1642271,UTA
1627827,HOU
1641745,OKC
1642280,CHI
1631323,MIA
1628368,SAS
1642402,MIN
1628365,SAC
1642277,IND
1629655,DAL
1629636,CLE
1630568,BOS
1641718,UTA
1642273,WAS
202331,PHI
201959,CHA
1630581,CHI
1628983,OKC
1630264,WAS
1631221,PHX
203497,MIN
1630692,PHX
203932,DEN
201569,PHI
203924,POR
1631260,MIL
203110,GSW
1630224,PHX
1629750,DET
201145,HOU
1630182,CHA
1629656,PHI
1631243,ATL
1629060,LAL
1630169,IND
1641790,MEM
203501,DEN
201935,LAC
1630702,DAL
1641989,UTA
1631199,BOS
203914,MIL
202699,DET
1628404,NYK
1628392,OKC
1630573,BOS
1641722,NOP
1629637,LAL
1630703,POR
1641707,UTA
1629639,MIA
1627741,GSW
1629312,BKN
1628988,HOU
201950,POR
1641842,DET
1626158,WAS
1631096,OKC
1641720,PHI
201143,GSW
1629659,CHI
1631216,ATL
1641724,ORL
1628989,CHI
1630643,IND
1630574,NYK
1629631,CLE
1630538,MIN
1642345,PHX
204060,MIN
1627742,TOR
1631127,SAS
202681,DAL
1628371,ORL
1631093,DET
1641713,MEM
1630543,IND
1631245,IND
1641748,MIL
1628991,MEM
1631218,GSW
1642355,LAL
2544,LAL
1631170,MIA
1629610,CHA
1641998,NYK
1642450,DET
1629660,MEM
1630198,OKC
1642358,WAS
1629661,DEN
1630552,ATL
201949,IND
1629640,SAS
1630553,BKN
1642352,MIA
203999,DEN
1641732,DET
1641794,OKC
1630529,NOP
1642403,SAC
1630539,DAL
1630222,SAC
1642461,DEN
1630200,CHI
1626145,ORL
1627884,LAC
201599,NOP
202709,ORL
1631107,MIA
1630548,MIN
1642530,MEM
1628379,ATL
1631117,UTA
1630296,GSW
1630557,WAS
1628467,LAL
1641752,DET
1642261,LAL
1628995,GSW
1642278,NYK
1631132,LAL
1629723,MEM
1628436,SAS
1630249,ATL
1630228,GSW
1628398,MIL
1631222,LAL
203897,SAC
1629111,MEM
1641796,MIA
1630639,TOR
1627747,DET
1627814,PHX
203458,LAL
202695,LAC
1641721,BKN
1630604,BKN
203081,POR
1641726,DAL
1641753,MIL
1626172,NOP
201572,LAC
201567,UTA
200768,PHI
1641754,LAC
1626168,SAC
1630572,TOR
1629611,BKN
1630544,CHA
1628374,UTA
1630230,DAL
1628997,DAL
1628998,PHX
1641798,WAS
1630231,UTA
1631213,BKN
1629726,ATL
1631097,IND
1631255,NOP
1630178,PHI
1630540,NYK
1642272,PHI
1630644,ORL
203468,WAS
204456,IND
1641755,NYK
1630183,MIN
203926,SAC
1631121,NOP
1629162,SAS
1629098,HOU
1629001,GSW
1630241,CLE
203995,PHX
203114,WAS
1641706,CHA
1641801,CHI
1641757,LAC
1631159,MIN
201988,LAC
1629003,LAL
1631303,POR
1642434,SAS
1631169,BOS
1642274,NOP
1642349,OKC
1630558,MIA
1628378,CLE
1630596,CLE
1642367,TOR
1628370,SAC
1630541,GSW
1631111,CHA
1629630,MEM
202693,LAL
1628420,PHX
1630530,NOP
1627749,NOP
1627750,DEN
1631099,SAC
1631200,POR
1629004,UTA
1631250,MIL
1626204,CLE
1629614,IND
1630174,IND
1641803,MIN
1627777,UTA
1630192,DEN
1641936,BOS
203994,UTA
1626220,PHX
1629643,CLE
1629006,HOU
1630168,ATL
1630171,CHI
203482,SAS
1626162,PHI
101108,LAC
1626166,NYK
203901,NOP
1627780,GSW
1641809,CHA
1641763,CHI
1629618,DEN
1630590,MEM
1631342,SAC
203486,CHA
1641764,GSW
1627751,TOR
1629673,NOP
1641854,CLE
1629645,MIL
1629008,BKN
1626171,MIL
204001,ATL
1642366,GSW
1630695,UTA
203939,DAL
1626181,MIA
1627752,MIL
1630202,BOS
1641765,MEM
1642389,MEM
1630243,ORL
1629674,BOS
1630193,TOR
1631311,NOP
203944,MIN
1641871,POR
1630559,LAL
1630194,DET
1642024,PHI
1641810,CHA
1629675,MIN
1631197,TOR
1630208,PHX
1642258,ATL
1629130,DET
1629011,NYK
1631115,ORL
1630526,NOP
1631223,HOU
1631157,MIL
1642050,GSW
1626179,MIA
1641712,POR
1626156,DAL
1627734,SAC
1642275,CHA
1630611,GSW
1642259,WAS
1631204,DET
1631248,BOS
203471,SAC
1630578,HOU
1641729,UTA
1629012,CHA
1629013,NYK
1630545,MIN
1630549,BKN
1631101,POR
1642347,TOR
1641767,IND
1642263,HOU
1627783,IND
1627732,LAC
1629014,BOS
1642354,CHA
1630579,MIL
203935,LAL
1630696,MIA
1630188,CHI
1642449,DET
1641890,MIL
1631095,HOU
1641733,LAL
1631110,SAS
1642285,MEM
1630311,GSW
1630531,UTA
1641815,SAC
1630205,MEM
1630191,DET
1631124,DEN
1629622,CLE
1630591,ORL
1630256,HOU
1628369,BOS
202066,TOR
1631207,CHI
1630560,BKN
1641708,HOU
1641709,DET
202691,DAL
202684,CLE
1630550,WAS
1629680,POR
1630214,BOS
1631166,BKN
1641772,CLE
1631210,ATL
1630167,IND
1626157,NYK
1631247,CLE
1629018,MIL
1631131,UTA
200782,NYK
1626167,MIL
1641816,DEN
1642281,CLE
1630649,MIL
202685,DEN
1627832,HOU
1629020,LAL
1630170,SAS
1629216,LAL
1641774,WAS
202696,CHI
1629731,CLE
1630532,ORL
1629021,ORL
1631133,PHI
1641716,IND
1629022,PHI
1641717,OKC
1630811,ATL
1641775,BOS
1642266,TOR
1642276,MIA
1629023,DAL
1631102,PHX
1630322,SAS
1630570,PHI
1641817,NYK
1631212,DEN
1642377,MEM
1641705,SAS
1631104,POR
201566,SAC
1629632,CHI
1628401,BOS
1641727,BKN
1641715,WAS
1630598,OKC
203952,MIA
1630314,DAL
1642262,UTA
1629684,CHA
1631114,OKC
1631119,OKC
1629026,OKC
1631109,PHX
1631466,HOU
1630172,CHI
1630533,BKN
1629057,POR
1631246,MEM
1629627,NOP
1630592,BKN
1630164,IND
1626153,NYK
1627824,NYK
1642443,MIA
1629027,ATL
1627826,LAC
1641783,ORL
1628427,DEN
203967,SAC
201152,PHX
201565,MEM
201568,MIL
201580,SAC
201976,MIL
202083,ATL
202330,OKC
202694,CLE
202711,NYK
202722,CHA
202738,PHX
203095,DET
203200,DEN
203933,MIN
1626174,LAL
1626224,SAS
1626246,HOU
1627745,CLE
1628372,BKN
1629642,PHX
1629647,UTA
1629670,TOR
1629677,UTA
1629678,ORL
1629685,ATL
1629716,CHA
1629718,NYK
1629875,LAC
1630197,CHA
1630204,POR
1630207,HOU
1630209,UTA
1630219,LAL
1630235,ATL
1630240,PHX
1630259,SAC
1630535,DAL
1630846,OKC
1630929,CHI
1631100,ATL
1631112,IND
1631173,PHI
1631205,DET
1631220,NOP
1631241,TOR
1631254,UTA
1631257,HOU
1631262,WAS
1631338,TOR
1631367,BKN
1641735,CHA
1641749,OKC
