event_id,commence_time,home_team,away_team,has_odds
36b52127c8a50addc14237a1102c9dcc,2026-01-08T00:10:00Z,Boston Celtics,Denver Nuggets,True
f8ad4770b141e2d532d2e6f7d251037d,2026-01-08T00:10:00Z,Charlotte Hornets,Toronto Raptors,True
cfe3e784c32267b363c8ff9d65739250,2026-01-08T00:10:00Z,Detroit Pistons,Chicago Bulls,True
f119a48d422224c874e14f937ce65114,2026-01-08T00:10:00Z,Philadelphia 76ers,Washington Wizards,True
504a0d60cffd98a57eaf50c86cf45afa,2026-01-08T00:40:00Z,Atlanta Hawks,New Orleans Pelicans,True
ed3a6788cde6463fc37b7d0cf67784aa,2026-01-08T00:40:00Z,Brooklyn Nets,Orlando Magic,True
af584a2fac77f667170eb5a980df2077,2026-01-08T00:40:00Z,New York Knicks,Los Angeles Clippers,True
8c0b9fa443ac208f47c09fd53ee59a74,2026-01-08T01:10:00Z,Memphis Grizzlies,Phoenix Suns,True
a9ce9825514e918f225ca7272862c15f,2026-01-08T01:10:00Z,Oklahoma City Thunder,Utah Jazz,True
28d5994c5329be5051cacad97e14561b,2026-01-08T02:40:00Z,San Antonio Spurs,Los Angeles Lakers,True
fce1843288309a53e0631830360df7de,2026-01-08T03:10:00Z,Golden State Warriors,Milwaukee Bucks,True
e3da2300e35d7546636c3f472586de79,2026-01-08T03:10:00Z,Portland Trail Blazers,Houston Rockets,True
