date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,bookmaker
2025-12-31,2026-01-01T01:10:00Z,Oklahoma City Thunder,Portland Trail Blazers,-1153.7272727272727,714.0,-16.0,16.0,-106.66666666666667,-115.0,232.5,-109.875,-109.375,oddsapi_consensus
2025-12-31,2025-12-31T20:10:00Z,Indiana Pacers,Orlando Magic,157.9090909090909,-188.72727272727272,4.5,-4.5,-106.28571428571429,-330.0,226.5,-110.57142857142857,-108.57142857142857,oddsapi_consensus
2025-12-31,2026-01-01T01:10:00Z,Milwaukee Bucks,Washington Wizards,-514.9090909090909,383.09090909090907,-10.5,10.5,-111.81818181818181,-105.0,234.5,-109.7,-109.7,oddsapi_consensus
2025-12-31,2026-01-01T00:40:00Z,Toronto Raptors,Denver Nuggets,-259.1818181818182,211.54545454545453,-6.5,6.5,-110.18181818181819,-110.0,228.5,-111.0,-108.0,oddsapi_consensus
2025-12-31,2025-12-31T20:10:00Z,Atlanta Hawks,Minnesota Timberwolves,183.36363636363637,-222.1818181818182,6.0,-6.0,-110.0,-110.0,239.5,-110.0,-110.0,oddsapi_consensus
2025-12-31,2025-12-31T20:40:00Z,Cleveland Cavaliers,Phoenix Suns,-262.1,213.5,-6.5,6.5,-112.3,-105.0,234.5,-113.28571428571429,-106.0,oddsapi_consensus
2025-12-31,2026-01-01T00:10:00Z,Chicago Bulls,New Orleans Pelicans,-125.36363636363636,105.27272727272727,-2.0,2.0,-109.25,-110.0,248.5,-109.77777777777777,-109.55555555555556,oddsapi_consensus
2025-12-31,2025-12-31T18:10:00Z,Charlotte Hornets,Golden State Warriors,336.25,-498.125,8.5,-8.5,-112.0,-115.0,252.5,-115.4,-112.6,oddsapi_consensus
2025-12-31,2026-01-01T00:10:00Z,San Antonio Spurs,New York Knicks,-144.36363636363637,122.0,-2.5,2.5,-112.0,-110.0,235.0,-109.5,-109.5,oddsapi_consensus
