market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,CLEVELAND CAVALIERS,ATLANTA HAWKS,CLEVELAND CAVALIERS,2026-04-10,0.7517056102751761,-110.0,0.5238095238095238,-16.666142022485886,8.5,-8.166142022485886,8.5,,High
TOTAL,Under,ATLANTA HAWKS,CLEVELAND CAVALIERS,2026-04-10,0.37077681308543686,-110.0,0.5238095238095238,-9.23179524208615,233.5,,,224.26820475791385,High
ATS,NEW ORLEANS PELICANS,BOSTON CELTICS,NEW ORLEANS PELICANS,2026-04-10,0.786886786794153,-110.0,0.5238095238095238,-18.263315873199513,16.5,-1.7633158731995136,16.5,,High
TOTAL,Over,BOSTON CELTICS,NEW ORLEANS PELICANS,2026-04-10,0.23309886195100304,-110.0,0.5238095238095238,5.988778222071801,224.0,,,229.9887782220718,High
ML,CHARLOTTE HORNETS,CHARLOTTE HORNETS,DETROIT PISTONS,2026-04-10,0.057464028771774256,-177.50992060405036,0.6396525220347727,,,,,,High
ATS,CHARLOTTE HORNETS,CHARLOTTE HORNETS,DETROIT PISTONS,2026-04-10,0.45304559444560943,-110.0,0.5238095238095238,8.518884988718373,-5.5,14.018884988718373,5.5,,High
TOTAL,Over,CHARLOTTE HORNETS,DETROIT PISTONS,2026-04-10,-0.0243718198014109,-110.0,0.5238095238095238,0.44296105027504495,225.5,,,225.94296105027504,Low
ATS,INDIANA PACERS,INDIANA PACERS,PHILADELPHIA 76ERS,2026-04-10,0.892778758540882,-110.0,0.5238095238095238,28.617468000034435,15.0,13.617468000034435,-15.0,,High
TOTAL,Under,INDIANA PACERS,PHILADELPHIA 76ERS,2026-04-10,0.5517570992478563,-110.0,0.5238095238095238,-14.213683501586047,233.5,,,219.28631649841395,High
ATS,NEW YORK KNICKS,NEW YORK KNICKS,TORONTO RAPTORS,2026-04-10,-0.020690355205799482,-110.0,0.5238095238095238,0.3902521009849771,-6.5,6.890252100984977,6.5,,Low
TOTAL,Over,NEW YORK KNICKS,TORONTO RAPTORS,2026-04-10,0.10482368301067602,-110.0,0.5238095238095238,3.177804282941594,219.5,,,222.6778042829416,Medium
ATS,WASHINGTON WIZARDS,WASHINGTON WIZARDS,MIAMI HEAT,2026-04-10,0.4567165109228425,-110.0,0.5238095238095238,8.593463694439135,18.0,-9.406536305560865,-18.0,,High
TOTAL,Under,WASHINGTON WIZARDS,MIAMI HEAT,2026-04-10,0.7857868482850855,-110.0,0.5238095238095238,-24.2777685247668,249.0,,,224.7222314752332,High
