date,game_id,home_team,visitor_team,commence_time,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2025-11-14,0022500044,Minnesota Timberwolves,Sacramento Kings,2025-11-15T01:10:00Z,0.5299640517645717,1.0764688949886665,0.6592032072406524,SAC: Zach LaVine (11.2%); SAC: DeMar DeRozan (10.7%); MIN: Julius Randle (10.6%); SAC: Domantas Sabonis (10.3%); MIN: Rudy Gobert (10.2%)
2025-11-14,0022500047,San Antonio Spurs,Golden State Warriors,2025-11-15T02:40:00Z,0.5597136492671929,1.263861440994488,0.7174391747619553,SAS: De'Aaron Fox (11.2%); SAS: Victor Wembanyama (11.1%); SAS: Devin Vassell (10.7%); SAS: Stephon Castle (10.6%); GSW: Jimmy Butler III (9.8%)
2025-11-14,0022500045,New Orleans Pelicans,Los Angeles Lakers,2025-11-15T01:10:00Z,0.51499550161941,1.0839367219640226,0.6617387394811587,LAL: Luka Dončić (11.4%); LAL: Austin Reaves (11.2%); NOP: Trey Murphy III (11.2%); LAL: Rui Hachimura (10.8%); NOP: Zion Williamson (9.8%)
2025-11-14,0022500039,New York Knicks,Miami Heat,2025-11-15T00:10:00Z,0.5,1.2798141508258294,0.7219110217421381,NYK: Mikal Bridges (10.9%); NYK: Jalen Brunson (10.9%); NYK: OG Anunoby (10.8%); MIA: Andrew Wiggins (10.5%); NYK: Karl-Anthony Towns (10.5%)
2025-11-14,0022500043,Milwaukee Bucks,Charlotte Hornets,2025-11-15T01:10:00Z,0.4850044983805899,1.2379453504066182,0.7100205876466377,CHA: Miles Bridges (11.5%); CHA: LaMelo Ball (11.0%); MIL: Giannis Antetokounmpo (10.9%); CHA: Kon Knueppel (10.6%); MIL: Ryan Rollins (10.3%)
2025-11-14,0022500040,Orlando Magic,Brooklyn Nets,2025-11-15T00:10:00Z,,,,
2025-11-14,0022500046,Dallas Mavericks,Los Angeles Clippers,2025-11-15T01:40:00Z,0.65,1.134375159895938,0.6783769784751547,LAC: James Harden (11.6%); LAC: Kawhi Leonard (11.3%); DAL: Cooper Flagg (11.1%); DAL: P.J. Washington (10.3%); DAL: Max Christie (10.2%)
2025-11-14,0022500042,Houston Rockets,Portland Trail Blazers,2025-11-15T01:10:00Z,0.4551211076264199,1.1604268579345582,0.6866476046253446,HOU: Alperen Sengun (11.3%); HOU: Amen Thompson (11.1%); HOU: Kevin Durant (11.0%); POR: Deni Avdija (10.6%); POR: Toumani Camara (10.6%)
2025-11-14,0022500041,Detroit Pistons,Philadelphia 76ers,2025-11-15T00:40:00Z,0.4850044983805899,1.083814298570984,0.6616973258549659,PHI: Tyrese Maxey (12.3%); PHI: VJ Edgecombe (11.4%); DET: Cade Cunningham (11.2%); PHI: Kelly Oubre Jr. (11.1%); DET: Tobias Harris (9.8%)
