date,game_id,player_id,player_name,team_abbr,pts,reb,ast,threes,stl,blk,tov,pra
2026-05-14,401856908,2529130,Natasha Howard,MIN,26.0,5.0,4.0,0.0,0.0,3.0,7.0,35.0
2026-05-14,401856908,3054590,Nia Coffey,MIN,13.0,8.0,1.0,3.0,1.0,2.0,1.0,22.0
2026-05-14,401856908,2529205,Kayla McBride,MIN,11.0,8.0,1.0,0.0,1.0,1.0,3.0,20.0
2026-05-14,401856908,2987891,Courtney Williams,MIN,21.0,5.0,3.0,3.0,2.0,0.0,1.0,29.0
2026-05-14,401856908,4433791,Olivia Miles,MIN,15.0,2.0,6.0,0.0,0.0,1.0,3.0,23.0
2026-05-14,401856908,4873358,Antonia Delaere,MIN,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
2026-05-14,401856908,5278237,Anastasiia Olairi Kosu,MIN,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
2026-05-14,401856908,5345322,Emma Cechova,MIN,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
2026-05-14,401856908,4280850,Maya Caldwell,MIN,0.0,0.0,3.0,0.0,2.0,0.0,1.0,3.0
2026-05-14,401856908,3906949,Jessica Shepard,DAL,7.0,6.0,4.0,0.0,1.0,0.0,0.0,17.0
2026-05-14,401856908,3913881,Alanna Smith,DAL,6.0,4.0,5.0,0.0,2.0,1.0,2.0,15.0
2026-05-14,401856908,2529047,Odyssey Sims,DAL,11.0,1.0,3.0,1.0,2.0,0.0,1.0,15.0
2026-05-14,401856908,3904577,Arike Ogunbowale,DAL,6.0,4.0,1.0,1.0,0.0,0.0,1.0,11.0
2026-05-14,401856908,4433730,Paige Bueckers,DAL,27.0,3.0,8.0,3.0,0.0,0.0,3.0,38.0
2026-05-14,401856908,924,Alysha Clark,DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-14,401856908,4399415,Maddy Siegrist,DAL,17.0,4.0,1.0,0.0,0.0,1.0,0.0,22.0
2026-05-14,401856908,4790266,Awak Kuier,DAL,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2026-05-14,401856908,4433790,Azzi Fudd,DAL,8.0,1.0,0.0,0.0,1.0,1.0,2.0,9.0
2026-05-14,401856908,4433807,Aziaha James,DAL,4.0,2.0,0.0,0.0,2.0,0.0,1.0,6.0
2026-05-14,401856909,2998928,Breanna Stewart,NYL,22.0,7.0,1.0,1.0,0.0,0.0,2.0,30.0
2026-05-14,401856909,2999101,Jonquel Jones,NYL,6.0,9.0,3.0,0.0,1.0,0.0,2.0,18.0
2026-05-14,401856909,2593770,Betnijah Laney-Hamilton,NYL,8.0,2.0,2.0,2.0,1.0,0.0,0.0,12.0
2026-05-14,401856909,4038379,Marine Johannes,NYL,3.0,3.0,11.0,1.0,2.0,0.0,1.0,17.0
2026-05-14,401856909,5345320,Pauline Astier,NYL,20.0,3.0,2.0,3.0,1.0,0.0,0.0,25.0
2026-05-14,401856909,4432844,Aubrey Griffin,NYL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-05-14,401856909,4595823,Alex Fowler,NYL,12.0,0.0,1.0,2.0,0.0,0.0,3.0,13.0
2026-05-14,401856909,4337216,Han Xu,NYL,3.0,2.0,2.0,0.0,0.0,0.0,1.0,7.0
2026-05-14,401856909,2327695,Rebekah Gardner,NYL,14.0,5.0,5.0,2.0,0.0,0.0,1.0,24.0
2026-05-14,401856909,2566110,Julie Vanloo,NYL,9.0,0.0,4.0,3.0,1.0,0.0,2.0,13.0
2026-05-14,401856909,3102133,Rebecca Allen,NYL,3.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0
2026-05-14,401856909,3906972,Bridget Carleton,POR,11.0,5.0,2.0,2.0,1.0,0.0,1.0,18.0
2026-05-14,401856909,4068346,Kamiah Smalls,POR,2.0,0.0,4.0,0.0,0.0,0.0,2.0,6.0
2026-05-14,401856909,4398729,Emily Engstler,POR,11.0,4.0,0.0,2.0,0.0,1.0,1.0,15.0
2026-05-14,401856909,5209202,Nyadiew Puoch,POR,13.0,2.0,2.0,2.0,2.0,0.0,1.0,17.0
2026-05-14,401856909,4682797,Luisa Geiselsoder,POR,6.0,5.0,1.0,0.0,1.0,0.0,1.0,12.0
2026-05-14,401856909,5105406,Frieda Buhner,POR,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2026-05-14,401856909,3934218,Megan Gustafson,POR,14.0,3.0,0.0,0.0,0.0,0.0,1.0,17.0
2026-05-14,401856909,5108550,Serah Williams,POR,1.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0
2026-05-14,401856909,4068159,Sug Sutton,POR,8.0,3.0,8.0,1.0,0.0,0.0,1.0,19.0
2026-05-14,401856909,4595910,Haley Jones,POR,10.0,3.0,2.0,0.0,1.0,0.0,2.0,15.0
2026-05-14,401856909,4703794,Sarah Ashlee Barker,POR,6.0,3.0,2.0,2.0,1.0,0.0,3.0,11.0
