date,home_tri,away_tri,home_pts,visitor_pts
2025-12-23,CHA,WAS,126,109
2025-12-23,PHI,BKN,106,114
2025-12-23,ATL,CHI,123,126
2025-12-23,CLE,NOP,141,118
2025-12-23,IND,MIL,94,111
2025-12-23,MIA,TOR,91,112
2025-12-23,DAL,DEN,131,130
2025-12-23,MIN,NYK,115,104
2025-12-23,SAS,OKC,130,110
2025-12-23,PHX,LAL,132,108
2025-12-23,UTA,MEM,128,137
2025-12-23,POR,ORL,106,110
2025-12-23,SAC,DET,127,136
2025-12-23,LAC,HOU,128,108
