date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-02-07,0022500751,Atlanta Hawks,Charlotte Hornets,2026-02-08T00:40:00Z,116.5838645584508,-116.58386455845084,1.5,-1.5,-115,-105,231.5,100.21672229205498,-100.21672229205494,11,oddsapi_consensus,ATL,CHA,0.4461581054545631,2.303844393519862,0.9001258507939646,ATL: Jalen Johnson (12.3%); ATL: Dyson Daniels (11.3%); ATL: Nickeil Alexander-Walker (10.8%); CHA: Miles Bridges (10.5%); ATL: Onyeka Okongwu (10.3%)
2026-02-07,0022500753,Los Angeles Lakers,Golden State Warriors,2026-02-08T01:40:00Z,-129.31850186183124,129.31850186183124,-2.5,2.5,-115,-105,222.5,-101.63817161457597,101.63817161457592,11,oddsapi_consensus,LAL,GSW,0.4461581054545631,2.28263554461098,0.8979850129482077,LAL: Luka Dončić (13.1%); LAL: Austin Reaves (12.3%); LAL: LeBron James (11.6%); GSW: Stephen Curry (10.6%); GSW: Jimmy Butler III (10.5%)
2026-02-07,0022500748,Oklahoma City Thunder,Houston Rockets,2026-02-07T20:40:00Z,-140.54765429919985,140.54765429919985,-3.5,3.5,-190,145,213.5,-100.58549494880056,100.58549494880056,11,oddsapi_consensus,OKC,HOU,0.5059482515206005,2.095375996967279,0.8769760216860496,HOU: Amen Thompson (13.1%); HOU: Kevin Durant (12.8%); HOU: Jabari Smith Jr. (11.8%); HOU: Alperen Sengun (11.3%); OKC: Shai Gilgeous-Alexander (11.0%)
2026-02-07,0022500756,Sacramento Kings,Cleveland Cavaliers,2026-02-08T03:10:00Z,491.8099281920911,-491.8099281920912,12.0,-12.0,-115,-105,234.0,-100.0,-100.0,11,oddsapi_consensus,SAC,CLE,0.5059482515206005,2.155683870428252,0.8841760450551682,SAC: Keegan Murray (12.6%); CLE: Donovan Mitchell (11.4%); CLE: Evan Mobley (11.2%); SAC: DeMar DeRozan (10.8%); SAC: Zach LaVine (10.1%)
2026-02-07,0022500750,Orlando Magic,Utah Jazz,2026-02-08T00:10:00Z,-242.1020346843714,242.10203468437155,-7.5,7.5,-105,-115,237.5,-101.08440756880503,101.08440756880508,11,oddsapi_consensus,ORL,UTA,0.4313842016345861,2.1392704137270027,0.882259286298575,UTA: Lauri Markkanen (12.0%); UTA: Keyonte George (11.5%); ORL: Paolo Banchero (11.5%); ORL: Desmond Bane (11.3%); ORL: Franz Wagner (10.7%)
2026-02-07,0022500754,Phoenix Suns,Philadelphia 76ers,2026-02-08T02:10:00Z,-110.00102872751832,110.00102872751836,-1.5,1.5,-135,105,224.0,-100.34928396786586,100.3492839678659,11,oddsapi_consensus,PHX,PHI,0.4909495207982627,2.230909402842969,0.8925693120740127,PHI: Tyrese Maxey (13.6%); PHI: VJ Edgecombe (11.8%); PHX: Devin Booker (10.9%); PHI: Kelly Oubre Jr. (10.1%); PHI: Joel Embiid (9.4%)
2026-02-07,0022500747,Brooklyn Nets,Washington Wizards,2026-02-07T20:10:00Z,-207.28189970694268,207.2818997069427,-6.0,6.0,-115,-105,218.5,-100.0,-100.0,11,oddsapi_consensus,BKN,WAS,0.4610277444260134,2.2441202844118022,0.8939792325173104,BKN: Michael Porter Jr. (12.7%); WAS: CJ McCollum (11.4%); WAS: Kyshawn George (11.1%); BKN: Nic Claxton (10.4%); BKN: Noah Clowney (9.9%)
2026-02-07,0022500749,San Antonio Spurs,Dallas Mavericks,2026-02-07T23:10:00Z,-337.18345645589875,337.18345645589875,-10.0,10.0,-115,-105,230.0,-100.0,-100.0,11,oddsapi_consensus,SAS,DAL,0.5209362833240739,2.1261943720319176,0.8807095939771412,DAL: Cooper Flagg (12.0%); SAS: De'Aaron Fox (11.0%); DAL: Anthony Davis (10.3%); SAS: Devin Vassell (10.2%); DAL: P.J. Washington (10.0%)
2026-02-07,0022500745,Portland Trail Blazers,Memphis Grizzlies,2026-02-08T03:10:00Z,-283.9464973300608,283.9464973300607,-8.5,8.5,-110,-110,234.5,-100.06366397433042,100.0636639743304,11,oddsapi_consensus,POR,MEM,,,,
2026-02-07,0022500752,Chicago Bulls,Denver Nuggets,2026-02-08T01:10:00Z,191.0493374510576,-191.0493374510576,5.5,-5.5,-110,-110,233.0,100.1187817741246,-100.11878177412454,11,oddsapi_consensus,CHI,DEN,0.475967065839336,2.2140544186244338,0.8907432234076045,DEN: Jamal Murray (11.9%); DEN: Nikola Jokić (11.2%); CHI: Jaden Ivey (10.4%); CHI: Guerschon Yabusele (10.4%); CHI: Josh Giddey (9.9%)
