event_id,commence_time,home_team,away_team,has_odds
b321b271a38a3a225bb32d4cda89c2ca,2026-02-07T20:10:00Z,Brooklyn Nets,Washington Wizards,True
734128222c2a03269132090adb3c593d,2026-02-07T20:40:00Z,Oklahoma City Thunder,Houston Rockets,True
b69d85cac76c01181ada3299bc50ed54,2026-02-07T23:10:00Z,San Antonio Spurs,Dallas Mavericks,True
a54af649958eb60284f57114fdeeb472,2026-02-08T00:10:00Z,Orlando Magic,Utah Jazz,True
05cf7fd60949a0c52340284b261ae851,2026-02-08T00:40:00Z,Atlanta Hawks,Charlotte Hornets,True
e9a14346272a3fc89154cc1bf1c5da1b,2026-02-08T01:10:00Z,Chicago Bulls,Denver Nuggets,True
076f5eadf0573f4dd2ace4f26ae28ef2,2026-02-08T01:40:00Z,Los Angeles Lakers,Golden State Warriors,True
a809adbd88558364e25c834bbb5a88f0,2026-02-08T02:10:00Z,Phoenix Suns,Philadelphia 76ers,True
7b28a8f5733ef01c824181e1b5a42341,2026-02-08T03:10:00Z,Sacramento Kings,Cleveland Cavaliers,True
e4c99c288d8e1b1baf8bd7af1678ddb5,2026-02-08T03:10:00Z,Portland Trail Blazers,Memphis Grizzlies,True
