date,game_id,player_id,player_name,team_abbr,pts,reb,ast,threes,pra
2026-01-21,0022500620,1642851,Kon Knueppel,CHA,21.0,11.0,2.0,2.0,34.0
2026-01-21,0022500620,1628970,Miles Bridges,CHA,11.0,1.0,1.0,1.0,13.0
2026-01-21,0022500620,1631217,Moussa Diabaté,CHA,4.0,5.0,0.0,0.0,9.0
2026-01-21,0022500620,1641706,Brandon Miller,CHA,24.0,4.0,2.0,3.0,30.0
2026-01-21,0022500620,1642883,Sion James,CHA,0.0,1.0,1.0,0.0,2.0
2026-01-21,0022500620,1630163,LaMelo Ball,CHA,2.0,5.0,7.0,0.0,14.0
2026-01-21,0022500620,1630182,Josh Green,CHA,7.0,9.0,2.0,1.0,18.0
2026-01-21,0022500620,1641750,Ryan Kalkbrenner,CHA,7.0,4.0,1.0,0.0,12.0
2026-01-21,0022500620,1629684,Grant Williams,CHA,0.0,5.0,4.0,0.0,9.0
2026-01-21,0022500620,1629012,Collin Sexton,CHA,11.0,2.0,0.0,1.0,13.0
2026-01-21,0022500620,1629731,Dean Wade,CLE,4.0,9.0,4.0,0.0,17.0
2026-01-21,0022500620,1630596,Evan Mobley,CLE,14.0,14.0,0.0,0.0,28.0
2026-01-21,0022500620,1628386,Jarrett Allen,CLE,13.0,9.0,0.0,0.0,22.0
2026-01-21,0022500620,1642281,Jaylon Tyson,CLE,14.0,7.0,4.0,1.0,25.0
2026-01-21,0022500620,1628378,Donovan Mitchell,CLE,24.0,3.0,6.0,2.0,33.0
2026-01-21,0022500620,1641854,Craig Porter Jr.,CLE,7.0,1.0,2.0,2.0,10.0
2026-01-21,0022500620,1629631,De'Andre Hunter,CLE,4.0,4.0,1.0,1.0,9.0
2026-01-21,0022500620,1641772,Nae'Qwan Tomlin,CLE,6.0,9.0,2.0,0.0,17.0
2026-01-21,0022500620,1626204,Larry Nance Jr.,CLE,5.0,2.0,1.0,1.0,8.0
2026-01-21,0022500620,1642878,Tyrese Proctor,CLE,3.0,2.0,0.0,1.0,5.0
2026-01-21,0022500621,1627759,Jaylen Brown,BOS,30.0,10.0,5.0,1.0,45.0
2026-01-21,0022500621,1630573,Sam Hauser,BOS,17.0,6.0,3.0,5.0,26.0
2026-01-21,0022500621,1629674,Neemias Queta,BOS,17.0,9.0,0.0,0.0,26.0
2026-01-21,0022500621,1630202,Payton Pritchard,BOS,10.0,5.0,8.0,1.0,23.0
2026-01-21,0022500621,1628401,Derrick White,BOS,13.0,5.0,5.0,1.0,23.0
2026-01-21,0022500621,1629014,Anfernee Simons,BOS,9.0,4.0,2.0,1.0,15.0
2026-01-21,0022500621,1630568,Luka Garza,BOS,8.0,6.0,0.0,0.0,14.0
2026-01-21,0022500621,1631248,Baylor Scheierman,BOS,5.0,2.0,1.0,1.0,8.0
2026-01-21,0022500621,1641775,Jordan Walsh,BOS,3.0,5.0,0.0,1.0,8.0
2026-01-21,0022500621,1642864,Hugo González,BOS,5.0,2.0,0.0,1.0,7.0
2026-01-21,0022500621,1631199,Ron Harper Jr.,BOS,2.0,0.0,0.0,0.0,2.0
2026-01-21,0022500621,1642277,Johnny Furphy,IND,10.0,8.0,2.0,2.0,20.0
2026-01-21,0022500621,1627783,Pascal Siakam,IND,32.0,10.0,4.0,4.0,46.0
2026-01-21,0022500621,1630643,Jay Huff,IND,2.0,3.0,1.0,0.0,6.0
2026-01-21,0022500621,1630174,Aaron Nesmith,IND,6.0,3.0,4.0,0.0,13.0
2026-01-21,0022500621,1629614,Andrew Nembhard,IND,9.0,4.0,9.0,0.0,22.0
2026-01-21,0022500621,1641767,Ben Sheppard,IND,8.0,0.0,2.0,2.0,10.0
2026-01-21,0022500621,1641716,Jarace Walker,IND,19.0,3.0,2.0,3.0,24.0
2026-01-21,0022500621,1630543,Isaiah Jackson,IND,0.0,2.0,1.0,0.0,3.0
