date,home_team,visitor_team,h1_total,q2_total,q3_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price,q3_spread,q3_home_spread_price,q3_away_spread_price
2026-02-08,Toronto Raptors,Indiana Pacers,90.5,49.0,58.0,-6.5,-110,-120,-5.5,-110,-120,-1.0,-110,-120
2026-02-08,Minnesota Timberwolves,Los Angeles Clippers,94.5,52.5,57.0,-0.5,-120,-110,-4.5,-120,-110,-3.0,-110,-120
