date,team_tri,player_id,player_name,starter_prob,is_starter,exp_min_mean,exp_min_sd,exp_min_cap,exp_asof_ts,exp_min_source,lag1_min,roll3_min,roll5_min,roll10_min
2026-05-08,CON,4433514,Saniya Rivers,0.92,True,28.721445084440262,5.125608901289667,34.61589532092338,2026-05-08T17:52:51Z,props_features+league_status,24.0,27.666666666666668,28.4,26.1
2026-05-08,CON,4684384,Aneesah Morrow,0.86,True,23.869825562549202,7.239417151663503,32.19515528696223,2026-05-08T17:52:51Z,props_features+league_status,16.0,23.666666666666668,24.8,22.7
2026-05-08,CON,3922628,Kennedy Burke,0.8,True,22.238370539769388,3.871141129294662,26.69018283845825,2026-05-08T17:52:51Z,props_features+league_status,24.0,22.0,19.4,18.6
2026-05-08,CON,4703609,Charlisse Leger-Walker,0.74,True,19.235495901770733,7.0710678118654755,27.36722388541603,2026-05-08T17:52:51Z,props_features+league_status,14.0,19.0,19.0,19.0
2026-05-08,CON,4433635,Diamond Miller,0.68,True,19.235495901770733,6.295221611548019,26.475000755050957,2026-05-08T17:52:51Z,props_features+league_status,16.0,18.333333333333332,14.2,16.9
2026-05-08,CON,2490553,Brittney Griner,0.2,False,13.439199803370487,5.318860408427526,20.087775313904896,2026-05-08T17:52:51Z,props_features+league_status,21.0,15.0,13.8,14.7
2026-05-08,CON,4898898,Gianna Kneepkens,0.2,False,13.165628306100858,2.8284271247461903,16.701162212033594,2026-05-08T17:52:51Z,props_features+league_status,17.0,15.0,15.0,15.0
2026-05-08,CON,5105732,Raegan Beers,0.2,False,10.94285989078513,2.1213203435596424,13.594510320234683,2026-05-08T17:52:51Z,props_features+league_status,14.0,12.5,12.5,12.5
2026-05-08,CON,4433408,Aaliyah Edwards,0.08,False,10.116445992783127,8.0,20.116445992783127,2026-05-08T17:52:51Z,props_features+league_status,0.0,13.333333333333334,14.8,16.6
2026-05-08,CON,4433413,Madison Hayes,0.08,False,8.976564754159675,4.546060565661952,14.659140461237115,2026-05-08T17:52:51Z,props_features+league_status,11.0,9.0,11.0,11.0
2026-05-08,CON,4433798,Taylor Bigby,0.08,False,8.207144918088845,1.5,10.707144918088845,2026-05-08T17:52:51Z,props_features+league_status,10.0,9.5,9.5,9.5
2026-05-08,CON,1107,Shey Peddy,0.08,False,7.337985473638464,8.0,17.337985473638465,2026-05-08T17:52:51Z,props_features+league_status,0.0,7.333333333333333,11.8,13.1
2026-05-08,CON,4398966,Olivia Nelson-Ododa,0.08,False,6.810790400775119,6.854153135452292,15.378481820090483,2026-05-08T17:52:51Z,props_features+league_status,14.0,8.666666666666666,5.2,5.9
2026-05-08,CON,5208981,Leila Lacan,0.08,False,5.992925612062794,8.0,15.992925612062795,2026-05-08T17:52:51Z,props_features+league_status,0.0,0.0,9.4,18.6
2026-05-08,CON,5345319,Nell Angloma,0.08,False,1.7098218579351763,1.5,4.209821857935176,2026-05-08T17:52:51Z,props_features+league_status,0.0,0.0,0.0,0.0
2026-05-08,GSV,4398935,Veronica Burton,0.92,True,32.57940890986377,8.0,40.0,2026-05-08T17:52:51Z,props_features+league_status,14.0,27.666666666666668,29.6,29.4
2026-05-08,GSV,4790264,Janelle Salaun,0.86,True,26.412457743414667,8.0,35.612457743414666,2026-05-08T17:52:51Z,props_features+league_status,0.0,23.333333333333332,27.0,28.8
2026-05-08,GSV,3142328,Gabby Williams,0.8,True,23.21183519094956,8.0,32.41183519094956,2026-05-08T17:52:51Z,props_features+league_status,0.0,21.333333333333332,22.8,25.9
2026-05-08,GSV,4065780,Kaila Charles,0.74,True,22.592629782106638,8.0,31.792629782106637,2026-05-08T17:52:51Z,props_features+league_status,0.0,15.333333333333334,19.6,23.0
2026-05-08,GSV,4398907,Kate Martin,0.68,True,22.592629782106638,8.0,31.792629782106637,2026-05-08T17:52:51Z,props_features+league_status,23.0,18.333333333333332,14.6,16.4
2026-05-08,GSV,4790263,Iliana Rupert,0.2,False,15.275964788968105,8.0,25.275964788968103,2026-05-08T17:52:51Z,props_features+league_status,0.0,16.333333333333332,18.2,23.8
2026-05-08,GSV,4257500,Cecilia Zandalasini,0.2,False,15.138735482143455,8.0,25.138735482143453,2026-05-08T17:52:51Z,props_features+league_status,0.0,20.666666666666668,17.8,18.4
2026-05-08,GSV,4899328,Kaitlyn Chen,0.2,False,12.240184757505775,8.0,22.240184757505773,2026-05-08T17:52:51Z,props_features+league_status,29.0,11.0,7.6,4.9
2026-05-08,GSV,1054,Tiffany Hayes,0.08,False,8.638752217424775,8.0,18.638752217424774,2026-05-08T17:52:51Z,props_features+league_status,10.0,3.3333333333333335,6.2,18.0
2026-05-08,GSV,4432834,Laeticia Amihere,0.08,False,7.654717675804131,6.894003967560323,16.272222635254536,2026-05-08T17:52:51Z,props_features+league_status,15.0,6.333333333333333,4.8,6.8
2026-05-08,GSV,2529622,Kayla Thornton,0.08,False,5.623054523546541,5.922288955600649,13.025915718047353,2026-05-08T17:52:51Z,props_features+league_status,15.0,5.0,3.0,1.5
2026-05-08,GSV,2590093,Kiah Stokes,0.08,False,4.02316162934699,3.9107338590325282,8.91157895313765,2026-05-08T17:52:51Z,props_features+league_status,10.0,3.6666666666666665,2.2,1.6
2026-05-08,GSV,5277552,Juste Jocyte,0.08,False,2.008233758409479,1.5,4.508233758409479,2026-05-08T17:52:51Z,props_features+league_status,0.0,0.0,0.0,0.0
2026-05-08,GSV,5345336,Kokoro Tanaka,0.08,False,2.008233758409479,4.5,7.633233758409479,2026-05-08T17:52:51Z,props_features+league_status,0.0,0.0,0.0,0.0
2026-05-08,NYL,2999101,Jonquel Jones,0.92,True,22.060236447429354,8.0,31.260236447429353,2026-05-08T17:52:51Z,props_features+league_status,21.0,22.333333333333332,24.8,24.4
2026-05-08,NYL,2998928,Breanna Stewart,0.86,True,21.94998251687673,8.0,31.14998251687673,2026-05-08T17:52:51Z,props_features+league_status,18.0,21.666666666666668,25.0,27.3
2026-05-08,NYL,4066533,Sabrina Ionescu,0.8,True,21.033299837139197,8.0,30.233299837139196,2026-05-08T17:52:51Z,props_features+league_status,16.0,22.666666666666668,27.4,19.0
2026-05-08,NYL,4595823,Alex Fowler,0.74,True,17.199613166209378,5.656854249492381,23.704995553125613,2026-05-08T17:52:51Z,props_features+league_status,15.0,19.0,19.0,19.0
2026-05-08,NYL,4281930,Anneli Maley,0.68,True,17.114560134068782,8.0,26.31456013406878,2026-05-08T17:52:51Z,props_features+league_status,24.0,22.0,14.2,14.2
2026-05-08,NYL,4703579,Derin Erdogan,0.2,False,12.39884201871797,2.8284271247461903,15.934375924650707,2026-05-08T17:52:51Z,props_features+league_status,18.0,16.0,16.0,16.0
2026-05-08,NYL,2327695,Rebekah Gardner,0.2,False,11.491609675884948,8.0,21.49160967588495,2026-05-08T17:52:51Z,props_features+league_status,23.0,15.0,11.8,13.6
2026-05-08,NYL,4038379,Marine Johannes,0.2,False,11.393326172078037,8.0,21.393326172078037,2026-05-08T17:52:51Z,props_features+league_status,29.0,13.0,10.0,12.6
2026-05-08,NYL,5345320,Pauline Astier,0.08,False,9.979555771163243,8.0,19.97955577116324,2026-05-08T17:52:51Z,props_features+league_status,22.0,11.0,11.0,11.0
2026-05-08,NYL,4683006,Leonie Fiebich,0.08,False,9.838430740055884,8.0,19.838430740055884,2026-05-08T17:52:51Z,props_features+league_status,0.0,9.333333333333334,18.0,21.9
