date,home_tri,away_tri,home_pts,visitor_pts
2026-02-27,DET,CLE,122,119
2026-02-27,BOS,BKN,148,111
2026-02-27,MIL,NYK,98,127
2026-02-27,DAL,MEM,105,124
2026-02-27,OKC,DEN,127,121
