market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Toronto Raptors,Boston Celtics,Toronto Raptors,2026-04-05,0.7114895723255928,-110.0,0.5238095238095238,-15.141928006624973,9.5,-5.641928006624973,9.5,,High
TOTAL,Over,Boston Celtics,Toronto Raptors,2026-04-05,0.2747385014260152,-100.5789717461788,0.5014432513566562,5.701525354373331,220.5,,,226.20152535437333,High
ATS,Chicago Bulls,Chicago Bulls,Phoenix Suns,2026-04-05,0.7803554776475672,-110.0,0.5238095238095238,17.942241941672602,10.5,7.442241941672602,-10.5,,High
TOTAL,Under,Chicago Bulls,Phoenix Suns,2026-04-05,0.5319103837633454,-100.0,0.5,-11.609454012593517,234.5,,,222.89054598740648,High
ATS,Dallas Mavericks,Dallas Mavericks,Los Angeles Lakers,2026-04-05,0.4563839709019014,-110.0,0.5238095238095238,8.586694132693069,6.5,2.086694132693068,-6.5,,High
TOTAL,Under,Dallas Mavericks,Los Angeles Lakers,2026-04-05,0.378517625079956,-100.0,0.5,-7.9000084685069965,235.5,,,227.599991531493,High
ATS,Golden State Warriors,Golden State Warriors,Houston Rockets,2026-04-05,0.3553495989387775,-110.0,0.5238095238095238,6.638689592098011,3.5,3.1386895920980105,-3.5,,High
TOTAL,Under,Golden State Warriors,Houston Rockets,2026-04-05,0.007911120773946956,100.57897174617878,0.49855674864334376,-0.10030153423517163,223.5,,,223.39969846576483,Low
ML,Minnesota Timberwolves,Minnesota Timberwolves,Charlotte Hornets,2026-04-05,0.13935798312039793,-108.13526174131832,0.5195432087606311,,,,,,High
ATS,Minnesota Timberwolves,Minnesota Timberwolves,Charlotte Hornets,2026-04-05,0.6827374791680445,-110.0,0.5238095238095238,14.186224187674418,-1.5,15.686224187674418,1.5,,High
TOTAL,Under,Minnesota Timberwolves,Charlotte Hornets,2026-04-05,0.39246901043267823,-100.0,0.5,-8.217615787695365,229.5,,,221.28238421230463,High
ML,Orlando Magic,New Orleans Pelicans,Orlando Magic,2026-04-05,0.036394422461707876,-143.24909707571103,0.5888987823503612,,,,,,Medium
ATS,Orlando Magic,New Orleans Pelicans,Orlando Magic,2026-04-05,0.24383841197990197,-110.0,0.5238095238095238,-4.673596376584422,-3.5,-8.173596376584422,-3.5,,High
TOTAL,Under,New Orleans Pelicans,Orlando Magic,2026-04-05,0.5312150379420437,-100.0,0.5,-11.591318643347478,234.5,,,222.90868135665252,High
ATS,Utah Jazz,Oklahoma City Thunder,Utah Jazz,2026-04-05,0.8816542923251633,-110.0,0.5238095238095238,-26.243901647235525,21.5,-4.743901647235525,21.5,,High
TOTAL,Under,Oklahoma City Thunder,Utah Jazz,2026-04-05,0.711480163167244,-100.0,0.5,-16.9819886181956,239.5,,,222.5180113818044,High
ATS,Sacramento Kings,Sacramento Kings,Los Angeles Clippers,2026-04-05,0.6934757699760494,-110.0,0.5238095238095238,14.532403227084004,11.5,3.032403227084004,-11.5,,High
TOTAL,Under,Sacramento Kings,Los Angeles Clippers,2026-04-05,0.5179620466028507,-100.0,0.5,-11.248456903731352,231.5,,,220.25154309626865,High
