date,home_tri,away_tri,home_pts,visitor_pts
2025-12-19,BOS,MIA,129,116
2025-12-19,NYK,PHI,107,116
2025-12-19,ATL,SAS,98,126
2025-12-19,CLE,CHI,125,136
2025-12-19,MIN,OKC,112,107
