date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,total,bookmaker
2025-12-09,2025-12-09T23:10:00Z,Orlando Magic,Miami Heat,-109.8,-110.1,-1.0,1.0,235.5,oddsapi_consensus
2025-12-09,2025-12-10T01:30:00Z,Toronto Raptors,New York Knicks,159.63636363636363,-190.1818181818182,4.5,-4.5,226.0,oddsapi_consensus
