date,tip_n,tip_brier,tip_logloss,tip_acc,fb_n,fb_top1,fb_top5,fb_mean_prob_actual,thr_n,thr_mae,thr_rmse,thr_brier_ge1
2026-01-01,6,0.2184214429320385,0.629021621527687,0.8333333333333334,6,0.0,0.3333333333333333,0.0950700905758021,6,2.2311027394094154,2.3666501067584904,0.0128677333460561
2026-01-02,20,0.2280637584598476,0.6488475004071985,0.7,20,0.1,0.5,0.1105886524595752,20,2.078733525492866,2.50945492105374,0.0118500088410246
2026-01-03,16,0.254728124768154,0.7031293297518394,0.375,16,0.25,0.625,0.1141814737309833,16,2.1458619585369405,2.5717026539666312,0.011837171941133
2026-01-04,10,0.3015774865048005,0.7974228882208744,0.4,10,0.2,0.6,0.1079060515493152,10,2.6422069931739363,2.818634190157604,0.0134457752516793
2026-01-05,16,0.2599028726489563,0.7134947517156887,0.5,16,0.0,0.0,0.0829250425008462,16,2.519553487104486,2.8570013982189906,0.0116812070371208
2026-01-06,10,0.2864188335560199,0.7673340742334853,0.4,12,0.1666666666666666,0.8333333333333334,0.1051344269544845,12,6.0177879158530105,7.107802866486523,0.0138467710999037
2026-01-07,22,0.2656275172171312,0.7249323749980453,0.3181818181818182,24,0.1666666666666666,0.5,0.109952092109758,24,2.98330769107724,3.3424316503691647,0.0121035538457306
2026-01-08,6,0.3107666653450169,0.8188092772743846,0.5,6,0.3333333333333333,0.3333333333333333,0.1032252643827559,6,1.9337034736069745,2.435320219594132,0.0115535263150856
2026-01-09,18,0.2608831066523227,0.7147196583823701,0.2777777777777778,20,0.1,0.2,0.1020287506653792,20,2.66477290395435,3.071887455657304,0.0124040393781206
2026-01-10,10,0.3205184155498154,0.8370616330243857,0.4,10,0.2,0.4,0.1033255052420889,10,3.199990710497889,3.523434069594152,0.0124382602009525
2026-01-11,8,0.2042369664660966,0.601099615334966,0.5,8,0.0,0.5,0.1005795115421141,8,3.3294356644263243,3.498938809372249,0.0134499853807038
2026-01-12,10,0.2065937056096299,0.6038869556010384,0.8,12,0.0,0.3333333333333333,0.0934700222419669,12,1.3089306716296532,1.385088745539798,0.0123319053827553
2026-01-13,12,0.248882565047608,0.6907199582048626,0.5,14,0.0,0.5714285714285714,0.0997993268021445,14,4.080931351908954,5.3217173457398985,0.012334411230272
2026-01-14,14,0.2456196090473038,0.6852307907906566,0.7142857142857143,14,0.0,0.1428571428571428,0.0876514088126348,14,1.4602239420917371,1.7479160269066574,0.0129609609826909
2026-01-15,14,0.2390426957825773,0.6708464578867044,0.5714285714285714,18,0.1111111111111111,0.4444444444444444,0.1049752640675074,18,3.117195757000525,3.424798632195431,0.0120460396064884
2026-01-16,10,0.3213434730796628,0.8515096809791866,0.6,12,0.0,1.0,0.1042315075705678,12,1.3186423907905092,2.1010688645278384,0.0133995159889734
2026-01-17,14,0.2359887664889659,0.665074035276171,0.7142857142857143,18,0.0,0.4444444444444444,0.1014090578516817,18,2.1298982594155884,2.668286002234294,0.0118025963273312
2026-01-18,10,0.2359901845769807,0.664623062233545,0.6,12,0.0,0.5,0.1010087593678383,12,2.0603221648305,2.585029678154056,0.0135380196220434
2026-01-19,18,0.2583145884594386,0.7108292859672066,0.4444444444444444,18,0.1111111111111111,0.3333333333333333,0.0966100975714574,18,3.545252674214902,3.921106436671282,0.011568812068526
2026-01-20,10,0.2337059521898909,0.6602170976798512,0.8,10,0.4,0.8,0.1068994668916968,10,3.647605071424229,4.5614193992856285,0.0136573936106644
2026-01-21,4,0.2565415867295532,0.7062567138344226,0.5,4,0.0,0.0,0.0980811411578045,4,3.888457474926769,3.889127217768573,0.0148062918280671
2026-01-22,6,0.2022644205294774,0.5965389892542509,0.6666666666666666,10,0.6,0.6,0.1108050950430497,10,2.5800144451113214,2.7643387682129794,0.0118449108612529
2026-01-23,16,0.2420800255387518,0.6773027768020301,0.625,16,0.0,0.375,0.1035633261709685,16,3.0621758838913324,3.6101243679744894,0.0126834101902526
2026-01-24,6,0.2356396788017537,0.663945904817298,0.5,8,0.25,0.5,0.1037035246538492,8,3.5461879098375766,4.354277764198571,0.0123752524137528
2026-01-25,6,0.2206693793544895,0.6335349972956966,0.6666666666666666,10,0.0,1.0,0.109688866742722,10,1.5823451241756306,1.7768590856636683,0.0119923787126542
2026-01-26,8,0.2182415414570783,0.6287486637127087,0.7,10,0.0,0.4,0.0973181410464131,10,3.7554357790757735,3.8568448546878336,0.011429198182098
2026-01-27,12,0.2075775214385105,0.6044762258502928,0.6666666666666666,14,0.1428571428571428,0.4285714285714285,0.1028307467572471,14,4.644524003656306,5.9462979886787615,0.0128430709533584
2026-01-28,18,0.2034489242764384,0.5947047795654685,0.6666666666666666,18,0.0,0.5555555555555556,0.1049751642768184,18,1.8060834266926424,1.9660633153773732,0.0119547643773615
