gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints,game_id,date
0022301094,1610612747,Los Angeles,Lakers,LAL,lakers,1629060,Rui,Hachimura,R. Hachimura,rui-hachimura,F,,,25:53,6,9,0.667,2,4,0.5,0,0,0.0,1,3,4,4,1,0,0,1,14,6.0,0022301094,2024-04-02
0022301094,1610612747,Los Angeles,Lakers,LAL,lakers,2544,LeBron,James,L. James,lebron-james,F,,,28:47,10,12,0.833,1,1,1.0,2,5,0.4,0,4,4,9,0,0,1,0,23,13.0,0022301094,2024-04-02
0022301094,1610612747,Los Angeles,Lakers,LAL,lakers,203076,Anthony,Davis,A. Davis,anthony-davis,C,,,27:31,10,20,0.5,0,4,0.0,1,4,0.25,2,10,12,1,0,0,5,3,21,14.0,0022301094,2024-04-02
0022301094,1610612747,Los Angeles,Lakers,LAL,lakers,1630559,Austin,Reaves,A. Reaves,austin-reaves,G,,,25:12,2,9,0.222,1,5,0.2,2,2,1.0,1,3,4,6,0,3,1,2,7,6.0,0022301094,2024-04-02
0022301094,1610612747,Los Angeles,Lakers,LAL,lakers,1626156,D'Angelo,Russell,D. Russell,dangelo-russell,G,,,32:33,9,17,0.529,7,14,0.5,0,0,0.0,0,2,2,7,0,0,4,1,25,23.0,0022301094,2024-04-02
0022301094,1610612747,Los Angeles,Lakers,LAL,lakers,203915,Spencer,Dinwiddie,S. Dinwiddie,spencer-dinwiddie,,,,24:58,3,6,0.5,3,6,0.5,0,0,0.0,0,1,1,1,1,3,0,3,9,20.0,0022301094,2024-04-02
0022301094,1610612747,Los Angeles,Lakers,LAL,lakers,1627752,Taurean,Prince,T. Prince,taurean-prince,,,,24:11,3,8,0.375,2,2,1.0,0,0,0.0,2,3,5,5,2,1,1,2,8,13.0,0022301094,2024-04-02
0022301094,1610612747,Los Angeles,Lakers,LAL,lakers,1631108,Max,Christie,M. Christie,max-christie,,,,20:10,5,10,0.5,2,4,0.5,0,0,0.0,2,5,7,3,2,1,0,1,12,8.0,0022301094,2024-04-02
0022301094,1610612747,Los Angeles,Lakers,LAL,lakers,1629637,Jaxson,Hayes,J. Hayes,jaxson-hayes,,,,18:33,3,5,0.6,0,0,0.0,1,1,1.0,4,3,7,2,0,0,1,4,7,6.0,0022301094,2024-04-02
0022301094,1610612747,Los Angeles,Lakers,LAL,lakers,1641721,Maxwell,Lewis,M. Lewis,maxwell-lewis,,,,6:06,1,4,0.25,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,-12.0,0022301094,2024-04-02
0022301094,1610612747,Los Angeles,Lakers,LAL,lakers,1630658,Colin,Castleton,C. Castleton,colin-castleton,,,,6:06,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-12.0,0022301094,2024-04-02
0022301094,1610612747,Los Angeles,Lakers,LAL,lakers,1629020,Jarred,Vanderbilt,J. Vanderbilt,jarred-vanderbilt,,DND - Injury/Illness,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0022301094,2024-04-02
0022301094,1610612761,Toronto,Raptors,TOR,raptors,1641711,Gradey,Dick,G. Dick,gradey-dick,F,,,32:20,6,14,0.429,2,5,0.4,0,0,0.0,1,1,2,0,0,0,0,0,14,-14.0,0022301094,2024-04-02
0022301094,1610612761,Toronto,Raptors,TOR,raptors,1629628,RJ,Barrett,R. Barrett,rj-barrett,F,,,26:28,11,18,0.611,2,3,0.667,4,7,0.571,0,6,6,6,0,0,0,3,28,-9.0,0022301094,2024-04-02
0022301094,1610612761,Toronto,Raptors,TOR,raptors,203482,Kelly,Olynyk,K. Olynyk,kelly-olynyk,C,,,26:50,6,10,0.6,0,2,0.0,2,2,1.0,2,5,7,4,1,2,1,4,14,-18.0,0022301094,2024-04-02
0022301094,1610612761,Toronto,Raptors,TOR,raptors,1628971,Bruce,Brown,B. Brown,bruce-brown,G,,,28:07,2,6,0.333,0,2,0.0,1,1,1.0,1,5,6,1,2,0,1,3,5,-12.0,0022301094,2024-04-02
0022301094,1610612761,Toronto,Raptors,TOR,raptors,1630193,Immanuel,Quickley,I. Quickley,immanuel-quickley,G,,,27:10,7,12,0.583,3,7,0.429,3,3,1.0,0,3,3,6,1,0,3,1,20,-8.0,0022301094,2024-04-02
0022301094,1610612761,Toronto,Raptors,TOR,raptors,1629670,Jordan,Nwora,J. Nwora,jordan-nwora,,,,25:41,2,6,0.333,2,4,0.5,0,0,0.0,0,5,5,1,1,0,4,0,6,-8.0,0022301094,2024-04-02
0022301094,1610612761,Toronto,Raptors,TOR,raptors,1631241,Javon,Freeman-Liberty,J. Freeman-Liberty,javon-freeman-liberty,,,,13:56,2,5,0.4,0,1,0.0,1,2,0.5,1,4,5,1,2,0,1,2,5,-21.0,0022301094,2024-04-02
0022301094,1610612761,Toronto,Raptors,TOR,raptors,1631338,Mouhamadou,Gueye,M. Gueye,mouhamadou-gueye,,,,14:14,3,7,0.429,0,1,0.0,0,0,0.0,0,2,2,2,1,3,5,2,6,-3.0,0022301094,2024-04-02
0022301094,1610612761,Toronto,Raptors,TOR,raptors,202066,Garrett,Temple,G. Temple,garrett-temple,,,,28:07,2,8,0.25,0,5,0.0,2,4,0.5,0,1,1,0,2,0,2,3,6,-5.0,0022301094,2024-04-02
0022301094,1610612761,Toronto,Raptors,TOR,raptors,1628424,Kobi,Simmons,K. Simmons,kobi-simmons,,,,10:16,2,3,0.667,1,2,0.5,0,0,0.0,0,3,3,3,1,1,0,1,5,1.0,0022301094,2024-04-02
0022301094,1610612761,Toronto,Raptors,TOR,raptors,1629667,Jalen,McDaniels,J. McDaniels,jalen-mcdaniels,,,,6:51,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,1,0,0,0,0,2,12.0,0022301094,2024-04-02
0022301094,1610612761,Toronto,Raptors,TOR,raptors,1629018,Gary,Trent Jr.,G. Trent Jr.,gary-trent-jr,,DND - Rest,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0022301094,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,203114,Khris,Middleton,K. Middleton,khris-middleton,F,,,30:52,9,19,0.474,3,8,0.375,3,4,0.75,3,6,9,6,2,0,4,3,24,-14.0,0022301095,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,203507,Giannis,Antetokounmpo,G. Antetokounmpo,giannis-antetokounmpo,F,,,36:19,15,21,0.714,0,0,0.0,5,9,0.556,3,12,15,10,0,0,2,2,35,2.0,0022301095,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,201572,Brook,Lopez,B. Lopez,brook-lopez,C,,,26:26,3,9,0.333,0,4,0.0,0,0,0.0,1,1,2,1,1,3,0,1,6,-7.0,0022301095,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,1627736,Malik,Beasley,M. Beasley,malik-beasley,G,,,29:54,2,13,0.154,1,10,0.1,0,0,0.0,1,1,2,1,2,0,1,3,5,-7.0,0022301095,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,201976,Patrick,Beverley,P. Beverley,patrick-beverley,G,,,21:57,1,4,0.25,0,2,0.0,0,0,0.0,1,4,5,3,1,1,0,1,2,-8.0,0022301095,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,1626192,Pat,Connaughton,P. Connaughton,pat-connaughton,,,,29:09,4,11,0.364,3,10,0.3,4,4,1.0,3,5,8,5,0,1,1,2,15,4.0,0022301095,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,1626171,Bobby,Portis,B. Portis,bobby-portis,,,,25:29,6,14,0.429,0,3,0.0,0,0,0.0,5,7,12,3,0,1,1,1,12,3.0,0022301095,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,201568,Danilo,Gallinari,D. Gallinari,danilo-gallinari,,,,5:36,1,1,1.0,1,1,1.0,0,1,0.0,1,1,2,0,1,0,2,2,3,0.0,0022301095,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,203109,Jae,Crowder,J. Crowder,jae-crowder,,,,20:44,2,7,0.286,1,6,0.167,0,0,0.0,0,2,2,1,1,0,0,1,5,4.0,0022301095,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,1631260,AJ,Green,A. Green,aj-green,,,,13:34,2,4,0.5,2,4,0.5,0,0,0.0,0,0,0,1,0,0,1,1,6,3.0,0022301095,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,203648,Thanasis,Antetokounmpo,T. Antetokounmpo,thanasis-antetokounmpo,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0022301095,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,1630699,MarJon,Beauchamp,M. Beauchamp,marjon-beauchamp,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0022301095,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,1641748,Andre,Jackson Jr.,A. Jackson Jr.,andre-jackson-jr,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0022301095,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,1641753,Chris,Livingston,C. Livingston,chris-livingston,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0022301095,2024-04-02
0022301095,1610612749,Milwaukee,Bucks,MIL,bucks,1631102,TyTy,Washington Jr.,T. Washington Jr.,tyty-washington-jr,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0022301095,2024-04-02
0022301095,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,38:49,10,17,0.588,0,5,0.0,3,4,0.75,1,7,8,5,1,1,3,4,23,9.0,0022301095,2024-04-02
0022301095,1610612764,Washington,Wizards,WAS,wizards,1630264,Anthony,Gill,A. Gill,anthony-gill,F,,,38:01,6,11,0.545,0,2,0.0,0,0,0.0,1,8,9,0,0,0,2,3,12,7.0,0022301095,2024-04-02
0022301095,1610612764,Washington,Wizards,WAS,wizards,1628963,Marvin,Bagley III,M. Bagley III,marvin-bagley-iii,C,,,9:21,2,5,0.4,0,1,0.0,0,0,0.0,0,3,3,0,1,0,1,0,4,5.0,0022301095,2024-04-02
0022301095,1610612764,Washington,Wizards,WAS,wizards,1630557,Corey,Kispert,C. Kispert,corey-kispert,G,,,38:04,10,18,0.556,4,11,0.364,3,4,0.75,1,6,7,0,1,1,0,0,27,5.0,0022301095,2024-04-02
