date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-03-01,2026-03-01T22:10:00Z,Indiana Pacers,Memphis Grizzlies,-106.01805905408436,106.0180590540844,-1.0,1.0,,,237.5,-100.43830557891366,100.43830557891363,11,11,8,7,oddsapi_consensus
2026-03-01,2026-03-01T20:40:00Z,Denver Nuggets,Minnesota Timberwolves,-139.67985916040232,139.67985916040234,-3.0,3.0,,,240.5,-100.65645490403224,100.65645490403226,11,11,6,8,oddsapi_consensus
2026-03-01,2026-03-01T23:10:00Z,Atlanta Hawks,Portland Trail Blazers,-182.6174368436778,182.61743684367772,-5.5,5.5,,,236.5,100.97239497023529,-100.97239497023526,11,11,5,6,oddsapi_consensus
2026-03-01,2026-03-02T01:10:00Z,Dallas Mavericks,Oklahoma City Thunder,719.6719223625062,-719.6719223625072,15.5,-15.5,,,234.5,-100.0,-100.0,11,11,10,7,oddsapi_consensus
2026-03-01,2026-03-01T23:10:00Z,Orlando Magic,Detroit Pistons,182.20027244914243,-182.20027244914243,5.0,-5.0,,,224.5,100.54318305268875,-100.54318305268875,11,11,8,8,oddsapi_consensus
2026-03-01,2026-03-02T02:40:00Z,Los Angeles Lakers,Sacramento Kings,-539.5326572711715,539.5326572711717,-12.5,12.5,,,233.0,100.10680337498667,-100.10680337498667,11,11,9,8,oddsapi_consensus
2026-03-01,2026-03-01T23:10:00Z,Boston Celtics,Philadelphia 76ers,-304.2043754057201,304.2043754057202,-9.5,9.5,,,220.5,-100.0,-100.0,11,11,10,5,oddsapi_consensus
2026-03-01,2026-03-02T02:10:00Z,Los Angeles Clippers,New Orleans Pelicans,-298.1213850629612,298.1213850629613,-9.0,9.0,,,222.5,100.70320873783973,-100.70320873783973,11,11,6,8,oddsapi_consensus
2026-03-01,2026-03-01T20:40:00Z,Brooklyn Nets,Cleveland Cavaliers,463.20435304989047,-463.2043530498905,12.0,-12.0,,,222.5,-100.00263791146597,100.00263791146597,11,11,9,9,oddsapi_consensus
2026-03-01,2026-03-01T18:10:00Z,New York Knicks,San Antonio Spurs,102.67963233360668,-102.67963233360668,1.0,-1.0,,,226.5,100.52171596617914,-100.52171596617914,8,8,5,5,oddsapi_consensus
2026-03-01,2026-03-01T20:40:00Z,Chicago Bulls,Milwaukee Bucks,135.59528737313772,-135.59528737313772,3.0,-3.0,,,229.0,-100.0,-100.0,11,11,8,7,oddsapi_consensus
