date,game_id,player_id,player_name,team_abbr,pts,reb,ast,threes,stl,blk,tov,pra
2026-03-31,0022500652,1628398,Kyle Kuzma,MIL,20.0,6.0,3.0,0.0,3.0,1.0,2.0,29.0
2026-03-31,0022500652,1630579,Jericho Sims,MIL,8.0,9.0,1.0,0.0,0.0,1.0,2.0,18.0
2026-03-31,0022500652,1626167,Myles Turner,MIL,10.0,8.0,2.0,3.0,1.0,4.0,1.0,20.0
2026-03-31,0022500652,1629018,Gary Trent Jr.,MIL,13.0,3.0,1.0,4.0,0.0,0.0,0.0,17.0
2026-03-31,0022500652,1631157,Ryan Rollins,MIL,24.0,7.0,9.0,4.0,1.0,0.0,3.0,40.0
2026-03-31,0022500652,1627752,Taurean Prince,MIL,6.0,2.0,2.0,2.0,0.0,0.0,2.0,10.0
2026-03-31,0022500652,1631260,AJ Green,MIL,17.0,6.0,2.0,4.0,0.0,0.0,3.0,25.0
2026-03-31,0022500652,1631172,Ousmane Dieng,MIL,11.0,10.0,5.0,1.0,1.0,1.0,1.0,26.0
2026-03-31,0022500652,1631250,Pete Nance,MIL,11.0,6.0,3.0,2.0,1.0,2.0,2.0,20.0
2026-03-31,0022500652,1641748,Andre Jackson Jr.,MIL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
2026-03-31,0022500652,1630828,Alex Antetokounmpo,MIL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2026-03-31,0022500652,1642843,Cooper Flagg,DAL,19.0,10.0,3.0,0.0,3.0,1.0,3.0,32.0
2026-03-31,0022500652,203114,Khris Middleton,DAL,8.0,5.0,2.0,1.0,0.0,0.0,1.0,15.0
2026-03-31,0022500652,1629655,Daniel Gafford,DAL,7.0,4.0,0.0,0.0,0.0,1.0,0.0,11.0
2026-03-31,0022500652,1631108,Max Christie,DAL,3.0,3.0,1.0,1.0,0.0,0.0,1.0,7.0
2026-03-31,0022500652,1642948,Ryan Nembhard,DAL,9.0,0.0,4.0,2.0,2.0,0.0,3.0,13.0
2026-03-31,0022500652,1630619,Moussa Cisse,DAL,8.0,13.0,0.0,0.0,3.0,2.0,1.0,21.0
2026-03-31,0022500652,1630314,Brandon Williams,DAL,18.0,2.0,2.0,0.0,1.0,0.0,4.0,22.0
2026-03-31,0022500652,1641890,Tyler Smith,DAL,5.0,6.0,2.0,1.0,0.0,0.0,0.0,13.0
2026-03-31,0022500652,1642967,John Poulakidas,DAL,11.0,2.0,1.0,3.0,1.0,0.0,1.0,14.0
2026-03-31,0022500652,1642358,AJ Johnson,DAL,8.0,2.0,3.0,2.0,1.0,0.0,0.0,13.0
2026-03-31,0022500652,203939,Dwight Powell,DAL,3.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0
2026-03-31,0022501099,1641783,Tristan da Silva,ORL,9.0,3.0,0.0,0.0,1.0,0.0,0.0,12.0
2026-03-31,0022501099,1631094,Paolo Banchero,ORL,19.0,9.0,8.0,1.0,0.0,0.0,4.0,36.0
2026-03-31,0022501099,1628976,Wendell Carter Jr.,ORL,15.0,12.0,0.0,1.0,2.0,0.0,6.0,27.0
2026-03-31,0022501099,1630217,Desmond Bane,ORL,21.0,6.0,5.0,2.0,1.0,1.0,5.0,32.0
2026-03-31,0022501099,1630591,Jalen Suggs,ORL,20.0,8.0,7.0,2.0,4.0,0.0,6.0,35.0
2026-03-31,0022501099,1629048,Goga Bitadze,ORL,3.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0
2026-03-31,0022501099,1628975,Jevon Carter,ORL,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
2026-03-31,0022501099,1631288,Jamal Cain,ORL,12.0,3.0,1.0,2.0,3.0,0.0,0.0,16.0
2026-03-31,0022501099,1641724,Jett Howard,ORL,12.0,2.0,0.0,2.0,0.0,0.0,1.0,14.0
2026-03-31,0022501099,1629021,Moritz Wagner,ORL,4.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0
2026-03-31,0022501099,1630224,Jalen Green,PHX,8.0,1.0,2.0,0.0,2.0,0.0,4.0,11.0
2026-03-31,0022501099,1628415,Dillon Brooks,PHX,9.0,5.0,0.0,1.0,0.0,0.0,1.0,14.0
2026-03-31,0022501099,1642345,Oso Ighodaro,PHX,5.0,10.0,5.0,0.0,0.0,1.0,2.0,20.0
2026-03-31,0022501099,1626164,Devin Booker,PHX,34.0,3.0,7.0,2.0,1.0,0.0,4.0,44.0
2026-03-31,0022501099,1631221,Collin Gillespie,PHX,11.0,2.0,3.0,2.0,2.0,0.0,2.0,16.0
2026-03-31,0022501099,1628960,Grayson Allen,PHX,10.0,2.0,1.0,2.0,0.0,0.0,2.0,13.0
2026-03-31,0022501099,1626220,Royce O'Neale,PHX,14.0,9.0,4.0,4.0,1.0,1.0,1.0,27.0
2026-03-31,0022501099,1642863,Khaman Maluach,PHX,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2026-03-31,0022501099,1630692,Jordan Goodwin,PHX,9.0,5.0,2.0,2.0,3.0,0.0,2.0,16.0
2026-03-31,0022501099,1642853,Rasheer Fleming,PHX,11.0,4.0,0.0,1.0,0.0,0.0,2.0,15.0
2026-03-31,0022501100,1630533,Ziaire Williams,BKN,10.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0
2026-03-31,0022501100,1641730,Noah Clowney,BKN,4.0,3.0,0.0,0.0,0.0,1.0,0.0,7.0
2026-03-31,0022501100,1629651,Nic Claxton,BKN,4.0,4.0,3.0,0.0,0.0,0.0,2.0,11.0
2026-03-31,0022501100,1642962,Drake Powell,BKN,10.0,6.0,1.0,2.0,0.0,0.0,1.0,17.0
2026-03-31,0022501100,1642849,Nolan Traore,BKN,10.0,5.0,4.0,0.0,0.0,0.0,4.0,19.0
2026-03-31,0022501100,1631169,Josh Minott,BKN,14.0,2.0,0.0,1.0,1.0,1.0,0.0,16.0
2026-03-31,0022501100,1642879,Ben Saraf,BKN,7.0,2.0,3.0,1.0,0.0,0.0,3.0,12.0
2026-03-31,0022501100,1643052,Chaney Johnson,BKN,11.0,4.0,0.0,1.0,1.0,1.0,1.0,15.0
2026-03-31,0022501100,1641869,Malachi Smith,BKN,2.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0
2026-03-31,0022501100,1630623,Tyson Etienne,BKN,5.0,0.0,1.0,1.0,2.0,0.0,1.0,6.0
2026-03-31,0022501100,1630592,Jalen Wilson,BKN,4.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
2026-03-31,0022501100,1630534,Ochai Agbaji,BKN,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
2026-03-31,0022501100,1630604,E.J. Liddell,BKN,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0
2026-03-31,0022501100,1642851,Kon Knueppel,CHA,8.0,7.0,0.0,0.0,1.0,1.0,1.0,15.0
2026-03-31,0022501100,1628970,Miles Bridges,CHA,19.0,5.0,2.0,1.0,4.0,1.0,0.0,26.0
2026-03-31,0022501100,1631217,Moussa Diabaté,CHA,10.0,12.0,1.0,0.0,0.0,0.0,2.0,23.0
2026-03-31,0022501100,1641706,Brandon Miller,CHA,25.0,1.0,3.0,4.0,0.0,1.0,0.0,29.0
2026-03-31,0022501100,1630163,LaMelo Ball,CHA,14.0,7.0,9.0,3.0,0.0,0.0,3.0,30.0
2026-03-31,0022501100,1642883,Sion James,CHA,0.0,5.0,3.0,0.0,0.0,0.0,0.0,8.0
2026-03-31,0022501100,1629632,Coby White,CHA,16.0,2.0,5.0,1.0,0.0,0.0,3.0,23.0
2026-03-31,0022501100,1629684,Grant Williams,CHA,10.0,2.0,2.0,2.0,0.0,0.0,0.0,14.0
2026-03-31,0022501100,1641750,Ryan Kalkbrenner,CHA,8.0,3.0,0.0,0.0,0.0,1.0,0.0,11.0
2026-03-31,0022501100,1630182,Josh Green,CHA,3.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0
2026-03-31,0022501100,1630544,Tre Mann,CHA,2.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0
2026-03-31,0022501100,1626192,Pat Connaughton,CHA,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
2026-03-31,0022501100,1641810,Antonio Reeves,CHA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2026-03-31,0022501101,1641709,Ausar Thompson,DET,5.0,7.0,5.0,0.0,2.0,0.0,3.0,17.0
2026-03-31,0022501101,202699,Tobias Harris,DET,12.0,5.0,6.0,1.0,0.0,0.0,1.0,23.0
2026-03-31,0022501101,1631105,Jalen Duren,DET,31.0,9.0,3.0,0.0,0.0,1.0,3.0,43.0
2026-03-31,0022501101,1629130,Duncan Robinson,DET,19.0,1.0,2.0,5.0,1.0,0.0,1.0,22.0
2026-03-31,0022501101,1642450,Daniss Jenkins,DET,21.0,5.0,5.0,2.0,0.0,1.0,3.0,31.0
2026-03-31,0022501101,1627747,Caris LeVert,DET,12.0,1.0,2.0,1.0,0.0,2.0,1.0,15.0
2026-03-31,0022501101,1628989,Kevin Huerter,DET,8.0,2.0,3.0,2.0,1.0,0.0,4.0,13.0
2026-03-31,0022501101,1630194,Paul Reed,DET,10.0,2.0,5.0,0.0,1.0,1.0,1.0,17.0
2026-03-31,0022501101,1641842,Ronald Holland II,DET,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0
