date,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,bookmaker
2026-02-08,Washington Wizards,Miami Heat,2026-02-08T19:00:00+00:00,1200,-3300,30.5,-30.5,-120,-110,233.0,-110,-110,bovada
2026-02-08,Toronto Raptors,Indiana Pacers,2026-02-08T20:00:00+00:00,-350,250,-7.0,7.0,-120,-110,208.5,-110,-110,bovada
2026-02-08,Minnesota Timberwolves,Los Angeles Clippers,2026-02-08T20:00:00+00:00,-190,145,-4.0,4.0,-115,-115,218.0,-110,-110,bovada
