event_id,commence_time,home_team,away_team,discovered_markets,fetched_any
072f959e31211e7c805451ce92a5f4e5,2025-10-23T23:45:08Z,Indiana Pacers,Oklahoma City Thunder,player_assists;player_double_double;player_points;player_points_assists;player_points_rebounds;player_points_rebounds_assists;player_rebounds;player_rebounds_assists;player_threes;player_triple_double,True
94f35a6d58c57801c32a564d04e32270,2025-10-24T02:10:00Z,Golden State Warriors,Denver Nuggets,player_assists;player_blocks;player_double_double;player_points;player_points_assists;player_points_rebounds;player_points_rebounds_assists;player_rebounds;player_rebounds_assists;player_steals;player_threes;player_triple_double;player_turnovers,True
