date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2026-01-11,203932.0,Aaron Gordon,DEN,ast,OVER,3.5,168,0.373134328358209,0.4966320185901346,0.4831600929506731,0.12349769023192564,0.33097380982156077,fanduel,FanDuel,2026-01-12T01:11:00Z,Denver Nuggets,Milwaukee Bucks
2026-01-11,1630700.0,Dyson Daniels,ATL,ast,UNDER,8.5,135,0.425531914893617,0.5395567530017966,0.6977837650089829,0.1140248381081796,0.26795836955422214,draftkings,DraftKings,2026-01-12T01:42:00Z,Golden State Warriors,Atlanta Hawks
2026-01-11,1629645.0,Kevin Porter Jr.,MIL,ast,UNDER,6.5,155,0.39215686274509803,0.48860836179472733,0.44304180897363665,0.0964514990496293,0.24595132257655472,fanatics,Fanatics,2026-01-12T01:11:00Z,Denver Nuggets,Milwaukee Bucks
2026-01-11,203932.0,Aaron Gordon,DEN,ast,OVER,3.5,150,0.4,0.4966320185901346,0.4831600929506731,0.0966320185901346,0.24158004647533649,draftkings,DraftKings,2026-01-12T01:11:00Z,Denver Nuggets,Milwaukee Bucks
2026-01-11,203507.0,Giannis Antetokounmpo,MIL,ast,UNDER,9.5,105,0.4878048780487805,0.5969081449610425,0.9845407248052126,0.10910326691226202,0.22366169717013717,draftkings,DraftKings,2026-01-12T01:11:00Z,Denver Nuggets,Milwaukee Bucks
2026-01-11,1641764.0,Brandin Podziemski,GSW,ast,OVER,2.5,124,0.44642857142857145,0.52438681945696,0.6219340972847998,0.07795824802838852,0.17462647558359035,fanduel,FanDuel,2026-01-12T01:42:00Z,Golden State Warriors,Atlanta Hawks
2026-01-11,1630552.0,Jalen Johnson,ATL,ast,UNDER,6.5,114,0.4672897196261682,0.5307344309750869,0.6536721548754344,0.06344471134891866,0.1357716822866859,draftkings,DraftKings,2026-01-12T01:42:00Z,Golden State Warriors,Atlanta Hawks
2026-01-11,1630552.0,Jalen Johnson,ATL,ast,UNDER,6.5,111,0.47393364928909953,0.5307344309750869,0.6536721548754344,0.056800781685987345,0.11984964935743336,williamhill_us,Caesars,2026-01-12T01:42:00Z,Golden State Warriors,Atlanta Hawks
2026-01-11,1630552.0,Jalen Johnson,ATL,ast,UNDER,6.5,110,0.47619047619047616,0.5307344309750869,0.6536721548754344,0.054543954784610715,0.11454230504768248,fanduel,FanDuel,2026-01-12T01:42:00Z,Golden State Warriors,Atlanta Hawks
2026-01-11,202710.0,Jimmy Butler,GSW,ast,UNDER,6.5,100,0.5,0.5513862519963189,0.756931259981594,0.051386251996318855,0.10277250399263771,fanduel,FanDuel,2026-01-12T01:42:00Z,Golden State Warriors,Atlanta Hawks
2026-01-11,1641764.0,Brandin Podziemski,GSW,ast,OVER,2.5,110,0.47619047619047616,0.52438681945696,0.6219340972847998,0.04819634326648381,0.10121232085961596,williamhill_us,Caesars,2026-01-12T01:42:00Z,Golden State Warriors,Atlanta Hawks
2026-01-11,202710.0,Jimmy Butler,GSW,ast,UNDER,6.5,-101,0.5024875621890548,0.5513862519963189,0.756931259981594,0.048898689807264084,0.097313234170892,williamhill_us,Caesars,2026-01-12T01:42:00Z,Golden State Warriors,Atlanta Hawks
2026-01-11,1630168.0,Onyeka Okongwu,ATL,ast,OVER,7.5,168,0.373134328358209,0.4067400484265371,0.03370024213268552,0.033605720068328127,0.09006332978311937,fanduel,FanDuel,2026-01-12T01:42:00Z,Golden State Warriors,Atlanta Hawks
2026-01-11,201566.0,Russell Westbrook,SAC,ast,UNDER,7.5,-112,0.5283018867924528,0.5743944312047057,0.8719721560235285,0.046092544412252856,0.08724660192319289,fanduel,FanDuel,2026-01-12T02:10:00Z,Sacramento Kings,Houston Rockets
2026-01-11,1629645.0,Kevin Porter Jr.,MIL,ast,OVER,7.5,125,0.4444444444444444,0.47973806905223987,0.3986903452611994,0.03529362460779545,0.07941065536753977,williamhill_us,Caesars,2026-01-12T01:11:00Z,Denver Nuggets,Milwaukee Bucks
2026-01-11,201942.0,DeMar DeRozan,SAC,ast,UNDER,3.5,116,0.46296296296296297,0.49542437230131475,0.4771218615065739,0.03246140933835179,0.07011664417083985,fanduel,FanDuel,2026-01-12T02:10:00Z,Sacramento Kings,Houston Rockets
