date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,total,bookmaker
2025-10-25,2025-10-25T23:40:31Z,Atlanta Hawks,Oklahoma City Thunder,1225.0,-5562.5,12.5,-12.5,243.5,oddsapi_consensus
2025-10-25,2025-10-26T00:11:00Z,Memphis Grizzlies,Indiana Pacers,-305.125,221.25,-6.5,6.5,235.5,oddsapi_consensus
2025-10-25,2025-10-26T01:15:00Z,Denver Nuggets,Phoenix Suns,-778.8181818181819,537.2727272727273,-13.0,13.0,233.5,oddsapi_consensus
2025-10-25,2025-10-25T23:42:00Z,Philadelphia 76ers,Charlotte Hornets,100.25,-144.125,1.5,-1.5,242.5,oddsapi_consensus
2025-10-25,2025-10-25T23:11:05Z,Orlando Magic,Chicago Bulls,510.0,-923.125,7.5,-7.5,216.5,oddsapi_consensus
