date,home_team,visitor_team,h1_total,q1_total,q2_total,q3_total,q4_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price,q3_spread,q3_home_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price,q3_away_spread_price
2026-01-31,Charlotte Hornets,San Antonio Spurs,116.5,59.0,57.5,56.0,55.0,2.5,-110,-110,1.5,-110,-110,1.0,-105,-115,1.5,-120.0,1.5,-125.0,105.0,
2026-01-31,Indiana Pacers,Atlanta Hawks,120.0,60.5,59.0,56.5,54.5,1.0,-110,-110,0.5,-110,-110,0.5,-110,-110,1.5,-135.0,1.5,-135.0,115.0,115.0
2026-01-31,Philadelphia 76ers,New Orleans Pelicans,120.0,60.5,59.5,57.5,54.5,-5.5,-110,-110,-3.0,-105,-115,-3.0,-105,-115,-2.5,-120.0,-2.5,-115.0,-105.0,
2026-01-31,Miami Heat,Chicago Bulls,115.0,58.5,57.0,61.0,58.5,-2.5,-110,-110,-1.5,-105,-115,-1.0,-115,-105,-1.5,,-1.5,,-120.0,-120.0
2026-01-31,Memphis Grizzlies,Minnesota Timberwolves,111.5,56.5,55.0,60.0,58.0,4.5,-115,-105,2.0,-105,-115,2.0,-105,-115,2.5,-110.0,1.5,-110.0,-110.0,-110.0
2026-01-31,Houston Rockets,Dallas Mavericks,115.5,58.5,56.5,55.5,53.0,-6.0,-115,-105,-3.0,-115,-105,-3.0,-110,-110,-2.5,-120.0,-2.5,-105.0,-115.0,
