date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2025-10-25,1629027.0,Trae Young,ATL,ast,OVER,9.5,104,0.49019607843137253,0.7491583655900202,0.2589622871586477,0.5282830658036414,betrivers,BetRivers,2025-10-25T23:30:00Z,Atlanta Hawks,Oklahoma City Thunder
2025-10-25,1629656.0,Quentin Grimes,PHI,ast,OVER,3.5,105,0.4878048780487805,0.7350750104465202,0.24727013239773976,0.5069037714153665,bovada,Bovada,2025-10-25T23:40:00Z,Philadelphia 76ers,Charlotte Hornets
2025-10-25,1629027.0,Trae Young,ATL,ast,OVER,9.5,-102,0.504950495049505,0.7491583655900202,0.2442078705405153,0.48362735146258906,draftkings,DraftKings,2025-10-25T23:30:00Z,Atlanta Hawks,Oklahoma City Thunder
2025-10-25,1629027.0,Trae Young,ATL,ast,OVER,9.5,-105,0.5121951219512195,0.7491583655900202,0.23696324363880072,0.4626425232948014,betmgm,BetMGM,2025-10-25T23:30:00Z,Atlanta Hawks,Oklahoma City Thunder
2025-10-25,1630700.0,Dyson Daniels,ATL,ast,OVER,3.5,119,0.45662100456621,0.6921149297782927,0.23549392521208268,0.515731696214461,draftkings,DraftKings,2025-10-25T23:30:00Z,Atlanta Hawks,Oklahoma City Thunder
2025-10-25,1629656.0,Quentin Grimes,PHI,ast,OVER,3.5,-101,0.5024875621890548,0.7350750104465202,0.23258744825746547,0.46287205049257985,betonlineag,BetOnline.ag,2025-10-25T23:40:00Z,Philadelphia 76ers,Charlotte Hornets
2025-10-25,1629027.0,Trae Young,ATL,ast,OVER,9.5,-108,0.5192307692307693,0.7491583655900202,0.22992759635925097,0.4428235189141131,betonlineag,BetOnline.ag,2025-10-25T23:30:00Z,Atlanta Hawks,Oklahoma City Thunder
2025-10-25,1629656.0,Quentin Grimes,PHI,ast,OVER,3.5,-103,0.5073891625615764,0.7350750104465202,0.22768584788494384,0.4487400691324622,draftkings,DraftKings,2025-10-25T23:40:00Z,Philadelphia 76ers,Charlotte Hornets
2025-10-25,1629656.0,Quentin Grimes,PHI,ast,OVER,3.5,-103,0.5073891625615764,0.7350750104465202,0.22768584788494384,0.4487400691324622,betrivers,BetRivers,2025-10-25T23:40:00Z,Philadelphia 76ers,Charlotte Hornets
2025-10-25,1630700.0,Dyson Daniels,ATL,ast,OVER,3.5,115,0.46511627906976744,0.6921149297782927,0.22699865070852526,0.4880470990233292,betonlineag,BetOnline.ag,2025-10-25T23:30:00Z,Atlanta Hawks,Oklahoma City Thunder
2025-10-25,1630174.0,Aaron Nesmith,IND,ast,UNDER,1.5,140,0.4166666666666667,0.6426777203088904,0.22601105364222368,0.5424265287413368,betmgm,BetMGM,2025-10-26T00:10:00Z,Memphis Grizzlies,Indiana Pacers
2025-10-25,1629656.0,Quentin Grimes,PHI,ast,OVER,3.5,-104,0.5098039215686274,0.7350750104465202,0.22527108887789282,0.4418779051066358,fanduel,FanDuel,2025-10-25T23:40:00Z,Philadelphia 76ers,Charlotte Hornets
2025-10-25,1629027.0,Trae Young,ATL,ast,OVER,9.5,-111,0.5260663507109005,0.7491583655900202,0.22309201487911978,0.424075812067516,williamhill_us,Caesars,2025-10-25T23:30:00Z,Atlanta Hawks,Oklahoma City Thunder
