market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Dallas Mavericks,Cleveland Cavaliers,Dallas Mavericks,2026-03-15,0.8120236427188614,-105.0,0.5121951219512195,-17.542272693461257,16.5,-1.0422726934612585,16.5,,High
TOTAL,Under,Cleveland Cavaliers,Dallas Mavericks,2026-03-15,0.6773819104378869,-100.0,0.5,-15.825473367456311,235.5,,,219.6745266325437,High
ATS,Milwaukee Bucks,Milwaukee Bucks,Indiana Pacers,2026-03-15,0.13821618022032656,-105.0,0.5121951219512195,2.514545543224571,-7.5,10.014545543224571,7.5,,Medium
TOTAL,Under,Milwaukee Bucks,Indiana Pacers,2026-03-15,0.21114322362266247,100.21672229205498,0.4994587807412538,-4.25748429073343,228.5,,,224.24251570926657,High
ATS,Golden State Warriors,New York Knicks,Golden State Warriors,2026-03-15,0.5891928316646318,-105.0,0.5121951219512195,-10.711761170356638,13.5,2.7882388296433622,13.5,,High
TOTAL,Over,New York Knicks,Golden State Warriors,2026-03-15,0.5218320609461962,-100.57917297590328,0.5014437515304065,11.46164188440045,218.5,,,229.96164188440045,High
ATS,Minnesota Timberwolves,Oklahoma City Thunder,Minnesota Timberwolves,2026-03-15,0.7511163919717041,-110.0,0.5238095238095238,-16.64182204983252,9.0,-7.641822049832522,9.0,,High
TOTAL,Under,Oklahoma City Thunder,Minnesota Timberwolves,2026-03-15,0.18479540397866157,-101.3224655249965,0.5032844459796075,-3.9000546105551734,225.5,,,221.59994538944483,Medium
ATS,Philadelphia 76ers,Philadelphia 76ers,Portland Trail Blazers,2026-03-15,0.21363304989777876,-110.0,0.5238095238095238,4.1642622570282235,8.5,-4.3357377429717765,-8.5,,High
TOTAL,Under,Philadelphia 76ers,Portland Trail Blazers,2026-03-15,0.030446894732142682,100.52781913342024,0.49868392541318907,-0.556274802891096,228.5,,,227.9437251971089,Low
ML,Sacramento Kings,Sacramento Kings,Utah Jazz,2026-03-15,0.05410322435800591,-126.21738210583798,0.5579473200993281,,,,,,High
ATS,Sacramento Kings,Sacramento Kings,Utah Jazz,2026-03-15,0.07559477787126107,-170.0,0.6296296296296297,5.519480131756925,-2.5,8.019480131756925,2.5,,High
TOTAL,Under,Sacramento Kings,Utah Jazz,2026-03-15,0.08358427948214975,-100.43414083528695,0.5010830012129613,-1.726527934619753,233.5,,,231.77347206538025,Low
