market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
TOTAL,Over,Cleveland Cavaliers,Atlanta Hawks,2025-11-02,,,,5.1568603515625,229.5,,,234.6568603515625,High
ML,Memphis Grizzlies,Toronto Raptors,Memphis Grizzlies,2025-11-02,0.7847733788571123,176.0,0.36231884057971014,,,,,,High
ATS,Memphis Grizzlies,Toronto Raptors,Memphis Grizzlies,2025-11-02,,,,-8.312221765518188,5.5,-2.8122217655181885,5.5,,High
TOTAL,Under,Toronto Raptors,Memphis Grizzlies,2025-11-02,,,,-9.19720458984375,238.5,,,229.30279541015625,High
ATS,Oklahoma City Thunder,Oklahoma City Thunder,New Orleans Pelicans,2025-11-02,,,,3.984344482421875,-12.5,16.484344482421875,12.5,,High
TOTAL,Over,Oklahoma City Thunder,New Orleans Pelicans,2025-11-02,,,,2.9302978515625,229.5,,,232.4302978515625,Medium
ML,Brooklyn Nets,Brooklyn Nets,Philadelphia 76ers,2025-11-02,0.7686199435942531,171.45454545454547,0.36838580040187535,,,,,,High
ATS,Brooklyn Nets,Brooklyn Nets,Philadelphia 76ers,2025-11-02,,,,8.609349012374878,5.5,3.109349012374878,-5.5,,High
TOTAL,Under,Brooklyn Nets,Philadelphia 76ers,2025-11-02,,,,-7.3220672607421875,234.0,,,226.6779327392578,High
ATS,Miami Heat,Los Angeles Lakers,Miami Heat,2025-11-02,,,,-1.810586929321289,5.0,3.189413070678711,5.0,,Medium
TOTAL,Under,Los Angeles Lakers,Miami Heat,2025-11-02,,,,-2.940643310546875,233.5,,,230.55935668945312,Medium
ML,Utah Jazz,Charlotte Hornets,Utah Jazz,2025-11-02,0.2847163822665387,104.36363636363636,0.4893238434163701,,,,,,High
ATS,Utah Jazz,Charlotte Hornets,Utah Jazz,2025-11-02,,,,-3.2214877605438232,1.5,-1.7214877605438232,1.5,,High
TOTAL,Under,Charlotte Hornets,Utah Jazz,2025-11-02,,,,-5.664031982421932,238.0,,,232.33596801757807,High
ML,Phoenix Suns,Phoenix Suns,San Antonio Spurs,2025-11-02,0.8137370872540444,186.54545454545453,0.34898477157360414,,,,,,High
ATS,Phoenix Suns,Phoenix Suns,San Antonio Spurs,2025-11-02,,,,7.482494235038757,5.5,1.982494235038757,-5.5,,High
ML,Chicago Bulls,New York Knicks,Chicago Bulls,2025-11-02,0.9503608002427528,217.54545454545453,0.31491554537646727,,,,,,High
ATS,Chicago Bulls,New York Knicks,Chicago Bulls,2025-11-02,,,,-8.352294206619263,7.5,-0.8522942066192627,7.5,,High
TOTAL,Under,New York Knicks,Chicago Bulls,2025-11-02,,,,-10.139877319335909,237.0,,,226.8601226806641,High
