date,home_team,visitor_team,h1_total,q1_total,q2_total,q3_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price,q3_spread,q3_home_spread_price,q3_away_spread_price,q4_total,q4_spread,q4_home_spread_price,q4_away_spread_price
2026-04-09,Washington Wizards,Chicago Bulls,120.5,61.0,60.0,65.5,3.5,-115,-105,1.5,-105,-115,1.5,-110,-110,1.5,-110.0,-110.0,,,,
2026-04-09,Toronto Raptors,Miami Heat,122.5,62.0,60.5,58.5,-2.0,-110,-110,-1.0,-110,-110,-1.0,-110,-110,-1.5,105.0,-125.0,55.5,-1.5,110.0,-130.0
2026-04-09,New York Knicks,Boston Celtics,109.5,55.5,54.5,52.5,-2.5,-115,-105,-2.0,-105,-115,-1.5,-105,-115,-1.5,,-120.0,,,,
2026-04-09,Brooklyn Nets,Indiana Pacers,109.0,55.0,54.0,59.0,1.5,-105,-115,1.0,-115,-105,1.0,-115,-105,1.5,-125.0,105.0,,,,
2026-04-09,Houston Rockets,Philadelphia 76ers,116.0,58.5,57.5,56.5,-2.5,-115,-105,-1.5,-105,-115,-1.5,-105,-115,-1.5,-120.0,,53.5,-1.5,105.0,-125.0
2026-04-09,Golden State Warriors,Los Angeles Lakers,115.5,58.5,57.5,55.5,-2.5,-105,-115,-1.5,-105,-115,-1.0,-115,-105,-1.5,-105.0,-115.0,,,,
