date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team,sentiment_strength,sentiment_w,sentiment_applied
2026-05-02,2026-05-02T12:37:24.877658+00:00,4431678,Tyrese Maxey,PHI,ast,UNDER,5.5,155,0.39215686274509803,0.45618683446417785,0.8190233408722968,0.06402997171907981,0.16327642788365349,bovada,Bovada,2026-05-02T23:40:00Z,Boston Celtics,Philadelphia 76ers,,,False
2026-05-02,2026-05-02T12:37:24.877658+00:00,4431678,Tyrese Maxey,PHI,ast,UNDER,5.5,112,0.4716981132075472,0.5237968973572596,0.8190233408722968,0.052098784149712474,0.11044942239739053,betrivers,BetRivers,2026-05-02T23:40:00Z,Boston Celtics,Philadelphia 76ers,,,False
2026-05-02,2026-05-02T12:37:24.877658+00:00,4431678,Tyrese Maxey,PHI,ast,UNDER,6.5,-117,0.5391705069124424,0.5970904405039539,0.9253033975225189,0.057919933591511485,0.10742415033639308,draftkings,DraftKings,2026-05-02T23:40:00Z,Boston Celtics,Philadelphia 76ers,,,False
2026-05-02,2026-05-02T12:37:24.877658+00:00,4065648,Jayson Tatum,BOS,ast,UNDER,5.5,115,0.46511627906976744,0.5145129057364737,0.794427123514476,0.049396626666706245,0.10620274733341839,betonlineag,BetOnline.ag,2026-05-02T23:40:00Z,Boston Celtics,Philadelphia 76ers,,,False
2026-05-02,2026-05-02T12:37:24.877658+00:00,4431678,Tyrese Maxey,PHI,ast,UNDER,6.5,-120,0.5454545454545454,0.6024318732647415,0.9253033975225189,0.05697732781019604,0.10445843431869273,bovada,Bovada,2026-05-02T23:40:00Z,Boston Celtics,Philadelphia 76ers,,,False
2026-05-02,2026-05-02T12:37:24.877658+00:00,4065648,Jayson Tatum,BOS,ast,UNDER,5.5,110,0.47619047619047616,0.5239259732890761,0.794427123514476,0.04773549709859992,0.10024454390705984,bovada,Bovada,2026-05-02T23:40:00Z,Boston Celtics,Philadelphia 76ers,,,False
2026-05-02,2026-05-02T12:37:24.877658+00:00,4431678,Tyrese Maxey,PHI,ast,UNDER,6.5,-132,0.5689655172413793,0.6224161992835503,0.9253033975225189,0.05345068204217096,0.09394362298320963,williamhill_us,Caesars,2026-05-02T23:40:00Z,Boston Celtics,Philadelphia 76ers,,,False
2026-05-02,2026-05-02T12:37:24.877658+00:00,4431678,Tyrese Maxey,PHI,ast,UNDER,6.5,-132,0.5689655172413793,0.6224161992835503,0.9253033975225189,0.05345068204217096,0.09394362298320963,betonlineag,BetOnline.ag,2026-05-02T23:40:00Z,Boston Celtics,Philadelphia 76ers,,,False
2026-05-02,2026-05-02T12:37:24.877658+00:00,4431678,Tyrese Maxey,PHI,ast,UNDER,6.5,-136,0.576271186440678,0.6286260181029542,0.9253033975225189,0.05235483166227617,0.0908510314139499,fanduel,FanDuel,2026-05-02T23:40:00Z,Boston Celtics,Philadelphia 76ers,,,False
2026-05-02,2026-05-02T12:37:24.877658+00:00,3133603,Kelly Oubre Jr,PHI,ast,OVER,1.5,170,0.37037037037037035,0.4038600822979668,0.5936351165543468,0.03348971192759648,0.09042222220451035,bovada,Bovada,2026-05-02T23:40:00Z,Boston Celtics,Philadelphia 76ers,,,False
2026-05-02,2026-05-02T12:37:24.877658+00:00,4065648,Jayson Tatum,BOS,ast,UNDER,5.5,101,0.4975124378109453,0.5420496406664749,0.794427123514476,0.04453720285552959,0.0895197777396145,draftkings,DraftKings,2026-05-02T23:40:00Z,Boston Celtics,Philadelphia 76ers,,,False
2026-05-02,2026-05-02T12:37:24.877658+00:00,4065648,Jayson Tatum,BOS,ast,UNDER,5.5,100,0.5,0.5441640685271714,0.794427123514476,0.04416406852717136,0.08832813705434273,fanduel,FanDuel,2026-05-02T23:40:00Z,Boston Celtics,Philadelphia 76ers,,,False
