date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-03-27,BOSTON CELTICS,ATLANTA HAWKS,BOS,ATL,109.0,102.0,-1.4693631364137365,228.8868437679688,7.0,211.0,-8.469363136413737,17.8868437679688
2026-03-27,CLEVELAND CAVALIERS,MIAMI HEAT,CLE,MIA,149.0,128.0,5.5726606446386775,229.8928189058335,21.0,277.0,-15.427339355361323,-47.10718109416649
2026-03-27,DENVER NUGGETS,UTAH JAZZ,DEN,UTA,135.0,129.0,13.35150524693582,218.32844907696568,6.0,264.0,7.351505246935821,-45.67155092303432
2026-03-27,GOLDEN STATE WARRIORS,WASHINGTON WIZARDS,GSW,WAS,,,-0.1488990104790715,227.47331735644585,,0.0,,227.47331735644585
2026-03-27,INDIANA PACERS,LOS ANGELES CLIPPERS,IND,LAC,113.0,114.0,6.217136965766034,219.91854344470823,-1.0,227.0,7.217136965766034,-7.081456555291766
2026-03-27,LOS ANGELES LAKERS,BROOKLYN NETS,LAL,BKN,116.0,99.0,10.051787407852132,223.56919139273484,17.0,215.0,-6.948212592147868,8.569191392734837
2026-03-27,MEMPHIS GRIZZLIES,HOUSTON ROCKETS,MEM,HOU,109.0,119.0,6.527218784145873,223.4959822197829,-10.0,228.0,16.527218784145873,-4.5040177802171115
2026-03-27,OKLAHOMA CITY THUNDER,CHICAGO BULLS,OKC,CHI,131.0,113.0,10.683092084078964,234.4301797578264,18.0,244.0,-7.3169079159210355,-9.569820242173591
2026-03-27,PORTLAND TRAIL BLAZERS,DALLAS MAVERICKS,POR,DAL,93.0,100.0,6.70920188678102,229.9665867984098,-7.0,193.0,13.70920188678102,36.96658679840979
2026-03-27,TORONTO RAPTORS,NEW ORLEANS PELICANS,TOR,NOP,119.0,106.0,3.2895263860700634,225.8335422538256,13.0,225.0,-9.710473613929937,0.8335422538256125
