date,game_id,team,player_id,player_name,prob_first_basket,fair_decimal,fair_american,rank,cum_prob
2025-11-11,0022500207,TOR,1627742,Brandon Ingram,0.1141133113101262,8.763219544846052,776,1,0.1141133113101262
2025-11-11,0022500207,TOR,1630567,Scottie Barnes,0.1123947373446122,8.897213727488962,790,2,0.2265080486547384
2025-11-11,0022500207,TOR,1629628,RJ Barrett,0.1120510225515094,8.924505794137703,792,3,0.3385590712062478
2025-11-11,0022500208,NYK,1628969,Mikal Bridges,0.1166458800816314,8.57295602125148,757,1,0.1166458800816314
2025-11-11,0022500208,NYK,1628384,OG Anunoby,0.113616116962628,8.801568181818185,780,2,0.2302619970442594
2025-11-11,0022500208,NYK,1628973,Jalen Brunson,0.113616116962628,8.801568181818185,780,3,0.3438781140068874
2025-11-11,0022500209,PHI,1630178,Tyrese Maxey,0.1290866002341318,7.746737447467378,675,1,0.1290866002341318
2025-11-11,0022500209,PHI,1642845,VJ Edgecombe,0.1184079033777803,8.445382204002895,745,2,0.2474945036119121
2025-11-11,0022500209,PHI,1626162,Kelly Oubre Jr.,0.1171515861005624,8.535949305386309,754,3,0.3646460897124745
2025-11-11,0022500210,OKC,1628983,Shai Gilgeous-Alexander,0.112771570093182,8.867483171278986,787,1,0.112771570093182
2025-11-11,0022500210,OKC,1629652,Luguentz Dort,0.103451257082489,9.666388096208722,867,2,0.216222827175671
2025-11-11,0022500210,GSW,201939,Stephen Curry,0.10147965240715,9.854192207792215,885,3,0.317702479582821
2025-11-11,0022500211,IND,1631097,Bennedict Mathurin,0.1177250573394495,8.494368340943685,749,1,0.1177250573394495
2025-11-11,0022500211,IND,1627783,Pascal Siakam,0.1143205275229357,8.747335423197498,775,2,0.2320455848623852
2025-11-11,0022500211,UTA,1628374,Lauri Markkanen,0.1138546444954128,8.783128737802961,778,3,0.34590022935779796
2025-11-11,0022500212,SAC,203897,Zach LaVine,0.1109430407663343,9.013634321653191,801,1,0.1109430407663343
2025-11-11,0022500212,SAC,201942,DeMar DeRozan,0.1108383775203283,9.022145779936151,802,2,0.2217814182866626
2025-11-11,0022500212,SAC,1627734,Domantas Sabonis,0.1072050676946923,9.327917247791726,833,3,0.3289864859813549
