date,home_tri,away_tri,home_pts,visitor_pts
2026-01-22,ORL,CHA,97,124
2026-01-22,PHI,HOU,128,122
2026-01-22,WAS,DEN,97,107
2026-01-22,DAL,GSW,123,115
2026-01-22,MIN,CHI,115,120
2026-01-22,UTA,SAS,109,126
2026-01-22,LAC,LAL,112,104
2026-01-22,POR,MIA,127,110
