player,team,plays,ladders,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
Ace Bailey,UTA,[],[],[],,,,[],0.0,0.0
Alex Sarr,WAS,"[{'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': 135.0, 'edge': 0.1661394528375729, 'ev': 0.3904277141682966, 'ev_pct': 39.04277141682966, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': 105.0, 'edge': 0.107214534045917, 'ev': 0.2197897947941299, 'ev_pct': 21.978979479412992, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': -105.0, 'edge': 0.082824290143478, 'ev': 0.1617045664705999, 'ev_pct': 16.17045664705999, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': -108.0, 'edge': 0.0757886428639282, 'ev': 0.1459633121823804, 'ev_pct': 14.59633121823804, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -120.0, 'edge': 0.0517026370044536, 'ev': 0.0947881678414983, 'ev_pct': 9.47881678414983, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 22.5, 'price': 120.0, 'edge': 0.1439583823071816, 'ev': 0.3167084410757996, 'ev_pct': 31.67084410757996, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -104.0, 'edge': 0.0894028211923049, 'ev': 0.1753670723387519, 'ev_pct': 17.53670723387519, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -105.0, 'edge': 0.0870116208097128, 'ev': 0.1698798311046774, 'ev_pct': 16.987983110467738, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -118.0, 'edge': 0.0579223390912075, 'ev': 0.1070090671346037, 'ev_pct': 10.70090671346037, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 130.0, 'edge': 0.1595279228498251, 'ev': 0.3669142225545978, 'ev_pct': 36.691422255459784, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -115.0, 'edge': 0.0633743191894776, 'ev': 0.1184824228325016, 'ev_pct': 11.84824228325016, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -120.0, 'edge': 0.0528034946651647, 'ev': 0.0968064068861353, 'ev_pct': 9.680640688613531, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 112.0, 'edge': 0.1240880687045922, 'ev': 0.2630667056537356, 'ev_pct': 26.306670565373558, 'book': 'betrivers'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 110.0, 'edge': 0.1195957057216632, 'ev': 0.2511509820154928, 'ev_pct': 25.11509820154928, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 108.0, 'edge': 0.1150169511429086, 'ev': 0.23923525837725, 'ev_pct': 23.923525837725, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 105.0, 'edge': 0.1079813038633589, 'ev': 0.2213616729198857, 'ev_pct': 22.13616729198857, 'book': 'fanatics'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 105.0, 'edge': 0.1079813038633589, 'ev': 0.2213616729198857, 'ev_pct': 22.13616729198857, 'book': 'betmgm'}]",[],"[{'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': 135.0, 'edge': 0.1661394528375729, 'ev': 0.3904277141682966, 'ev_pct': 39.04277141682966, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': 105.0, 'edge': 0.107214534045917, 'ev': 0.2197897947941299, 'ev_pct': 21.978979479412992, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': -105.0, 'edge': 0.082824290143478, 'ev': 0.1617045664705999, 'ev_pct': 16.17045664705999, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': -108.0, 'edge': 0.0757886428639282, 'ev': 0.1459633121823804, 'ev_pct': 14.59633121823804, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -120.0, 'edge': 0.0517026370044536, 'ev': 0.0947881678414983, 'ev_pct': 9.47881678414983, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 22.5, 'price': 120.0, 'edge': 0.1439583823071816, 'ev': 0.3167084410757996, 'ev_pct': 31.67084410757996, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -104.0, 'edge': 0.0894028211923049, 'ev': 0.1753670723387519, 'ev_pct': 17.53670723387519, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -105.0, 'edge': 0.0870116208097128, 'ev': 0.1698798311046774, 'ev_pct': 16.987983110467738, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -118.0, 'edge': 0.0579223390912075, 'ev': 0.1070090671346037, 'ev_pct': 10.70090671346037, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 130.0, 'edge': 0.1595279228498251, 'ev': 0.3669142225545978, 'ev_pct': 36.691422255459784, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -115.0, 'edge': 0.0633743191894776, 'ev': 0.1184824228325016, 'ev_pct': 11.84824228325016, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -120.0, 'edge': 0.0528034946651647, 'ev': 0.0968064068861353, 'ev_pct': 9.680640688613531, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 112.0, 'edge': 0.1240880687045922, 'ev': 0.2630667056537356, 'ev_pct': 26.306670565373558, 'book': 'betrivers'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 110.0, 'edge': 0.1195957057216632, 'ev': 0.2511509820154928, 'ev_pct': 25.11509820154928, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 108.0, 'edge': 0.1150169511429086, 'ev': 0.23923525837725, 'ev_pct': 23.923525837725, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 105.0, 'edge': 0.1079813038633589, 'ev': 0.2213616729198857, 'ev_pct': 22.13616729198857, 'book': 'fanatics'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 105.0, 'edge': 0.1079813038633589, 'ev': 0.2213616729198857, 'ev_pct': 22.13616729198857, 'book': 'betmgm'}]","{'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 130.0, 'ev': 0.3669142225545978, 'ev_pct': 36.691422255459784, 'book': 'bovada'}",,,"['EV 36.7%', 'Regular price range (-150 to +150)']",0.25,0.0
Alperen Sengun,HOU,"[{'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 118.0, 'edge': 0.0950929834916695, 'ev': 0.2073027040118396, 'ev_pct': 20.730270401183958, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 115.0, 'edge': 0.0886923007521773, 'ev': 0.1906884466171812, 'ev_pct': 19.06884466171812, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 110.0, 'edge': 0.0776181036314686, 'ev': 0.162998017626084, 'ev_pct': 16.2998017626084, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 110.0, 'edge': 0.0776181036314686, 'ev': 0.162998017626084, 'ev_pct': 16.2998017626084, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 107.0, 'edge': 0.0707167923823312, 'ev': 0.1463837602314256, 'ev_pct': 14.63837602314256, 'book': 'williamhill_us'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': 110.0, 'edge': 0.0987522410496364, 'ev': 0.2073797062042365, 'ev_pct': 20.737970620423653, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': -106.0, 'edge': 0.060379610443996, 'ev': 0.1173415070892753, 'ev_pct': 11.73415070892753, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 25.5, 'price': -110.0, 'edge': 0.0579031210589329, 'ev': 0.1105423220215992, 'ev_pct': 11.05423220215992, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 27.5, 'price': 105.0, 'edge': 0.0862481948797077, 'ev': 0.1768087995034007, 'ev_pct': 17.68087995034007, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 27.5, 'price': -107.0, 'edge': 0.0571448603681017, 'ev': 0.1105512719270752, 'ev_pct': 11.05512719270752, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 27.5, 'price': -108.0, 'edge': 0.0548223036977189, 'ev': 0.1055836960104217, 'ev_pct': 10.55836960104217, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': 130.0, 'edge': 0.1221442457936791, 'ev': 0.280931765325462, 'ev_pct': 28.0931765325462, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': -110.0, 'edge': 0.0489693448278298, 'ev': 0.0934869310349479, 'ev_pct': 9.34869310349479, 'book': 'bovada'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 118.0, 'edge': 0.0950929834916695, 'ev': 0.2073027040118396, 'ev_pct': 20.730270401183958, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 115.0, 'edge': 0.0886923007521773, 'ev': 0.1906884466171812, 'ev_pct': 19.06884466171812, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 110.0, 'edge': 0.0776181036314686, 'ev': 0.162998017626084, 'ev_pct': 16.2998017626084, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 110.0, 'edge': 0.0776181036314686, 'ev': 0.162998017626084, 'ev_pct': 16.2998017626084, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 107.0, 'edge': 0.0707167923823312, 'ev': 0.1463837602314256, 'ev_pct': 14.63837602314256, 'book': 'williamhill_us'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': 110.0, 'edge': 0.0987522410496364, 'ev': 0.2073797062042365, 'ev_pct': 20.737970620423653, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': -106.0, 'edge': 0.060379610443996, 'ev': 0.1173415070892753, 'ev_pct': 11.73415070892753, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 25.5, 'price': -110.0, 'edge': 0.0579031210589329, 'ev': 0.1105423220215992, 'ev_pct': 11.05423220215992, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 27.5, 'price': 105.0, 'edge': 0.0862481948797077, 'ev': 0.1768087995034007, 'ev_pct': 17.68087995034007, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 27.5, 'price': -107.0, 'edge': 0.0571448603681017, 'ev': 0.1105512719270752, 'ev_pct': 11.05512719270752, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 27.5, 'price': -108.0, 'edge': 0.0548223036977189, 'ev': 0.1055836960104217, 'ev_pct': 10.55836960104217, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': 130.0, 'edge': 0.1221442457936791, 'ev': 0.280931765325462, 'ev_pct': 28.0931765325462, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': -110.0, 'edge': 0.0489693448278298, 'ev': 0.0934869310349479, 'ev_pct': 9.34869310349479, 'book': 'bovada'}]","{'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': 130.0, 'ev': 0.280931765325462, 'ev_pct': 28.0931765325462, 'book': 'bovada'}",,,"['EV 28.1%', 'Regular price range (-150 to +150)']",0.0,0.0
Anthony Black,ORL,[],[],[],,,,[],0.0,0.0
Brandin Podziemski,GSW,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 145.0, 'edge': 0.0645478763732396, 'ev': 0.158142297114437, 'ev_pct': 15.8142297114437, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': 110.0, 'edge': 0.0387154687986655, 'ev': 0.0813024844771975, 'ev_pct': 8.13024844771975, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': 115.0, 'edge': 0.0495859880224437, 'ev': 0.106609874248254, 'ev_pct': 10.6609874248254, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 145.0, 'edge': 0.0732773090028939, 'ev': 0.1795294070570902, 'ev_pct': 17.95294070570902, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 150.0, 'edge': 0.0802633443871009, 'ev': 0.2006583609677524, 'ev_pct': 20.065836096775243, 'book': 'bovada'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 148.0, 'edge': 0.0879990722714844, 'ev': 0.2182376992332813, 'ev_pct': 21.82376992332813, 'book': 'betrivers'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 145.0, 'edge': 0.0830616134169748, 'ev': 0.2035009528715884, 'ev_pct': 20.35009528715884, 'book': 'betmgm'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 141.0, 'edge': 0.0762871193869977, 'ev': 0.1838519577226645, 'ev_pct': 18.38519577226645, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 140.0, 'edge': 0.0745582120564306, 'ev': 0.1789397089354335, 'ev_pct': 17.89397089354335, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 139.0, 'edge': 0.0728148368820931, 'ev': 0.1740274601482025, 'ev_pct': 17.40274601482025, 'book': 'betonlineag'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 145.0, 'edge': 0.0645478763732396, 'ev': 0.158142297114437, 'ev_pct': 15.8142297114437, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': 110.0, 'edge': 0.0387154687986655, 'ev': 0.0813024844771975, 'ev_pct': 8.13024844771975, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': 115.0, 'edge': 0.0495859880224437, 'ev': 0.106609874248254, 'ev_pct': 10.6609874248254, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 145.0, 'edge': 0.0732773090028939, 'ev': 0.1795294070570902, 'ev_pct': 17.95294070570902, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 150.0, 'edge': 0.0802633443871009, 'ev': 0.2006583609677524, 'ev_pct': 20.065836096775243, 'book': 'bovada'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 148.0, 'edge': 0.0879990722714844, 'ev': 0.2182376992332813, 'ev_pct': 21.82376992332813, 'book': 'betrivers'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 145.0, 'edge': 0.0830616134169748, 'ev': 0.2035009528715884, 'ev_pct': 20.35009528715884, 'book': 'betmgm'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 141.0, 'edge': 0.0762871193869977, 'ev': 0.1838519577226645, 'ev_pct': 18.38519577226645, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 140.0, 'edge': 0.0745582120564306, 'ev': 0.1789397089354335, 'ev_pct': 17.89397089354335, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 139.0, 'edge': 0.0728148368820931, 'ev': 0.1740274601482025, 'ev_pct': 17.40274601482025, 'book': 'betonlineag'}]","{'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 150.0, 'ev': 0.2006583609677524, 'ev_pct': 20.065836096775243, 'book': 'bovada'}",model 5.1 vs line 4.5 (+0.6),5.078500288658577,"['EV 20.1%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Brandon Miller,CHA,"[{'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': 125.0, 'edge': 0.0288562991374251, 'ev': 0.0649266730592064, 'ev_pct': 6.492667305920639, 'book': 'bovada'}]",[],"[{'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': 125.0, 'edge': 0.0288562991374251, 'ev': 0.0649266730592064, 'ev_pct': 6.492667305920639, 'book': 'bovada'}]","{'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': 125.0, 'ev': 0.0649266730592064, 'ev_pct': 6.492667305920639, 'book': 'bovada'}",,,"['EV 6.5%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Brice Sensabaugh,UTA,[],[],[],,,,[],0.0,0.0
Cade Cunningham,DET,"[{'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': 145.0, 'edge': 0.1584113835105423, 'ev': 0.3881078896008286, 'ev_pct': 38.81078896008286, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.0833254771902682, 'ev': 0.1666509543805365, 'ev_pct': 16.66509543805365, 'book': 'fanatics'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.0833254771902682, 'ev': 0.1666509543805365, 'ev_pct': 16.66509543805365, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': -102.0, 'edge': 0.0783749821407633, 'ev': 0.1552131999258253, 'ev_pct': 15.52131999258253, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': -104.0, 'edge': 0.0735215556216408, 'ev': 0.1442153591039877, 'ev_pct': 14.42153591039877, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': -104.0, 'edge': 0.0735215556216408, 'ev': 0.1442153591039877, 'ev_pct': 14.42153591039877, 'book': 'betrivers'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': 115.0, 'edge': 0.050605199419806, 'ev': 0.108801178752583, 'ev_pct': 10.8801178752583, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': 120.0, 'edge': 0.1071849581634808, 'ev': 0.2358069079596578, 'ev_pct': 23.58069079596578, 'book': 'bovada'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': 145.0, 'edge': 0.1584113835105423, 'ev': 0.3881078896008286, 'ev_pct': 38.81078896008286, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.0833254771902682, 'ev': 0.1666509543805365, 'ev_pct': 16.66509543805365, 'book': 'fanatics'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.0833254771902682, 'ev': 0.1666509543805365, 'ev_pct': 16.66509543805365, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': -102.0, 'edge': 0.0783749821407633, 'ev': 0.1552131999258253, 'ev_pct': 15.52131999258253, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': -104.0, 'edge': 0.0735215556216408, 'ev': 0.1442153591039877, 'ev_pct': 14.42153591039877, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': -104.0, 'edge': 0.0735215556216408, 'ev': 0.1442153591039877, 'ev_pct': 14.42153591039877, 'book': 'betrivers'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': 115.0, 'edge': 0.050605199419806, 'ev': 0.108801178752583, 'ev_pct': 10.8801178752583, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': 120.0, 'edge': 0.1071849581634808, 'ev': 0.2358069079596578, 'ev_pct': 23.58069079596578, 'book': 'bovada'}]","{'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': 145.0, 'ev': 0.3881078896008286, 'ev_pct': 38.81078896008286, 'book': 'bovada'}",model 6.2 vs line 8.5 (-2.3),6.185323333333334,"['EV 38.8%', 'Regular price range (-150 to +150)', 'Consensus: 6 books aligned']",1.0,0.0
Clint Capela,HOU,[],[],[],,,,[],0.0,0.0
Cody Williams,UTA,"[{'market': 'pr', 'side': 'UNDER', 'line': 10.5, 'price': 150.0, 'edge': 0.0427235673709152, 'ev': 0.1068089184272881, 'ev_pct': 10.68089184272881, 'book': 'bovada'}]",[],"[{'market': 'pr', 'side': 'UNDER', 'line': 10.5, 'price': 150.0, 'edge': 0.0427235673709152, 'ev': 0.1068089184272881, 'ev_pct': 10.68089184272881, 'book': 'bovada'}]","{'market': 'pr', 'side': 'UNDER', 'line': 10.5, 'price': 150.0, 'ev': 0.1068089184272881, 'ev_pct': 10.68089184272881, 'book': 'bovada'}",,,"['EV 10.7%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
