game_id,expected_threes_0_3,prob_ge_1
0022500792,2.1677669894521276,0.8855671383902796
0022500793,2.3133171136156636,0.9010674637949103
0022500794,2.2153081672389474,0.8908801181061822
0022500795,2.1849975515305826,0.8875219909470823
0022500796,2.1607901974449,0.8847659725822016
0022500797,2.190989581029613,0.8881939472936786
0022500798,2.257739953043707,0.8954134115475534
0022500799,2.4193518648670973,0.9110207306351692
0022500800,2.0380109179737835,0.8697123939533695
0022500801,2.125429619772969,0.8806183314775109
