date,home_tri,away_tri,home_pts,visitor_pts
2025-12-07,NYK,ORL,106,100
2025-12-07,TOR,BOS,113,121
2025-12-07,CHA,DEN,106,115
2025-12-07,MEM,POR,119,96
2025-12-07,CHI,GSW,91,123
2025-12-07,PHI,LAL,108,112
2025-12-07,UTA,OKC,101,131
