date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-04-07,2026-04-08T02:40:00Z,Los Angeles Lakers,Oklahoma City Thunder,1072.1922045478864,-1072.1922045478873,17.0,-17.0,-110,-110,223.5,100.38341234919214,-100.38341234919214,11,11,4,8,oddsapi_consensus
2026-04-07,2026-04-08T00:10:00Z,New Orleans Pelicans,Utah Jazz,-466.90648848443755,466.9064884844377,-11.5,11.5,-115,-105,242.0,-102.34511523472153,102.34511523472153,11,11,9,4,oddsapi_consensus
2026-04-07,2026-04-08T02:40:00Z,Los Angeles Clippers,Dallas Mavericks,-457.9688640495644,457.96886404956444,-11.5,11.5,-115,-105,237.5,-100.0,-100.0,11,11,10,6,oddsapi_consensus
2026-04-07,2026-04-08T03:10:00Z,Phoenix Suns,Houston Rockets,-103.24252150116882,103.24252150116882,-1.0,1.0,-120,-110,221.0,-100.0,-100.0,8,8,6,7,oddsapi_consensus
2026-04-07,2026-04-08T02:10:00Z,Golden State Warriors,Sacramento Kings,-744.0755369391559,744.0755369391562,-15.5,15.5,-115,-105,234.5,-100.0,-100.0,11,11,10,5,oddsapi_consensus
2026-04-07,2026-04-08T00:10:00Z,Boston Celtics,Charlotte Hornets,-186.94707522875808,186.94707522875805,-5.0,5.0,-105,-115,220.5,-100.43391477913738,100.43391477913738,11,11,7,4,oddsapi_consensus
2026-04-07,2026-04-07T23:40:00Z,Toronto Raptors,Miami Heat,-110.46580466879425,110.46580466879425,-1.5,1.5,-135,105,239.5,-100.1414627245721,100.14146272457205,11,11,10,9,oddsapi_consensus
2026-04-07,2026-04-07T23:10:00Z,Washington Wizards,Chicago Bulls,205.68310066703486,-205.6831006670349,6.0,-6.0,-110,-110,251.0,-102.29357741749862,102.29357741749864,11,11,9,6,oddsapi_consensus
2026-04-07,2026-04-07T23:10:00Z,Indiana Pacers,Minnesota Timberwolves,553.4713677289976,-553.4713677289977,12.5,-12.5,-110,-110,231.0,-100.25477707006368,100.25477707006368,11,11,11,5,oddsapi_consensus
2026-04-07,2026-04-07T23:40:00Z,Brooklyn Nets,Milwaukee Bucks,126.28902087790148,-126.28902087790148,2.0,-2.0,-110,-110,220.5,100.70320873783973,-100.70320873783973,11,11,7,8,oddsapi_consensus
