date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2025-12-29,Charlotte Hornets,Milwaukee Bucks,CHA,MIL,113,123,,,-10,236,,
2025-12-29,Washington Wizards,Phoenix Suns,WAS,PHX,101,115,,,-14,216,,
2025-12-29,Brooklyn Nets,Golden State Warriors,BKN,GSW,107,120,,,-13,227,,
2025-12-29,Miami Heat,Denver Nuggets,MIA,DEN,147,123,,,24,270,,
2025-12-29,Toronto Raptors,Orlando Magic,TOR,ORL,107,106,,,1,213,,
2025-12-29,Chicago Bulls,Minnesota Timberwolves,CHI,MIN,101,136,,,-35,237,,
2025-12-29,Houston Rockets,Indiana Pacers,HOU,IND,126,119,,,7,245,,
2025-12-29,New Orleans Pelicans,New York Knicks,NOP,NYK,125,130,,,-5,255,,
2025-12-29,Oklahoma City Thunder,Atlanta Hawks,OKC,ATL,140,129,,,11,269,,
2025-12-29,San Antonio Spurs,Cleveland Cavaliers,SAS,CLE,101,113,,,-12,214,,
2025-12-29,San Antonio Spurs,Cleveland Cavaliers,SAS,CLE,101,113,,,-12,214,,
2025-12-29,San Antonio Spurs,Cleveland Cavaliers,SAS,CLE,101,113,,,-12,214,,
2025-12-29,San Antonio Spurs,Cleveland Cavaliers,SAS,CLE,101,113,,,-12,214,,
2025-12-29,Portland Trail Blazers,Dallas Mavericks,POR,DAL,125,122,,,3,247,,
2025-12-29,Portland Trail Blazers,Dallas Mavericks,POR,DAL,125,122,,,3,247,,
2025-12-29,Portland Trail Blazers,Dallas Mavericks,POR,DAL,125,122,,,3,247,,
2025-12-29,Portland Trail Blazers,Dallas Mavericks,POR,DAL,125,122,,,3,247,,
