game_id,expected_threes_0_3,prob_ge_1
0022500213,1.250555303299913,0.7136542560335617
0022500214,1.0636788690220527,0.6548164136105894
0022500215,1.2224281173684148,0.7054858169737331
0022500216,1.3580080258200697,0.7428274518574786
0022500217,1.3415636850049704,0.738563455611205
0022500218,1.0612735773804411,0.6539851470969962
0022500219,1.2456956324321673,0.712259323251677
0022500220,1.2419158884239205,0.7111696791622126
0022500221,1.2208082270791663,0.7050083496907033
0022500222,1.1715979235951748,0.6901286053648563
0022500223,1.0278940199050157,0.642240397631973
0022500224,1.1306834218955173,0.6771874361565062
